ID	did	seurat_cluster	kmeans_cluster	labels
Cell2	1	9	4	1
Cell3	1	3	3	4
Cell4	1	15	7	5
Cell5	1	2	1	8
Cell6	1	3	3	4
Cell7	1	4	2	3
Cell8	1	11	8	7
Cell9	1	2	1	8
Cell10	1	16	8	7
Cell11	1	8	2	3
Cell12	1	12	7	5
Cell13	1	3	3	4
Cell14	1	18	7	5
Cell15	1	6	5	2
Cell16	1	10	6	8
Cell17	1	5	4	1
Cell18	1	12	7	5
Cell19	1	12	7	5
Cell20	1	3	3	4
Cell21	1	15	7	5
Cell22	1	4	2	3
Cell23	1	1	5	6
Cell24	1	7	5	2
Cell25	1	8	2	3
Cell26	1	12	7	5
Cell27	1	14	5	6
Cell28	1	11	8	7
Cell30	1	2	1	8
Cell31	1	12	7	5
Cell32	1	4	2	3
Cell34	1	6	5	2
Cell35	1	18	7	5
Cell36	1	6	5	2
Cell37	1	10	6	8
Cell38	1	6	5	2
Cell39	1	13	3	4
Cell40	1	18	7	5
Cell41	1	2	1	8
Cell42	1	12	7	5
Cell43	1	16	8	7
Cell44	1	5	4	1
Cell45	1	10	6	8
Cell46	1	18	7	5
Cell47	1	1	5	6
Cell48	1	9	4	1
Cell49	1	2	1	8
Cell50	1	1	5	6
Cell51	1	16	8	7
Cell53	1	9	4	1
Cell54	1	10	1	8
Cell55	1	9	4	1
Cell56	1	4	2	3
Cell57	1	16	8	7
Cell59	1	6	5	2
Cell60	1	1	5	6
Cell61	1	11	8	7
Cell62	1	18	7	5
Cell63	1	2	1	8
Cell64	1	3	3	4
Cell65	1	7	5	2
Cell66	1	4	2	3
Cell69	1	7	5	2
Cell70	1	11	8	7
Cell71	1	18	7	5
Cell72	1	4	2	3
Cell73	1	10	6	8
Cell74	1	1	5	6
Cell75	1	13	3	4
Cell76	1	1	5	6
Cell77	1	9	4	1
Cell78	1	1	5	6
Cell79	1	4	2	3
Cell80	1	8	2	3
Cell81	1	14	5	6
Cell82	1	10	6	8
Cell83	1	11	8	7
Cell84	1	3	3	4
Cell85	1	8	2	3
Cell87	1	16	8	7
Cell88	1	2	6	8
Cell89	1	14	5	6
Cell90	1	18	7	5
Cell91	1	2	1	8
Cell92	1	9	4	1
Cell93	1	1	5	6
Cell94	1	9	4	1
Cell95	1	11	8	7
Cell96	1	18	7	5
Cell98	1	14	5	6
Cell99	1	8	2	3
Cell101	1	5	4	1
Cell102	1	11	8	7
Cell103	1	6	5	2
Cell104	1	4	2	3
Cell105	1	2	1	8
Cell106	1	13	3	4
Cell107	1	4	2	3
Cell108	1	3	3	4
Cell109	1	3	3	4
Cell110	1	7	5	2
Cell111	1	3	3	4
Cell113	1	18	7	5
Cell114	1	6	5	2
Cell116	1	16	8	7
Cell117	1	3	3	4
Cell118	1	3	3	4
Cell119	1	2	6	8
Cell120	1	2	1	8
Cell121	1	8	2	3
Cell122	1	10	6	8
Cell123	1	3	3	4
Cell125	1	11	8	7
Cell126	1	9	4	1
Cell127	1	17	8	7
Cell128	1	8	2	3
Cell129	1	14	5	6
Cell130	1	5	4	1
Cell131	1	5	4	1
Cell132	1	5	4	1
Cell133	1	13	3	4
Cell134	1	5	4	1
Cell135	1	14	5	6
Cell136	1	9	4	1
Cell137	1	5	4	1
Cell138	1	6	5	2
Cell139	1	4	2	3
Cell140	1	3	3	4
Cell141	1	12	7	5
Cell142	1	4	2	3
Cell143	1	6	5	2
Cell144	1	6	5	2
Cell145	1	3	3	4
Cell146	1	4	2	3
Cell147	1	13	3	4
Cell149	1	9	4	1
Cell150	1	4	2	3
Cell151	1	16	8	7
Cell152	1	9	4	1
Cell153	1	1	5	6
Cell154	1	18	7	5
Cell156	1	13	3	4
Cell157	1	3	3	4
Cell158	1	12	7	5
Cell159	1	7	5	2
Cell161	1	16	8	7
Cell162	1	4	2	3
Cell163	1	3	3	4
Cell164	1	10	6	8
Cell165	1	12	7	5
Cell166	1	1	5	6
Cell167	1	4	2	3
Cell168	1	6	5	2
Cell169	1	14	5	6
Cell170	1	12	7	5
Cell171	1	11	8	7
Cell172	1	1	5	6
Cell173	1	8	2	3
Cell174	1	7	5	2
Cell175	1	12	7	5
Cell176	1	2	6	8
Cell177	1	3	3	4
Cell178	1	1	5	6
Cell180	1	13	3	4
Cell181	1	2	6	8
Cell182	1	5	4	1
Cell183	1	10	6	8
Cell184	1	6	5	2
Cell185	1	11	8	7
Cell187	1	7	5	2
Cell188	1	6	5	2
Cell189	1	9	4	1
Cell190	1	8	2	3
Cell191	1	12	7	5
Cell192	1	10	6	8
Cell193	1	8	2	3
Cell194	1	10	6	8
Cell195	1	9	4	1
Cell196	1	9	4	1
Cell197	1	1	5	6
Cell198	1	17	8	7
Cell199	1	1	5	6
Cell200	1	4	2	3
Cell201	1	2	1	8
Cell202	1	3	3	4
Cell203	1	8	2	3
Cell204	1	8	2	3
Cell205	1	10	6	8
Cell206	1	18	7	5
Cell207	1	6	5	2
Cell208	1	4	2	3
Cell209	1	2	6	8
Cell210	1	11	8	7
Cell212	1	12	7	5
Cell213	1	3	3	4
Cell214	1	2	1	8
Cell215	1	3	3	4
Cell216	1	1	5	6
Cell217	1	11	8	7
Cell218	1	10	1	8
Cell219	1	8	2	3
Cell220	1	5	4	1
Cell221	1	15	7	5
Cell222	1	3	3	4
Cell223	1	15	7	5
Cell224	1	5	4	1
Cell225	1	7	5	2
Cell226	1	1	5	6
Cell227	1	8	2	3
Cell228	1	16	8	7
Cell229	1	8	2	3
Cell230	1	7	5	2
Cell231	1	7	5	2
Cell232	1	16	8	7
Cell233	1	12	7	5
Cell235	1	2	6	8
Cell236	1	7	5	2
Cell237	1	12	7	5
Cell238	1	10	6	8
Cell239	1	6	5	2
Cell240	1	10	6	8
Cell241	1	3	3	4
Cell242	1	3	3	4
Cell243	1	1	5	6
Cell244	1	3	3	4
Cell246	1	6	5	2
Cell247	1	11	8	7
Cell248	1	6	5	2
Cell249	1	3	3	4
Cell250	1	10	6	8
Cell251	1	4	2	3
Cell252	1	2	1	8
Cell253	1	2	6	8
Cell254	1	1	5	6
Cell255	1	4	2	3
Cell256	1	18	7	5
Cell257	1	3	3	4
Cell258	1	3	3	4
Cell259	1	17	8	7
Cell260	1	4	2	3
Cell261	1	15	7	5
Cell262	1	17	8	7
Cell263	1	16	8	7
Cell264	1	5	4	1
Cell266	1	2	1	8
Cell267	1	18	7	5
Cell268	1	5	4	1
Cell269	1	12	7	5
Cell270	1	15	7	5
Cell271	1	15	7	5
Cell272	1	16	8	7
Cell273	1	8	2	3
Cell274	1	10	6	8
Cell275	1	15	7	5
Cell276	1	12	7	5
Cell277	1	9	4	1
Cell278	1	16	8	7
Cell279	1	17	8	7
Cell280	1	2	1	8
Cell281	1	1	5	6
Cell282	1	13	3	4
Cell283	1	14	5	6
Cell285	1	16	8	7
Cell286	1	5	4	1
Cell287	1	2	1	8
Cell288	1	3	3	4
Cell289	1	17	8	7
Cell290	1	5	4	1
Cell291	1	16	8	7
Cell292	1	11	8	7
Cell294	1	10	6	8
Cell295	1	16	8	7
Cell297	1	8	2	3
Cell299	1	4	2	3
Cell300	1	12	7	5
Cell301	1	5	4	1
Cell302	1	8	2	3
Cell303	1	13	3	4
Cell304	1	6	5	2
Cell305	1	8	2	3
Cell306	1	11	8	7
Cell307	1	2	6	8
Cell308	1	9	4	1
Cell309	1	16	8	7
Cell310	1	1	5	6
Cell311	1	7	5	2
Cell312	1	5	4	1
Cell313	1	11	8	7
Cell314	1	13	3	4
Cell315	1	11	8	7
Cell316	1	7	5	2
Cell317	1	16	8	7
Cell318	1	17	8	7
Cell319	1	15	7	5
Cell320	1	10	1	8
Cell321	1	8	2	3
Cell322	1	5	4	1
Cell323	1	5	4	1
Cell324	1	11	8	7
Cell325	1	10	6	8
Cell326	1	9	4	1
Cell327	1	9	4	1
Cell328	1	5	4	1
Cell329	1	4	2	3
Cell330	1	1	5	6
Cell331	1	5	4	1
Cell332	1	11	8	7
Cell333	1	5	4	1
Cell334	1	11	8	7
Cell335	1	1	5	6
Cell336	1	2	1	8
Cell337	1	9	4	1
Cell338	1	10	6	8
Cell339	1	15	7	5
Cell340	1	9	4	1
Cell341	1	5	4	1
Cell342	1	12	7	5
Cell343	1	11	8	7
Cell344	1	18	7	5
Cell345	1	2	1	8
Cell346	1	17	8	7
Cell347	1	1	5	6
Cell348	1	10	6	8
Cell349	1	2	1	8
Cell350	1	10	6	8
Cell351	1	10	6	8
Cell353	1	10	6	8
Cell354	1	13	3	4
Cell355	1	9	4	1
Cell356	1	2	6	8
Cell357	1	14	5	6
Cell358	1	13	3	4
Cell359	1	8	2	3
Cell360	1	16	8	7
Cell361	1	4	2	3
Cell362	1	13	3	4
Cell363	1	2	1	8
Cell364	1	11	8	7
Cell365	1	10	6	8
Cell366	1	5	4	1
Cell367	1	4	2	3
Cell368	1	3	3	4
Cell369	1	11	8	7
Cell370	1	3	3	4
Cell371	1	4	2	3
Cell372	1	7	5	2
Cell373	1	3	3	4
Cell374	1	8	2	3
Cell375	1	3	3	4
Cell376	1	17	8	7
Cell377	1	11	8	7
Cell378	1	13	3	4
Cell379	1	1	5	6
Cell380	1	12	7	5
Cell381	1	5	4	1
Cell382	1	3	3	4
Cell383	1	14	5	6
Cell384	1	2	6	8
Cell385	1	7	5	2
Cell386	1	8	2	3
Cell387	1	10	6	8
Cell388	1	3	3	4
Cell389	1	14	5	6
Cell391	1	12	7	5
Cell392	1	4	2	3
Cell393	1	8	2	3
Cell394	1	7	5	2
Cell395	1	15	7	5
Cell396	1	9	4	1
Cell397	1	13	3	4
Cell398	1	10	6	8
Cell399	1	16	8	7
Cell400	1	13	3	4
Cell401	1	9	4	1
Cell402	1	13	3	4
Cell403	1	12	7	5
Cell404	1	3	3	4
Cell405	1	6	5	2
Cell406	1	3	3	4
Cell407	1	1	5	6
Cell408	1	9	4	1
Cell409	1	7	5	2
Cell410	1	4	2	3
Cell411	1	17	8	7
Cell412	1	9	4	1
Cell413	1	8	2	3
Cell414	1	18	7	5
Cell415	1	8	2	3
Cell416	1	13	3	4
Cell417	1	11	8	7
Cell419	1	9	4	1
Cell420	1	5	4	1
Cell421	1	16	8	7
Cell422	1	12	7	5
Cell423	1	8	2	3
Cell424	1	4	2	3
Cell425	1	9	4	1
Cell426	1	8	2	3
Cell427	1	10	6	8
Cell428	1	18	7	5
Cell429	1	6	5	2
Cell430	1	2	1	8
Cell431	1	7	5	2
Cell432	1	7	5	2
Cell433	1	3	3	4
Cell434	1	11	8	7
Cell436	1	11	8	7
Cell437	1	13	3	4
Cell438	1	5	4	1
Cell439	1	1	5	6
Cell440	1	11	8	7
Cell441	1	5	4	1
Cell442	1	4	2	3
Cell443	1	4	2	3
Cell444	1	4	2	3
Cell445	1	4	2	3
Cell446	1	5	4	1
Cell447	1	10	6	8
Cell449	1	15	7	5
Cell450	1	2	1	8
Cell451	1	8	2	3
Cell452	1	2	1	8
Cell453	1	9	4	1
Cell454	1	9	4	1
Cell455	1	2	1	8
Cell456	1	9	4	1
Cell457	1	13	3	4
Cell458	1	14	5	6
Cell459	1	6	5	2
Cell460	1	4	2	3
Cell461	1	17	8	7
Cell462	1	15	7	5
Cell463	1	5	4	1
Cell464	1	4	2	3
Cell465	1	4	2	3
Cell466	1	5	4	1
Cell467	1	8	2	3
Cell468	1	5	4	1
Cell469	1	1	5	6
Cell470	1	9	4	1
Cell471	1	1	5	6
Cell472	1	6	5	2
Cell473	1	8	2	3
Cell474	1	8	2	3
Cell475	1	6	5	2
Cell476	1	13	3	4
Cell477	1	16	8	7
Cell478	1	12	7	5
Cell479	1	17	8	7
Cell480	1	16	8	7
Cell481	1	4	2	3
Cell482	1	18	7	5
Cell483	1	14	5	6
Cell484	1	11	8	7
Cell485	1	18	7	5
Cell486	1	5	4	1
Cell487	1	10	1	8
Cell488	1	2	6	8
Cell489	1	15	7	5
Cell490	1	10	6	8
Cell491	1	5	4	1
Cell492	1	1	5	6
Cell493	1	3	3	4
Cell494	1	14	5	6
Cell495	1	1	5	6
Cell496	1	8	2	3
Cell497	1	2	1	8
Cell498	1	4	2	3
Cell499	1	5	4	1
Cell500	1	13	3	4
Cell501	1	3	3	4
Cell502	1	14	5	6
Cell503	1	3	3	4
Cell504	1	18	7	5
Cell505	1	11	8	7
Cell506	1	5	4	1
Cell507	1	5	4	1
Cell508	1	11	8	7
Cell509	1	11	8	7
Cell510	1	10	1	8
Cell511	1	5	4	1
Cell512	1	5	4	1
Cell513	1	8	2	3
