ID	did	seurat_cluster	kmeans_cluster	labels
Cell2	1	1	2	1
Cell3	1	6	1	2
Cell4	1	7	1	2
Cell5	1	2	2	1
Cell6	1	7	1	2
Cell7	1	6	1	2
Cell8	1	2	2	1
Cell9	1	4	2	1
Cell10	1	1	2	1
Cell12	1	5	1	2
Cell13	1	5	1	2
Cell14	1	6	1	2
Cell15	1	5	1	2
Cell16	1	1	2	1
Cell17	1	9	2	1
Cell18	1	3	1	2
Cell19	1	3	1	2
Cell21	1	3	1	2
Cell22	1	3	1	2
Cell23	1	1	2	1
Cell24	1	6	1	2
Cell25	1	6	1	2
Cell26	1	5	1	2
Cell27	1	4	2	1
Cell28	1	9	2	1
Cell29	1	3	1	2
Cell30	1	2	2	1
Cell31	1	3	1	2
Cell32	1	3	1	2
Cell33	1	8	1	2
Cell34	1	7	1	2
Cell35	1	6	1	2
Cell36	1	7	1	2
Cell37	1	1	2	1
Cell38	1	5	1	2
Cell39	1	6	1	2
Cell40	1	3	1	2
Cell41	1	2	2	1
Cell43	1	9	2	1
Cell44	1	2	2	1
Cell45	1	2	2	1
Cell46	1	5	1	2
Cell47	1	1	2	1
Cell48	1	4	2	1
Cell49	1	4	2	1
Cell50	1	9	2	1
Cell53	1	2	2	1
Cell54	1	1	2	1
Cell55	1	2	2	1
Cell56	1	3	1	2
Cell57	1	2	2	1
Cell58	1	2	2	1
Cell59	1	3	1	2
Cell60	1	4	2	1
Cell61	1	1	2	1
Cell62	1	3	1	2
Cell63	1	4	2	1
Cell65	1	8	1	2
Cell66	1	7	1	2
Cell67	1	9	2	1
Cell68	1	3	1	2
Cell69	1	3	1	2
Cell70	1	1	2	1
Cell71	1	7	1	2
Cell73	1	4	2	1
Cell74	1	4	2	1
Cell75	1	6	1	2
Cell76	1	1	2	1
Cell77	1	4	2	1
Cell78	1	1	2	1
Cell79	1	5	1	2
Cell80	1	6	1	2
Cell81	1	2	2	1
Cell82	1	1	2	1
Cell83	1	1	2	1
Cell84	1	3	1	2
Cell85	1	5	1	2
Cell87	1	1	2	1
Cell88	1	1	2	1
Cell89	1	2	2	1
Cell90	1	3	1	2
Cell91	1	2	2	1
Cell92	1	2	2	1
Cell93	1	2	2	1
Cell94	1	1	2	1
Cell95	1	4	2	1
Cell96	1	5	1	2
Cell97	1	2	2	1
Cell98	1	1	2	1
Cell99	1	3	1	2
Cell100	1	4	2	1
Cell101	1	1	2	1
Cell102	1	2	2	1
Cell103	1	3	1	2
Cell104	1	5	1	2
Cell105	1	4	2	1
Cell106	1	7	1	2
Cell107	1	3	1	2
Cell108	1	5	1	2
Cell109	1	7	1	2
Cell110	1	5	1	2
Cell111	1	8	1	2
Cell112	1	8	1	2
Cell114	1	6	1	2
Cell115	1	9	2	1
Cell117	1	3	1	2
Cell118	1	8	1	2
Cell119	1	9	2	1
Cell120	1	2	2	1
Cell121	1	3	1	2
Cell122	1	1	2	1
Cell123	1	7	1	2
Cell124	1	4	2	1
Cell125	1	2	2	1
Cell126	1	1	2	1
Cell127	1	2	2	1
Cell128	1	3	1	2
Cell129	1	2	2	1
Cell130	1	4	2	1
Cell131	1	2	2	1
Cell132	1	2	2	1
Cell133	1	8	1	2
Cell135	1	1	2	1
Cell136	1	4	2	1
Cell137	1	4	2	1
Cell138	1	8	1	2
Cell139	1	6	1	2
Cell140	1	7	1	2
Cell141	1	8	1	2
Cell142	1	3	1	2
Cell143	1	3	1	2
Cell144	1	3	1	2
Cell145	1	7	1	2
Cell146	1	3	1	2
Cell147	1	6	1	2
Cell148	1	1	2	1
Cell149	1	1	2	1
Cell150	1	6	1	2
Cell151	1	4	2	1
Cell152	1	2	2	1
Cell153	1	1	2	1
Cell154	1	5	1	2
Cell155	1	8	1	2
Cell156	1	7	1	2
