ID	did	seurat_cluster	kmeans_cluster	labels
Cell1	1	6	57	63
Cell2	1	5	13	61
Cell3	1	15	62	25
Cell4	1	5	21	30
Cell5	1	5	13	50
Cell6	1	15	62	25
Cell7	1	3	61	14
Cell8	1	2	43	48
Cell9	1	8	18	57
Cell10	1	8	33	49
Cell12	1	15	58	29
Cell13	1	15	62	25
Cell14	1	4	15	29
Cell15	1	13	42	8
Cell16	1	5	2	57
Cell17	1	6	57	63
Cell18	1	1	20	28
Cell19	1	9	46	33
Cell21	1	1	20	28
Cell22	1	1	41	17
Cell23	1	5	21	34
Cell24	1	13	42	8
Cell25	1	8	33	16
Cell26	1	12	52	32
Cell27	1	3	17	35
Cell28	1	2	6	44
Cell29	1	4	15	21
Cell30	1	1	29	56
Cell31	1	1	22	28
Cell32	1	2	43	15
Cell33	1	7	50	9
Cell34	1	7	16	6
Cell35	1	11	24	27
Cell36	1	5	21	3
Cell37	1	12	52	54
Cell38	1	3	49	7
Cell39	1	2	34	20
Cell40	1	3	36	26
Cell41	1	8	55	53
Cell43	1	2	47	47
Cell44	1	3	37	60
Cell45	1	3	31	51
Cell46	1	5	38	31
Cell47	1	3	30	40
Cell48	1	2	34	1
Cell49	1	2	9	52
Cell50	1	8	12	35
Cell53	1	1	40	60
Cell54	1	14	1	55
Cell55	1	3	36	58
Cell56	1	1	41	17
Cell57	1	3	61	44
Cell58	1	5	25	38
Cell59	1	3	49	7
Cell60	1	11	35	39
Cell61	1	5	25	49
Cell62	1	11	24	27
Cell63	1	3	31	51
Cell65	1	7	16	6
Cell66	1	16	51	11
Cell67	1	12	52	54
Cell68	1	1	20	28
Cell69	1	4	60	4
Cell70	1	4	26	47
Cell71	1	2	9	31
Cell73	1	14	1	55
Cell74	1	11	24	39
Cell75	1	15	62	25
Cell76	1	3	30	40
Cell77	1	3	36	58
Cell78	1	3	61	36
Cell79	1	3	36	14
Cell80	1	8	18	16
Cell81	1	10	45	38
Cell82	1	1	40	53
Cell83	1	6	53	42
Cell84	1	4	59	19
Cell85	1	1	29	17
Cell87	1	5	25	47
Cell88	1	6	11	53
Cell89	1	4	60	36
Cell90	1	1	40	26
Cell91	1	3	31	51
Cell92	1	2	9	1
Cell93	1	10	45	38
Cell94	1	5	13	61
Cell95	1	4	26	47
Cell96	1	11	24	27
Cell97	1	1	22	60
Cell98	1	8	33	40
Cell99	1	6	11	10
Cell100	1	5	2	60
Cell101	1	2	9	60
Cell102	1	6	53	42
Cell103	1	13	42	8
Cell104	1	2	47	13
Cell105	1	14	1	55
Cell106	1	2	4	21
Cell107	1	16	51	11
Cell108	1	5	38	24
Cell109	1	15	58	21
Cell110	1	3	17	7
Cell111	1	3	31	23
Cell112	1	9	32	18
Cell114	1	12	52	4
Cell115	1	5	21	61
Cell117	1	2	4	23
Cell118	1	2	35	23
Cell119	1	12	52	54
Cell120	1	12	52	54
Cell121	1	1	29	15
Cell122	1	12	52	54
Cell123	1	10	14	19
Cell124	1	5	21	35
Cell125	1	1	40	43
Cell126	1	3	49	64
Cell128	1	4	59	13
Cell129	1	11	24	39
Cell130	1	1	40	64
Cell131	1	5	59	63
Cell132	1	4	27	59
Cell133	1	2	6	22
Cell135	1	14	1	34
Cell136	1	2	43	59
Cell137	1	3	49	58
Cell138	1	1	20	2
Cell139	1	3	28	14
Cell140	1	15	62	25
Cell141	1	9	46	33
Cell142	1	6	53	13
Cell143	1	4	27	5
Cell144	1	1	56	3
Cell145	1	9	32	18
Cell146	1	2	43	15
Cell147	1	3	28	21
Cell148	1	4	26	59
Cell149	1	7	3	62
Cell150	1	6	11	10
Cell151	1	5	2	49
Cell152	1	3	17	58
Cell153	1	2	34	41
Cell154	1	11	24	27
Cell155	1	6	57	2
Cell156	1	9	32	18
Cell157	1	15	23	25
Cell158	1	6	57	33
Cell159	1	7	16	6
Cell160	1	6	53	42
Cell161	1	2	5	43
Cell163	1	2	34	23
Cell164	1	12	52	54
Cell165	1	4	53	29
Cell166	1	9	48	34
Cell167	1	8	12	14
Cell168	1	5	21	9
Cell169	1	9	48	36
Cell170	1	9	44	31
Cell171	1	7	50	45
Cell172	1	8	18	35
Cell173	1	7	8	16
Cell174	1	4	27	2
Cell176	1	12	52	54
Cell177	1	9	32	18
Cell178	1	10	45	38
Cell179	1	4	15	19
Cell180	1	5	59	24
Cell181	1	14	1	55
Cell182	1	5	25	61
Cell183	1	14	1	55
Cell184	1	7	50	9
Cell185	1	2	64	48
Cell186	1	3	36	48
Cell187	1	13	42	8
Cell188	1	10	14	5
Cell189	1	4	26	59
Cell190	1	10	14	12
Cell191	1	3	17	30
