ID	did	seurat_cluster	kmeans_cluster	labels
Cell1	1	9	47	63
Cell2	1	5	38	61
Cell3	1	16	64	25
Cell4	1	3	10	30
Cell5	1	3	41	50
Cell6	1	16	64	25
Cell7	1	8	23	14
Cell8	1	21	9	48
Cell9	1	2	58	57
Cell10	1	3	2	49
Cell11	1	23	12	15
Cell12	1	10	49	29
Cell13	1	16	64	25
Cell14	1	5	57	29
Cell15	1	3	18	8
Cell16	1	2	58	57
Cell17	1	7	19	63
Cell18	1	14	48	28
Cell19	1	6	62	33
Cell20	1	1	28	20
Cell21	1	14	50	28
Cell22	1	11	54	17
Cell23	1	26	51	34
Cell24	1	2	11	8
Cell25	1	10	14	16
Cell26	1	6	17	32
Cell27	1	25	29	35
Cell28	1	1	59	44
Cell29	1	4	34	21
Cell30	1	13	39	56
Cell31	1	14	50	28
Cell32	1	23	12	15
Cell33	1	13	39	9
Cell34	1	18	33	6
Cell35	1	15	16	27
Cell36	1	2	58	3
Cell37	1	19	52	54
Cell38	1	6	24	7
Cell39	1	2	41	20
Cell40	1	22	44	26
Cell41	1	7	19	53
Cell42	1	12	1	31
Cell43	1	4	26	47
Cell44	1	3	2	60
Cell45	1	6	24	51
Cell46	1	12	1	31
Cell47	1	3	43	40
Cell48	1	20	46	1
Cell49	1	3	18	52
Cell50	1	25	29	35
Cell51	1	13	25	45
Cell53	1	7	19	60
Cell54	1	17	37	55
Cell55	1	2	21	58
Cell56	1	11	5	17
Cell57	1	1	13	44
Cell58	1	9	47	38
Cell59	1	6	17	7
Cell60	1	8	27	39
Cell61	1	3	41	49
Cell62	1	15	16	27
Cell63	1	6	24	51
Cell64	1	4	3	18
Cell65	1	18	15	6
Cell66	1	2	32	11
Cell67	1	19	52	54
Cell68	1	3	2	28
Cell69	1	3	40	4
Cell70	1	10	18	47
Cell71	1	12	1	31
Cell72	1	8	23	14
Cell73	1	17	37	55
Cell74	1	8	27	39
Cell75	1	16	64	25
Cell76	1	6	62	40
Cell77	1	2	32	58
Cell78	1	10	49	36
Cell79	1	8	23	14
Cell80	1	9	14	16
Cell81	1	9	14	38
Cell82	1	7	61	53
Cell83	1	7	42	42
Cell84	1	24	53	19
Cell85	1	11	8	17
Cell86	1	22	44	59
Cell87	1	4	26	47
Cell88	1	7	19	53
Cell89	1	10	18	36
Cell90	1	22	44	26
Cell91	1	6	24	51
Cell92	1	5	38	1
Cell93	1	9	47	38
Cell94	1	5	38	61
Cell95	1	16	64	47
Cell97	1	7	6	60
Cell98	1	10	31	40
Cell99	1	4	60	10
Cell100	1	7	20	60
Cell101	1	7	6	60
Cell102	1	7	30	42
Cell103	1	3	10	8
Cell104	1	8	63	13
Cell105	1	17	37	55
Cell106	1	4	34	21
Cell107	1	2	32	11
Cell108	1	11	8	24
Cell109	1	4	34	21
Cell110	1	3	2	7
Cell111	1	20	46	23
Cell112	1	4	60	18
Cell113	1	12	1	31
Cell114	1	10	38	4
Cell115	1	5	38	61
Cell116	1	17	37	42
