"","UMAP_1","UMAP_2"
"Cell1",6.84532842083981,0.980910001635306
"Cell2",10.8663083021264,2.19269122773384
"Cell3",-8.15841856554935,-2.01115403479362
"Cell4",-8.2626170213599,-0.216530540645368
"Cell5",10.5722657148462,2.44534887963509
"Cell6",-7.63588991717288,-0.223744729221113
"Cell7",-9.40637198046634,-1.86825356787468
"Cell8",9.43968400403073,2.31328394108986
"Cell9",8.09108647748044,-0.697421172321088
"Cell10",10.9322386686425,-0.187152007282026
"Cell11",-7.8538617189307,-2.27053675955559
"Cell12",-8.58090391711185,-0.994698384464032
"Cell13",-10.7740744645972,-1.4423602611425
"Cell14",-7.72845545367191,-0.332254031360395
"Cell15",-7.25743237093875,-1.60135708159233
"Cell16",7.40770444317868,1.4400038927195
"Cell17",6.79299935742428,0.695865711509936
"Cell18",-10.6083630617041,0.200282534897082
"Cell19",-9.05314341143558,0.853613367616885
"Cell20",-9.97442236498783,-2.47852812117363
"Cell21",-10.5118674333472,0.150342366039508
"Cell22",-11.3183287675757,-1.26187787359977
"Cell23",9.55566319867184,1.85865416222786
"Cell24",-10.6741522844214,-2.38942585295463
"Cell25",-9.46435442522952,-0.69666443175102
"Cell26",-8.74242010668704,-1.29245505636955
"Cell27",10.0579920713525,1.66837849312996
"Cell28",10.0360423032861,1.47621574097847
"Cell29",-10.8433608110327,-2.07012806242729
"Cell30",10.5133467619043,1.19993289405083
"Cell31",-7.65190306261966,0.52249684029793
"Cell32",-8.89190855578372,1.40233494931435
"Cell33",-10.3819798524756,-2.67116890257622
"Cell34",-9.00367155627201,1.1426743625996
"Cell35",-7.05862846926639,-1.40975866621757
"Cell36",-9.71700754717777,1.14549377405619
"Cell37",8.45796689435055,0.402722737133258
"Cell38",-7.13017788485477,-0.803706029117353
"Cell39",-9.77955236987064,0.693136951267474
"Cell40",-6.98858919695804,-0.386609652698285
"Cell41",8.98671349926999,2.3847162931559
"Cell42",-9.26603880480716,0.820764696538203
"Cell43",10.8033514921289,0.292653283416979
"Cell44",8.88543614789059,1.50715436631417
"Cell45",8.09626302166989,1.7777701824305
"Cell46",-10.2440089280982,-0.672488191783674
"Cell47",9.72008904858639,1.94516458207344
"Cell48",9.624595731936,0.162560900985949
"Cell49",8.77667245312741,1.93167533570503
"Cell50",10.2156697218042,-0.836458423793561
"Cell51",6.49050292416623,0.621164014875643
"Cell53",6.80835351391842,0.40674509698128
"Cell54",9.34214314862301,0.202395579159014
"Cell55",7.78741845532467,0.438753864109271
"Cell56",-7.59533110217044,-1.87394676512504
"Cell57",11.0074425642114,2.14999999695992
"Cell58",7.64571866437008,-0.277128914058454
"Cell59",-8.36578836993167,-1.76025996512199
"Cell60",8.41880139752438,1.7586365550158
"Cell61",7.94709119244626,1.24592455321526
"Cell62",-9.53075304583499,-0.0667217761876653
"Cell63",8.91197785779049,1.97114332610344
"Cell64",-11.0189923341651,-1.73460564917351
"Cell65",-8.42326632098148,-3.06436763113762
"Cell66",-8.3939942415137,-2.41023431128288
"Cell67",10.1513176862817,0.639895906984561
"Cell68",-11.3196600969214,-1.38245067900444
"Cell69",-7.06392851427982,-1.40676484411979
"Cell70",9.9728852216821,-0.960622170627363
