,Unnamed: 0,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,0.0,957.0,2.0,58.92990909090909,30.079818181818187,0.8550000000000003,1.0,1.0,0.8550000000000003,1.0,1.0,0.8550000000000003,1.0,1.0,0.3302272727272728,0.17286363636363627,0.4400909090909091,0.3659999999999999,0.31299999999999994,0.535,11.909090909090908,7.0
1,1.0,953.0,4.0,61.21622727272729,33.8020909090909,0.905,1.0,1.0,0.905,1.0,1.0,0.905,1.0,1.0,0.3631818181818182,0.43736363636363634,0.7167727272727272,0.4619999999999999,0.7479999999999998,0.8539999999999995,12.272727272727273,7.0
2,2.0,953.0,8.0,66.41440909090909,41.22904545454546,0.8880000000000002,1.0,1.0,0.8880000000000002,1.0,1.0,0.8880000000000002,1.0,1.0,0.8880000000000002,1.0,1.0,0.8880000000000002,1.0,1.0,8.0,8.0
3,3.0,959.0,16.0,77.71986363636364,54.92750000000001,0.8308636363636365,0.9051363636363638,0.9608636363636365,0.8187272727272729,0.9417272727272727,0.9672727272727273,0.843,0.972,0.9770000000000002,0.843,0.9759999999999994,0.9810000000000003,0.843,0.9759999999999994,0.9810000000000003,16.0,16.0
4,4.0,953.0,32.0,106.71131818181817,82.40304545454546,0.5437272727272728,0.6197727272727273,0.7451818181818183,0.5405000000000001,0.6144545454545454,0.7443181818181818,0.5485909090909091,0.6198181818181819,0.7450454545454545,0.5258636363636364,0.5114545454545454,0.7318181818181819,0.482,0.409,0.7040000000000002,19.954545454545453,17.0
5,5.0,951.0,64.0,169.42304545454547,136.7972727272727,0.3222272727272728,0.15209090909090908,0.5140909090909092,0.29877272727272725,0.1513181818181818,0.5127727272727273,0.3693181818181818,0.15972727272727275,0.5227727272727273,0.34572727272727266,0.10281818181818184,0.38513636363636367,0.3520000000000001,0.05899999999999996,0.2889999999999999,15.363636363636363,8.0
6,6.0,1892.0,2.0,67.88004545454545,36.48195454545455,0.8739999999999999,1.0,1.0,0.8739999999999999,1.0,1.0,0.8739999999999999,1.0,1.0,0.31677272727272726,0.1296818181818182,0.3999090909090908,0.31799999999999984,0.241,0.48700000000000004,16.90909090909091,9.0
7,7.0,1896.0,4.0,70.11577272727274,43.38686363636364,0.882,1.0,1.0,0.882,1.0,1.0,0.882,1.0,1.0,0.32809090909090904,0.3570454545454545,0.6738181818181818,0.33300000000000013,0.5779999999999998,0.782,16.09090909090909,9.0
8,8.0,1895.0,8.0,83.23427272727271,57.28763636363636,0.8979999999999998,1.0,1.0,0.8979999999999998,1.0,1.0,0.8979999999999998,1.0,1.0,0.4150454545454545,0.6955909090909089,0.872,0.8979999999999998,1.0,1.0,15.409090909090908,8.0
9,9.0,1898.0,16.0,107.74518181818183,83.22236363636362,0.8526363636363636,0.8388181818181818,0.9457272727272727,0.8263636363636362,0.9424090909090908,0.9657272727272729,0.8379999999999996,0.9638181818181818,0.971,0.8361818181818182,0.9612272727272727,0.971,0.8509999999999995,0.9259999999999997,0.9669999999999999,16.0,15.0
10,10.0,1900.0,32.0,162.9985,134.48754545454543,0.5648636363636363,0.6044090909090909,0.7435000000000002,0.569181818181818,0.6367727272727273,0.7490000000000001,0.5864999999999999,0.6514545454545454,0.7542727272727272,0.5845,0.5684090909090908,0.7497727272727274,0.5839999999999997,0.5470000000000002,0.7460000000000003,22.09090909090909,21.0
11,11.0,1902.0,64.0,279.11872727272726,237.0870454545455,0.3452727272727272,0.24972727272727271,0.5203181818181819,0.3284545454545455,0.24836363636363631,0.5176818181818181,0.3956818181818182,0.27113636363636373,0.5307272727272726,0.3748181818181818,0.18104545454545454,0.46504545454545454,0.35400000000000004,0.137,0.4299999999999999,21.681818181818183,16.0
