,Unnamed: 0,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,0.0,957.0,2.0,150.30588,108.49307999999999,0.8550000000000003,1.0,1.0,0.8550000000000003,1.0,1.0,0.8550000000000003,1.0,1.0,0.33304,0.17636,0.4426400000000001,0.3659999999999999,0.3129999999999999,0.535,11.72,7.0
1,1.0,953.0,4.0,193.92907999999997,151.71564,0.9050000000000001,1.0,1.0,0.9050000000000001,1.0,1.0,0.9050000000000001,1.0,1.0,0.36412000000000005,0.43668,0.71596,0.4619999999999999,0.748,0.8539999999999995,12.36,7.0
2,2.0,953.0,8.0,282.72564,235.68248000000003,0.8880000000000003,1.0,1.0,0.8880000000000003,1.0,1.0,0.8880000000000003,1.0,1.0,0.8880000000000003,1.0,1.0,0.8880000000000003,1.0,1.0,8.0,8.0
3,3.0,959.0,16.0,447.28808000000004,396.46295999999995,0.8294400000000001,0.8867200000000003,0.9567200000000001,0.8322000000000002,0.9592400000000002,0.9730800000000002,0.843,0.9720000000000002,0.9770000000000002,0.843,0.9759999999999994,0.9810000000000005,0.843,0.9759999999999994,0.9810000000000005,16.0,16.0
4,4.0,953.0,32.0,779.7703200000002,714.0689199999999,0.547,0.61576,0.74408,0.54,0.6162399999999999,0.7454,0.5489200000000001,0.61816,0.74432,0.5263199999999999,0.51328,0.7320800000000002,0.4819999999999999,0.40900000000000003,0.7040000000000002,20.0,17.0
5,5.0,951.0,64.0,1444.14704,1344.1655600000001,0.32592,0.15259999999999996,0.5153599999999999,0.29547999999999996,0.15047999999999995,0.51088,0.36992,0.161,0.52264,0.3471599999999999,0.10240000000000002,0.38552,0.3520000000000001,0.05899999999999996,0.28899999999999987,15.28,8.0
6,6.0,1892.0,2.0,238.68324,184.51879999999997,0.8739999999999998,1.0,1.0,0.8739999999999998,1.0,1.0,0.8739999999999998,1.0,1.0,0.31436000000000003,0.13192000000000004,0.4015599999999999,0.31799999999999984,0.24099999999999994,0.48700000000000004,16.76,9.0
7,7.0,1896.0,4.0,323.15976,268.88392000000005,0.8820000000000001,1.0,1.0,0.8820000000000001,1.0,1.0,0.8820000000000001,1.0,1.0,0.3308,0.35556000000000004,0.6727199999999999,0.33300000000000013,0.5779999999999997,0.782,16.24,9.0
8,8.0,1895.0,8.0,495.96403999999995,433.18248000000006,0.8979999999999998,1.0,1.0,0.8979999999999998,1.0,1.0,0.8979999999999998,1.0,1.0,0.40391999999999995,0.6919200000000001,0.87176,0.8979999999999998,1.0,1.0,15.36,8.0
9,9.0,1898.0,16.0,840.56772,762.5367600000002,0.8527600000000001,0.8759599999999998,0.95452,0.8293600000000001,0.9440000000000001,0.9668000000000001,0.8379999999999999,0.9638799999999997,0.97108,0.83632,0.9613599999999997,0.97032,0.8509999999999995,0.9259999999999995,0.9669999999999997,16.0,15.0
10,10.0,1900.0,32.0,1495.73796,1372.6428399999998,0.5496,0.57648,0.73476,0.5683999999999999,0.6369200000000002,0.7491599999999998,0.5882399999999999,0.6530000000000001,0.7549600000000004,0.5839200000000001,0.5665999999999999,0.7494399999999999,0.5839999999999997,0.5470000000000002,0.7460000000000001,22.04,21.0
11,11.0,1902.0,64.0,2754.4196399999996,2613.98152,0.34919999999999995,0.25168000000000007,0.521,0.32508000000000004,0.24648,0.5181999999999999,0.39508000000000004,0.27036000000000004,0.5300400000000001,0.3773599999999999,0.18204,0.46568,0.354,0.137,0.4299999999999999,21.8,16.0
12,12.0,2836.0,2.0,329.6974799999999,268.1916800000001,0.8810000000000001,1.0,1.0,0.8810000000000001,1.0,1.0,0.8810000000000001,1.0,1.0,0.30119999999999997,0.11372,0.38660000000000005,0.3019999999999998,0.203,0.45800000000000013,18.68,11.0
13,13.0,2841.0,4.0,470.8882000000001,396.393,0.8960000000000005,1.0,1.0,0.8960000000000005,1.0,1.0,0.8960000000000005,1.0,1.0,0.32692,0.3251199999999999,0.6576000000000001,0.343,0.4570000000000002,0.7240000000000001,17.56,12.0
14,14.0,2843.0,8.0,735.1710800000001,648.47044,0.8760000000000002,1.0,1.0,0.8760000000000002,1.0,1.0,0.8760000000000002,1.0,1.0,0.36756,0.5670000000000001,0.8260399999999999,0.8760000000000002,1.0,1.0,19.84,8.0
15,15.0,2841.0,16.0,1237.2839999999997,1126.7458,0.8478400000000001,0.9191600000000001,0.95896,0.8410000000000001,0.9552,0.9690400000000001,0.8490000000000001,0.971,0.9740000000000001,0.84884,0.9711200000000001,0.9749600000000004,0.848,0.971,0.9740000000000001,16.0,16.0
16,16.0,2839.0,32.0,2217.20492,2060.97704,0.58532,0.6392800000000001,0.75396,0.5795600000000001,0.6437999999999999,0.7531199999999998,0.59484,0.6532399999999999,0.7561199999999999,0.5815199999999999,0.5985199999999999,0.7547200000000003,0.5779999999999997,0.5500000000000003,0.7449999999999999,25.2,22.0
17,17.0,2845.0,64.0,4208.508559999999,3948.2346800000005,0.35635999999999995,0.2796,0.5097999999999999,0.3464399999999999,0.28015999999999996,0.508,0.41479999999999995,0.31115999999999994,0.52104,0.39084,0.20467999999999997,0.47992000000000007,0.34699999999999975,0.157,0.4529999999999999,25.44,19.0
18,18.0,3792.0,2.0,431.88375999999994,351.3740399999999,0.8659999999999998,1.0,1.0,0.8659999999999998,1.0,1.0,0.8659999999999998,1.0,1.0,0.28684000000000004,0.10620000000000003,0.37848000000000004,0.311,0.19700000000000004,0.4540000000000001,20.4,11.0
19,19.0,3798.0,4.0,614.18252,521.3422,0.8859999999999996,1.0,1.0,0.8859999999999996,1.0,1.0,0.8859999999999996,1.0,1.0,0.31232,0.27140000000000003,0.6274000000000001,0.3310000000000002,0.451,0.7230000000000003,21.52,12.0
20,20.0,3788.0,8.0,965.0328000000002,874.12552,0.8919999999999998,1.0,1.0,0.8919999999999998,1.0,1.0,0.8919999999999998,1.0,1.0,0.36207999999999996,0.51832,0.80608,0.8200000000000002,0.9740000000000001,0.9840000000000007,22.72,9.0
21,21.0,3783.0,16.0,1647.6861599999997,1502.9144000000006,0.8500000000000001,0.9107200000000003,0.9586799999999998,0.8256399999999998,0.9574799999999998,0.9681199999999999,0.8279999999999997,0.9639999999999997,0.9699999999999998,0.8279999999999997,0.96512,0.9701999999999998,0.8279999999999997,0.9660000000000002,0.971,16.0,16.0
22,22.0,3791.0,32.0,2978.3272400000005,2760.9379199999994,0.65208,0.7504000000000001,0.83928,0.6476,0.75936,0.83868,0.6616400000000001,0.77416,0.84388,0.6521599999999999,0.7691199999999999,0.84492,0.6349999999999999,0.6829999999999999,0.8320000000000004,30.84,25.0
23,23.0,3792.0,64.0,5642.42412,5286.394120000001,0.33416,0.2664,0.51976,0.36268,0.30051999999999995,0.5302799999999999,0.4240400000000001,0.33244,0.54096,0.3998400000000001,0.24936000000000003,0.5200799999999999,0.38799999999999996,0.19399999999999998,0.49399999999999983,29.24,21.0
24,24.0,4739.0,2.0,535.2556,439.51524000000006,0.8850000000000002,1.0,1.0,0.8850000000000002,1.0,1.0,0.8850000000000002,1.0,1.0,0.28912,0.09952000000000001,0.37232,0.311,0.17600000000000005,0.44100000000000006,21.48,12.0
