,Unnamed: 0,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,0.0,957.0,2.0,93.28923809523809,60.79780952380953,0.8550000000000002,1.0,1.0,0.8550000000000002,1.0,1.0,0.8550000000000002,1.0,1.0,0.3324285714285714,0.1755238095238095,0.4422380952380952,0.3659999999999999,0.31299999999999994,0.535,11.714285714285714,7.0
1,1.0,953.0,4.0,111.9421904761905,81.01890476190476,0.9049999999999999,1.0,1.0,0.9049999999999999,1.0,1.0,0.9049999999999999,1.0,1.0,0.3636190476190476,0.4415238095238096,0.7186190476190477,0.4619999999999999,0.7479999999999998,0.8539999999999995,12.19047619047619,7.0
2,2.0,953.0,8.0,152.43619047619046,121.1037142857143,0.8880000000000001,1.0,1.0,0.8880000000000001,1.0,1.0,0.8880000000000001,1.0,1.0,0.8880000000000001,1.0,1.0,0.8880000000000001,1.0,1.0,8.0,8.0
3,3.0,959.0,16.0,231.0815714285714,198.62228571428568,0.8315238095238096,0.9047619047619049,0.9605238095238094,0.8202857142857143,0.9436666666666667,0.9677619047619048,0.843,0.972,0.9770000000000001,0.843,0.9759999999999994,0.9810000000000003,0.843,0.9759999999999994,0.9810000000000003,16.0,16.0
4,4.0,953.0,32.0,389.8934285714286,349.70938095238097,0.5481428571428572,0.6178095238095238,0.7445714285714286,0.5364761904761904,0.613095238095238,0.7435238095238094,0.5483809523809524,0.6174761904761904,0.7434761904761904,0.5253809523809525,0.5117619047619046,0.7314285714285713,0.482,0.4089999999999999,0.7040000000000002,19.952380952380953,17.0
5,5.0,951.0,64.0,711.0568095238094,650.8116666666667,0.3222380952380952,0.15695238095238095,0.5151904761904762,0.2968571428571429,0.15176190476190474,0.5116666666666666,0.37190476190476196,0.16266666666666665,0.5226190476190476,0.34528571428571425,0.10309523809523811,0.38680952380952377,0.3520000000000001,0.05899999999999996,0.2889999999999999,15.428571428571429,8.0
6,6.0,1892.0,2.0,136.80338095238096,98.23899999999999,0.874,1.0,1.0,0.874,1.0,1.0,0.874,1.0,1.0,0.31252380952380954,0.1353809523809524,0.40442857142857147,0.3179999999999999,0.241,0.487,16.38095238095238,9.0
7,7.0,1896.0,4.0,175.597,138.75276190476194,0.8819999999999999,1.0,1.0,0.8819999999999999,1.0,1.0,0.8819999999999999,1.0,1.0,0.3163809523809524,0.35033333333333333,0.669952380952381,0.3330000000000001,0.5779999999999998,0.782,16.523809523809526,9.0
8,8.0,1895.0,8.0,258.1680476190476,218.41180952380958,0.8979999999999999,1.0,1.0,0.8979999999999999,1.0,1.0,0.8979999999999999,1.0,1.0,0.4121904761904762,0.6944761904761905,0.8722857142857143,0.8979999999999999,1.0,1.0,15.333333333333334,8.0
9,9.0,1898.0,16.0,416.3153333333334,370.5103333333333,0.8573333333333334,0.8585238095238094,0.9517619047619047,0.824333333333333,0.9345238095238095,0.9646190476190477,0.8379999999999996,0.9638095238095234,0.971047619047619,0.8358095238095238,0.9611428571428569,0.9714285714285715,0.8509999999999996,0.9259999999999997,0.967,16.0,15.0
10,10.0,1900.0,32.0,732.5735238095239,725.2326190476189,0.5595714285714286,0.604095238095238,0.7405714285714285,0.5748571428571428,0.6445714285714287,0.7521904761904762,0.5856666666666668,0.6486666666666666,0.7536190476190475,0.582952380952381,0.5670952380952381,0.749904761904762,0.5839999999999999,0.547,0.7460000000000002,22.047619047619047,21.0
11,11.0,1902.0,64.0,1367.7889999999998,1271.649047619048,0.3544761904761905,0.255,0.5223333333333334,0.33090476190476203,0.24847619047619043,0.5177619047619049,0.39542857142857146,0.2729523809523809,0.5317142857142858,0.37747619047619047,0.18180952380952378,0.4651428571428571,0.35400000000000004,0.137,0.4299999999999999,21.80952380952381,16.0
12,12.0,2836.0,2.0,182.63857142857145,137.1594761904762,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.30252380952380953,0.1136666666666667,0.38604761904761903,0.3019999999999999,0.20299999999999996,0.4580000000000001,18.857142857142858,11.0
13,13.0,2841.0,4.0,243.3078095238095,196.70400000000004,0.8960000000000005,1.0,1.0,0.8960000000000005,1.0,1.0,0.8960000000000005,1.0,1.0,0.3278095238095238,0.3215238095238095,0.6551904761904763,0.343,0.4570000000000001,0.7240000000000001,17.904761904761905,12.0
14,14.0,2843.0,8.0,366.74080952380945,314.7436666666666,0.876,1.0,1.0,0.876,1.0,1.0,0.876,1.0,1.0,0.36680952380952375,0.5743809523809524,0.8287142857142856,0.876,1.0,1.0,19.571428571428573,8.0
15,15.0,2841.0,16.0,602.2909999999998,539.9268571428571,0.8478095238095239,0.9084285714285715,0.9567619047619047,0.8433333333333334,0.9607619047619048,0.970952380952381,0.849,0.9709999999999999,0.974,0.8488571428571429,0.971095238095238,0.9749523809523811,0.8480000000000002,0.9709999999999999,0.974,16.0,16.0
16,16.0,2839.0,32.0,1065.5866666666666,985.5055714285716,0.5811428571428572,0.6285714285714287,0.7525714285714287,0.5753809523809524,0.6399523809523809,0.7525238095238096,0.5921904761904762,0.6515238095238095,0.7554761904761904,0.5819999999999999,0.6023809523809524,0.7547619047619047,0.5779999999999998,0.5500000000000002,0.7449999999999997,25.38095238095238,22.0
17,17.0,2845.0,64.0,2020.3986190476194,1878.1060952380953,0.36638095238095236,0.2876666666666668,0.5116666666666667,0.33628571428571424,0.2729523809523809,0.5065238095238096,0.41276190476190483,0.30699999999999994,0.5200476190476191,0.39047619047619053,0.20300000000000004,0.4790952380952379,0.3469999999999998,0.157,0.453,25.285714285714285,19.0
18,18.0,3792.0,2.0,225.83171428571427,175.30595238095236,0.8659999999999999,1.0,1.0,0.8659999999999999,1.0,1.0,0.8659999999999999,1.0,1.0,0.28519047619047616,0.1063809523809524,0.3788095238095238,0.311,0.197,0.454,20.333333333333332,11.0
19,19.0,3798.0,4.0,340.23490476190483,281.60161904761907,0.8859999999999996,1.0,1.0,0.8859999999999996,1.0,1.0,0.8859999999999996,1.0,1.0,0.30838095238095237,0.27828571428571436,0.6307142857142857,0.3310000000000001,0.4509999999999999,0.7230000000000003,21.19047619047619,12.0
20,20.0,3788.0,8.0,480.5760476190477,413.39047619047625,0.8919999999999998,1.0,1.0,0.8919999999999998,1.0,1.0,0.8919999999999998,1.0,1.0,0.36319047619047623,0.5156666666666667,0.8052380952380954,0.8200000000000001,0.974,0.9840000000000004,22.80952380952381,9.0
21,21.0,3783.0,16.0,786.6019999999999,709.8351904761903,0.8472380952380951,0.9040476190476192,0.9564285714285712,0.8266666666666664,0.9576190476190474,0.9682380952380951,0.8279999999999997,0.964,0.9699999999999999,0.8279999999999997,0.9650952380952381,0.9703333333333335,0.8279999999999997,0.9660000000000001,0.9709999999999999,16.0,16.0
22,22.0,3791.0,32.0,1406.5597619047624,1299.4702857142856,0.6495238095238096,0.7448571428571429,0.8372857142857141,0.6464761904761903,0.7573809523809525,0.8384761904761902,0.6618095238095241,0.7756666666666667,0.8441428571428573,0.652095238095238,0.7679523809523809,0.8446190476190474,0.6349999999999999,0.6829999999999999,0.8320000000000004,30.80952380952381,25.0
23,23.0,3792.0,64.0,2666.1703333333335,2474.0535238095235,0.34609523809523807,0.27509523809523806,0.5230952380952381,0.35747619047619045,0.30047619047619056,0.5307619047619048,0.42433333333333334,0.33171428571428574,0.5413333333333333,0.3981904761904762,0.2480952380952381,0.5196666666666666,0.388,0.194,0.4939999999999999,29.238095238095237,21.0
24,24.0,4739.0,2.0,271.74861904761906,213.96566666666664,0.885,1.0,1.0,0.885,1.0,1.0,0.885,1.0,1.0,0.29319047619047617,0.10019047619047619,0.37333333333333335,0.311,0.17600000000000005,0.44099999999999995,21.238095238095237,12.0
25,25.0,4742.0,4.0,377.6938095238095,313.6053333333333,0.876,1.0,1.0,0.876,1.0,1.0,0.876,1.0,1.0,0.30980952380952387,0.2629047619047619,0.6221904761904762,0.3310000000000001,0.42600000000000005,0.7089999999999997,22.476190476190474,13.0
26,26.0,4744.0,8.0,585.2507142857144,511.1023333333333,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.3505714285714285,0.5001428571428571,0.7964285714285714,0.532,0.8089999999999997,0.9099999999999999,24.61904761904762,13.0
27,27.0,4744.0,16.0,974.0895238095238,880.7511428571426,0.8444285714285714,0.9356190476190476,0.970857142857143,0.8365238095238096,0.9515238095238091,0.9726190476190478,0.8509999999999996,0.9759999999999994,0.9800000000000002,0.8492857142857139,0.9749523809523806,0.9794761904761906,0.8509999999999996,0.9750000000000001,0.9789999999999995,16.047619047619047,16.0
28,28.0,4746.0,32.0,1746.1299523809528,1625.319476190476,0.6655238095238095,0.7417142857142858,0.8320476190476188,0.6598571428571429,0.7661428571428571,0.836857142857143,0.6689047619047619,0.7767619047619047,0.8396666666666667,0.6787619047619048,0.7477619047619048,0.8395238095238095,0.6509999999999999,0.689,0.8309999999999997,27.80952380952381,25.0
29,29.0,4740.0,64.0,3341.998,3110.730952380952,0.39509523809523805,0.34333333333333327,0.546809523809524,0.3638571428571428,0.3239523809523811,0.542904761904762,0.43495238095238087,0.36457142857142866,0.5544285714285715,0.4085714285714286,0.28138095238095234,0.536857142857143,0.3600000000000001,0.19899999999999998,0.501,31.761904761904763,22.0
30,30.0,5697.0,2.0,320.76295238095236,254.8792380952381,0.8699999999999998,1.0,1.0,0.8699999999999998,1.0,1.0,0.8699999999999998,1.0,1.0,0.289047619047619,0.09214285714285715,0.3643333333333333,0.31200000000000006,0.14800000000000002,0.4189999999999998,23.38095238095238,14.0
31,31.0,5687.0,4.0,448.10961904761905,373.9867619047619,0.8870000000000002,1.0,1.0,0.8870000000000002,1.0,1.0,0.8870000000000002,1.0,1.0,0.3023333333333333,0.23833333333333329,0.6063809523809525,0.32099999999999995,0.41099999999999975,0.699,25.428571428571427,14.0
32,32.0,5690.0,8.0,696.683761904762,611.6008571428572,0.8889999999999997,1.0,1.0,0.8889999999999997,1.0,1.0,0.8889999999999997,1.0,1.0,0.3354761904761905,0.47961904761904767,0.7902857142857143,0.5299999999999999,0.8070000000000002,0.9090000000000001,25.285714285714285,13.0
33,33.0,5682.0,16.0,1159.8147619047618,1049.7401904761905,0.8102857142857144,0.8659523809523809,0.9417142857142857,0.7922857142857144,0.9182857142857146,0.9505714285714288,0.8100000000000003,0.9450000000000001,0.9570000000000004,0.7748571428571428,0.9280476190476192,0.9486190476190475,0.808,0.9450000000000001,0.9559999999999997,16.857142857142858,16.0
34,34.0,5691.0,32.0,2088.540857142857,1929.5820476190472,0.6327619047619046,0.7335714285714287,0.8168571428571428,0.6243809523809523,0.7373809523809525,0.8157619047619048,0.6385238095238094,0.7479523809523809,0.819047619047619,0.6248571428571429,0.7377619047619047,0.8195238095238094,0.6129999999999998,0.6620000000000003,0.8070000000000002,29.857142857142858,25.0
35,35.0,5691.0,64.0,3963.923952380952,3694.7023809523803,0.4,0.34333333333333327,0.5617142857142857,0.3764761904761905,0.33742857142857136,0.5594761904761905,0.4506190476190476,0.38,0.573,0.4216666666666666,0.28823809523809524,0.5554285714285715,0.4290000000000001,0.2599999999999999,0.5410000000000001,32.42857142857143,27.0
36,36.0,6653.0,2.0,371.2246666666667,299.0145714285715,0.8800000000000002,1.0,1.0,0.8800000000000002,1.0,1.0,0.8800000000000002,1.0,1.0,0.28061904761904766,0.08380952380952382,0.3553809523809524,0.319,0.14800000000000002,0.41800000000000004,25.904761904761905,14.0
37,37.0,6643.0,4.0,523.2382380952381,438.6884285714285,0.8640000000000004,1.0,1.0,0.8640000000000004,1.0,1.0,0.8640000000000004,1.0,1.0,0.3141904761904762,0.23180952380952385,0.6046190476190476,0.33699999999999997,0.4000000000000001,0.6969999999999996,25.38095238095238,14.0
38,38.0,6648.0,8.0,823.7112857142856,714.994,0.8919999999999998,1.0,1.0,0.8919999999999998,1.0,1.0,0.8919999999999998,1.0,1.0,0.3424285714285714,0.47819047619047617,0.7912857142857144,0.535,0.8149999999999997,0.911,24.80952380952381,13.0
39,39.0,6645.0,16.0,1362.3645238095237,1235.310238095238,0.8069523809523806,0.8431904761904763,0.9080476190476192,0.7723809523809523,0.8627142857142855,0.9047619047619048,0.7761428571428569,0.8725238095238096,0.9073333333333332,0.7015714285714285,0.8343333333333336,0.8899523809523809,0.7740000000000004,0.876,0.9099999999999999,18.61904761904762,16.0
40,40.0,6640.0,32.0,2475.393380952381,2321.5053333333335,0.672047619047619,0.7534761904761904,0.8395238095238097,0.6662380952380954,0.7677142857142857,0.841047619047619,0.6769047619047621,0.776,0.8423333333333334,0.6757619047619048,0.7648095238095238,0.8432380952380951,0.6769999999999998,0.747,0.8450000000000001,30.047619047619047,28.0
41,41.0,6643.0,64.0,4773.694952380953,4457.954523809523,0.40238095238095234,0.360095238095238,0.5715238095238094,0.37952380952380943,0.3462857142857143,0.5683809523809524,0.44295238095238093,0.38352380952380954,0.5782857142857143,0.4168095238095238,0.30523809523809525,0.5645238095238094,0.404,0.23200000000000012,0.5389999999999999,34.142857142857146,26.0
42,42.0,7600.0,2.0,433.1151428571428,349.65733333333327,0.885,1.0,1.0,0.885,1.0,1.0,0.885,1.0,1.0,0.28085714285714286,0.08119047619047619,0.35271428571428576,0.303,0.13499999999999995,0.40500000000000014,26.571428571428573,16.0
43,43.0,7602.0,4.0,609.851904761905,514.7721904761905,0.8770000000000001,1.0,1.0,0.8770000000000001,1.0,1.0,0.8770000000000001,1.0,1.0,0.30242857142857144,0.22633333333333333,0.5995238095238095,0.32800000000000007,0.3520000000000001,0.6720000000000002,26.761904761904763,16.0
44,44.0,7598.0,8.0,957.072238095238,838.3146666666667,0.8729999999999999,1.0,1.0,0.8729999999999999,1.0,1.0,0.8729999999999999,1.0,1.0,0.32904761904761903,0.46204761904761904,0.7811904761904762,0.4719999999999997,0.7520000000000002,0.8909999999999999,27.333333333333332,14.0
45,45.0,7601.0,16.0,1601.3434285714281,1457.0623333333333,0.8475238095238092,0.8846190476190475,0.9583809523809524,0.8117142857142858,0.9441428571428571,0.9687142857142857,0.8160000000000003,0.9650476190476189,0.973047619047619,0.7574761904761904,0.9317619047619049,0.9568571428571427,0.8160000000000003,0.963,0.972,18.047619047619047,16.0
46,46.0,7602.0,32.0,2876.4214285714284,2650.797428571429,0.6587619047619048,0.6947619047619048,0.7890000000000001,0.6507142857142858,0.709952380952381,0.7871904761904763,0.6629047619047619,0.7170476190476189,0.7890476190476192,0.6570952380952381,0.7016190476190476,0.7923333333333333,0.6530000000000002,0.6500000000000001,0.7940000000000003,28.714285714285715,25.0
47,47.0,7596.0,64.0,5496.665285714286,5087.631619047619,0.4062380952380953,0.34890476190476194,0.548809523809524,0.37661904761904763,0.3286190476190476,0.543904761904762,0.4477142857142856,0.3733809523809523,0.5550952380952383,0.4118571428571428,0.293,0.5448095238095237,0.404,0.23899999999999993,0.5259999999999999,34.76190476190476,26.0
48,48.0,8560.0,2.0,484.17323809523805,392.030380952381,0.8789999999999998,1.0,1.0,0.8789999999999998,1.0,1.0,0.8789999999999998,1.0,1.0,0.27976190476190477,0.07633333333333334,0.34738095238095235,0.28500000000000003,0.12800000000000006,0.39799999999999996,28.142857142857142,17.0
49,49.0,8550.0,4.0,676.1106666666667,573.6711904761905,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.3055714285714286,0.21861904761904766,0.5953809523809525,0.33199999999999996,0.3739999999999999,0.6829999999999999,27.476190476190474,15.0
50,50.0,8536.0,8.0,1060.4379523809523,935.3280476190478,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.3383809523809524,0.4371428571428571,0.7734285714285715,0.33,0.6490000000000004,0.8599999999999998,28.428571428571427,16.0
51,51.0,8541.0,16.0,1783.625238095238,1617.2341904761904,0.8699999999999998,0.9840476190476194,0.9849999999999998,0.8678095238095237,0.9812857142857141,0.9839047619047617,0.8699999999999998,0.9849999999999998,0.9849999999999998,0.7863333333333334,0.941095238095238,0.9661428571428571,0.8699999999999998,0.9840000000000004,0.9849999999999998,18.523809523809526,16.0
52,52.0,8548.0,32.0,3227.9839523809533,2983.472857142857,0.6614285714285716,0.746095238095238,0.8340000000000002,0.6595714285714285,0.7674285714285716,0.8363809523809523,0.677666666666667,0.7870952380952383,0.8427619047619048,0.6621904761904764,0.7730476190476191,0.8394761904761904,0.6479999999999999,0.7259999999999996,0.8390000000000002,30.714285714285715,28.0
