"","UMAP_1","UMAP_2"
"Cell1",1.74670097451025,17.7425909020959
"Cell3",-3.29328039069361,5.13033962035758
"Cell4",12.5585047922593,4.83129119659049
"Cell5",-9.54036834616846,7.19803523803336
"Cell6",-1.57240369696802,3.91826510215385
"Cell7",0.940481873558101,-14.8460674307288
"Cell8",-11.5647213735122,-6.57891702865975
"Cell9",-10.3834650792617,5.90784930968864
"Cell10",-10.6039259709854,-5.31714439606088
"Cell11",-0.727380869581166,-15.7362298986854
"Cell12",12.8611180506211,6.22361087585075
"Cell13",-2.96165779013819,4.34039783263785
"Cell15",1.73022827725225,-2.52297878479379
"Cell16",-11.2058308400649,6.49382877135856
"Cell17",1.15610453705603,17.0246305444298
"Cell18",13.7147137842637,5.14383935714347
"Cell19",14.4023091516953,6.04257631087882
"Cell20",-3.63123753447718,4.72922229552848
"Cell21",13.5360123835068,5.19759464049918
"Cell22",0.889878483818111,-15.8207273504676
"Cell23",10.8733660898667,-9.51919937347787
"Cell24",1.72821352104956,-2.50419306969064
"Cell25",-0.538963256074849,-16.5058527014198
"Cell26",13.6888596735459,5.59074306274039
"Cell27",9.32805225472265,-8.82251072143929
"Cell28",-11.736270216896,-6.8805933020057
"Cell29",-1.40170362372583,4.40372967506034
"Cell30",-9.99266746421045,7.63297748351676
"Cell31",13.8761870584946,6.50777292037589
"Cell32",0.918303938911495,-16.185227396244
"Cell33",2.61291715721899,-2.11099314903634
"Cell34",2.89955970864111,-3.51617765640633
"Cell35",13.365084382103,5.77843951964957
"Cell36",2.29113981346899,-2.19759631370919
"Cell37",-9.75824382682032,6.91416597152335
"Cell38",2.63442036728674,-1.75836086487191
"Cell39",-1.58684459109491,4.30677366042716
"Cell40",13.2309462748032,6.33538770461661
"Cell42",14.0414674005967,5.49575710082633
"Cell43",-10.5451538838882,-5.60981273865121
"Cell44",2.23063609223181,17.2941293695031
"Cell45",-10.7238076009292,7.16214227462394
"Cell46",13.4975716791611,6.02747773910148
"Cell47",10.9337622843247,-9.06156158661263
"Cell48",1.83706614594274,17.9559030511437
"Cell50",10.8376195154648,-8.98682594513314
"Cell52",9.18439933876806,-9.2926969549598
"Cell53",2.94061300377661,16.7523679711877
"Cell54",-10.6672871388931,5.89354038024528
"Cell55",2.37139293770605,16.1790323236047
"Cell56",-0.117361960603657,-15.235559465641
"Cell57",-9.97747161765284,-7.04097795700448
"Cell59",2.85053512673193,-2.42499876236337
"Cell60",11.1977069101792,-8.90130901550668
"Cell61",-11.5940172948379,-5.9247131369056
"Cell62",13.8250004969102,4.84201192641837
"Cell63",-11.5501482762832,6.83648872161491
"Cell64",-3.09866097350306,3.53482556129081
"Cell65",2.4515115938645,-3.2165308020057
"Cell66",0.905245514915523,-15.4332246801795
"Cell67",-10.2561323918838,6.89848232055289
"Cell68",13.3867203913193,4.81075429702384
"Cell70",-9.81855991263575,-6.21549558853524
"Cell71",12.7401187143784,5.12193727279288
"Cell72",0.511046680019435,-16.907561304325
"Cell73",-9.6811468877334,7.30799340987785
"Cell74",9.18193218331152,-8.20374965881722
"Cell75",-1.75297704119867,4.62794089103324
"Cell76",10.6825263224106,-8.87072944855111
"Cell77",2.22372409920507,17.5832281091271
"Cell79",-0.449779612614575,-15.168321611637
"Cell80",-0.326816817416611,-14.8041372320594
"Cell81",10.3498437128525,-8.87454414581673
"Cell82",-11.6541483678359,7.17030143523795
"Cell83",-10.3221199788589,-7.883581163639
"Cell84",-2.36858513732142,4.72938442016227
"Cell85",-0.211691150112811,-16.2129907629432
"Cell86",1.24887928585821,16.5745611169396
"Cell87",-10.0606930531997,-7.59668541168588
"Cell88",-11.4022162236709,7.63748550201041
"Cell89",10.142241211937,-8.84037780975716
"Cell90",13.358173104332,6.13170146728141
"Cell91",-11.9068091191787,7.3819365480004
"Cell92",1.50577315907293,18.13782787109
"Cell93",10.7796046457749,-9.89348888611215
"Cell94",0.681473167942104,16.8999567010461
"Cell95",-11.0981724538345,-7.50167083954232
"Cell96",13.0150010309678,6.80374574447257
"Cell97",1.84939524750524,16.3948621728478
"Cell99",0.106083782718715,-16.1540403387489
"Cell100",2.18664309601599,16.8950395562707
"Cell101",1.05745181660467,16.7790594079552
"Cell102",-10.3489926137466,-6.37644481872933
"Cell103",2.57641622643286,-3.24909377312081
"Cell104",0.0491571150284381,-15.9089593908729
"Cell105",-10.0363686360855,6.88972091460807
"Cell106",-1.71755984206385,4.93163871551139
"Cell107",-0.0083207615155606,-15.2994632742347
"Cell108",-2.07151594538874,5.01975822234733
"Cell109",-3.07059433837122,4.8697557427941
"Cell110",1.94638487915808,-1.76185560440438
"Cell111",-2.89703705687708,4.81730270171744
"Cell112",-2.82184865851587,4.74062061095817
"Cell113",12.6995446405869,4.90053033614738
"Cell114",1.48650977234655,-3.62579536651986
"Cell115",0.784157486961422,17.3497247674523
"Cell117",-3.81695559401697,4.15495228553397
"Cell118",-2.132301715805,3.51551437163932
"Cell119",-10.8581497945327,7.11731576705558
"Cell120",-11.5733902730483,7.3590831735192
"Cell121",0.865274997757015,-15.3833589575233
"Cell122",-11.3962061681289,7.25814676070792
"Cell123",-2.41870000739283,4.65154361510856
"Cell124",9.52209922890478,-9.02521896576302
"Cell125",-11.3384707250137,-7.11558294510262
"Cell126",1.95982787232214,16.8398313500939
"Cell127",-10.4849655904312,-7.15000009750741
"Cell128",1.10135480980688,-15.1129322073402
"Cell129",10.5087105951768,-8.03362751221078
"Cell130",2.51082226853186,16.4587841012536
"Cell131",1.52160951714331,15.7227754571496
"Cell132",2.64241954903418,16.882815358883
"Cell133",-2.59598901648706,3.33350753570182
"Cell134",1.37954244236761,17.4234533288537
"Cell135",9.74957630257421,-9.28780079101937
"Cell136",1.60771808247381,17.9910364129601
"Cell137",1.50421115975195,16.8836812951623
"Cell138",0.920249792144832,-2.35753846382516
"Cell139",0.995786996887264,-15.2276268026771
"Cell140",-2.21873357672876,4.15850353026969
"Cell141",13.2538516245347,6.21583556914909
"Cell142",-0.0315604784030347,-16.4259748480262
"Cell144",2.7825720034104,-2.6359746477546
"Cell145",-2.79249432463831,3.41799711967094
"Cell146",-0.728859034969273,-16.2680196783485
"Cell147",-3.14483645339197,3.36973833823783
"Cell148",1.12771043400579,16.5176553704797
"Cell149",1.22126135449224,16.3244008996545
"Cell150",0.368563564823207,-15.1070470831336
"Cell151",-10.8520205297012,-6.29037285065072
"Cell152",1.14493879895025,17.603985784298
"Cell153",9.14684745888525,-8.4324674627723
"Cell154",13.6726519785386,4.92470550323112
"Cell155",2.19886538605505,-3.62687731003182
"Cell156",-2.69965770621485,3.88948106551749
"Cell157",-3.32560232062525,3.97618555808646
"Cell158",12.8673722467881,5.56488609099967
"Cell159",2.64510223488623,-3.53055143570321
"Cell160",-11.1211941518325,-6.32185983871835
"Cell161",-9.91330554862208,-7.01337862228768
