,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,287.473,220.848,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.348,0.185,0.450,0.366,0.313,0.535,11,7
1,953,4,381.324,321.804,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.358,0.450,0.722,0.462,0.748,0.854,12,7
2,953,8,581.344,510.126,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,940.874,873.911,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,1679.317,1590.689,0.554,0.623,0.746,0.539,0.619,0.744,0.545,0.617,0.742,0.525,0.513,0.731,0.482,0.409,0.704,20,17
5,951,64,3158.655,3044.914,0.332,0.150,0.514,0.288,0.148,0.514,0.367,0.161,0.525,0.352,0.100,0.382,0.352,0.059,0.289,15,8
6,1892,2,484.602,392.008,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.315,0.117,0.388,0.318,0.241,0.487,19,9
7,1896,4,674.929,581.024,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.328,0.352,0.668,0.333,0.578,0.782,17,9
8,1895,8,941.379,794.538,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.421,0.706,0.876,0.898,1.000,1.000,15,8
9,1898,16,1482.411,1392.909,0.813,0.914,0.956,0.838,0.964,0.971,0.838,0.964,0.971,0.836,0.961,0.972,0.851,0.926,0.967,16,15
10,1900,32,2681.363,2579.897,0.575,0.626,0.743,0.589,0.645,0.755,0.584,0.640,0.748,0.585,0.568,0.749,0.584,0.547,0.746,22,21
11,1902,64,5117.239,4960.812,0.353,0.251,0.522,0.313,0.226,0.512,0.398,0.272,0.530,0.390,0.179,0.469,0.354,0.137,0.430,21,16
12,2836,2,563.253,468.148,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.298,0.118,0.391,0.302,0.203,0.458,18,11
13,2841,4,806.085,713.561,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.340,0.337,0.663,0.343,0.457,0.724,17,12
14,2843,8,1293.938,1170.708,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.372,0.567,0.825,0.876,1.000,1.000,20,8
15,2841,16,2225.973,2100.687,0.848,0.920,0.959,0.849,0.971,0.974,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,3970.813,3812.844,0.598,0.650,0.757,0.571,0.643,0.754,0.597,0.656,0.758,0.580,0.596,0.755,0.578,0.550,0.745,25,22
17,2845,64,7579.693,7375.765,0.354,0.287,0.515,0.346,0.284,0.508,0.405,0.289,0.515,0.384,0.203,0.480,0.347,0.157,0.453,25,19
18,3792,2,737.806,616.579,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.272,0.106,0.377,0.311,0.197,0.454,21,11
19,3798,4,1062.503,928.428,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.313,0.276,0.631,0.331,0.451,0.723,21,12
20,3788,8,1698.340,1548.408,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.365,0.527,0.810,0.820,0.974,0.984,22,9
21,3783,16,2887.923,2731.129,0.850,0.910,0.958,0.828,0.965,0.970,0.828,0.964,0.970,0.828,0.964,0.969,0.828,0.966,0.971,16,16
22,3791,32,5276.228,5089.925,0.617,0.728,0.835,0.639,0.757,0.838,0.662,0.777,0.845,0.647,0.754,0.844,0.635,0.683,0.832,30,25
23,3792,64,10099.031,9845.935,0.295,0.207,0.495,0.358,0.295,0.529,0.423,0.330,0.538,0.393,0.249,0.522,0.388,0.194,0.494,30,21
24,4739,2,907.207,768.655,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.276,0.099,0.371,0.311,0.176,0.441,22,12
25,4742,4,1333.025,1147.153,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.303,0.265,0.621,0.331,0.426,0.709,23,13
