,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,255.470,193.435,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.325,0.173,0.439,0.366,0.313,0.535,12,7
1,953,4,335.089,275.892,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.350,0.486,0.739,0.462,0.748,0.854,11,7
2,953,8,510.216,439.854,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,836.292,762.696,0.826,0.925,0.962,0.843,0.974,0.978,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,1481.240,1378.123,0.558,0.618,0.745,0.537,0.620,0.749,0.554,0.622,0.744,0.530,0.516,0.733,0.482,0.409,0.704,20,17
5,951,64,2787.153,2609.311,0.328,0.154,0.518,0.281,0.152,0.511,0.373,0.167,0.523,0.353,0.101,0.382,0.352,0.059,0.289,15,8
6,1892,2,433.400,346.268,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.308,0.133,0.401,0.318,0.241,0.487,17,9
7,1896,4,593.733,509.982,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.330,0.351,0.672,0.333,0.578,0.782,16,9
8,1895,8,933.108,837.187,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.428,0.699,0.875,0.898,1.000,1.000,15,8
9,1898,16,1585.337,1448.315,0.837,0.964,0.972,0.823,0.913,0.960,0.838,0.964,0.971,0.837,0.961,0.970,0.851,0.926,0.967,16,15
10,1900,32,2801.593,2562.202,0.599,0.653,0.755,0.576,0.641,0.753,0.595,0.665,0.761,0.585,0.568,0.749,0.584,0.547,0.746,22,21
11,1902,64,5210.103,4907.915,0.360,0.258,0.520,0.345,0.252,0.525,0.392,0.270,0.529,0.387,0.186,0.469,0.354,0.137,0.430,22,16
12,2836,2,568.444,471.813,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.306,0.113,0.385,0.302,0.203,0.458,19,11
13,2841,4,818.892,708.607,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.317,0.318,0.653,0.343,0.457,0.724,18,12
14,2843,8,1307.047,1170.225,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.370,0.564,0.825,0.876,1.000,1.000,20,8
15,2841,16,2230.890,2106.367,0.848,0.922,0.959,0.849,0.971,0.974,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,4043.535,3774.532,0.589,0.610,0.748,0.593,0.651,0.755,0.592,0.644,0.752,0.591,0.590,0.755,0.578,0.550,0.745,25,22
17,2845,64,7760.179,7288.606,0.350,0.264,0.510,0.332,0.264,0.507,0.416,0.310,0.519,0.402,0.203,0.479,0.347,0.157,0.453,25,19
18,3792,2,745.748,619.316,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.301,0.116,0.387,0.311,0.197,0.454,19,11
19,3798,4,1064.285,926.789,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.317,0.289,0.638,0.331,0.451,0.723,20,12
20,3788,8,1713.148,1536.482,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.359,0.493,0.797,0.820,0.974,0.984,24,9
21,3783,16,2941.314,2720.898,0.850,0.910,0.958,0.828,0.964,0.970,0.828,0.964,0.970,0.828,0.965,0.970,0.828,0.966,0.971,16,16
22,3791,32,5394.304,5029.174,0.623,0.687,0.820,0.640,0.760,0.838,0.662,0.771,0.842,0.648,0.752,0.843,0.635,0.683,0.832,30,25
23,3792,64,10300.303,9728.843,0.208,0.146,0.479,0.378,0.312,0.533,0.427,0.333,0.543,0.412,0.244,0.518,0.388,0.194,0.494,28,21
24,4739,2,916.181,775.485,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.295,0.096,0.369,0.311,0.176,0.441,22,12
25,4742,4,1341.475,1152.755,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.309,0.254,0.618,0.331,0.426,0.709,23,13
26,4744,8,2139.269,1930.242,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.361,0.486,0.792,0.532,0.809,0.910,25,13
27,4744,16,3679.966,3385.048,0.840,0.916,0.967,0.807,0.899,0.957,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.975,0.979,16,16
28,4746,32,6727.052,6287.285,0.670,0.735,0.830,0.654,0.760,0.834,0.661,0.774,0.840,0.678,0.750,0.840,0.651,0.689,0.831,28,25
29,4740,64,12854.387,12086.322,0.387,0.336,0.550,0.358,0.319,0.539,0.433,0.368,0.557,0.406,0.282,0.539,0.360,0.199,0.501,32,22
30,5697,2,1091.869,924.782,0.870,1.000,1.000,0.870,1.000,1.000,0.870,1.000,1.000,0.281,0.095,0.367,0.312,0.148,0.419,23,14
31,5687,4,1584.796,1392.075,0.887,1.000,1.000,0.887,1.000,1.000,0.887,1.000,1.000,0.315,0.228,0.601,0.321,0.411,0.699,26,14
32,5690,8,2573.025,2330.779,0.889,1.000,1.000,0.889,1.000,1.000,0.889,1.000,1.000,0.334,0.502,0.798,0.530,0.807,0.909,24,13
33,5682,16,4388.997,4068.045,0.818,0.782,0.925,0.811,0.945,0.957,0.810,0.945,0.957,0.769,0.926,0.948,0.808,0.945,0.956,17,16
34,5691,32,7996.102,7499.868,0.632,0.722,0.815,0.629,0.737,0.815,0.637,0.744,0.818,0.624,0.742,0.821,0.613,0.662,0.807,30,25
35,5691,64,15326.313,14828.944,0.418,0.357,0.568,0.378,0.336,0.561,0.453,0.384,0.575,0.424,0.289,0.557,0.429,0.260,0.541,32,27
36,6653,2,1390.792,1170.629,0.880,1.000,1.000,0.880,1.000,1.000,0.880,1.000,1.000,0.284,0.083,0.353,0.319,0.148,0.418,27,14
37,6643,4,1997.742,1752.450,0.864,1.000,1.000,0.864,1.000,1.000,0.864,1.000,1.000,0.314,0.241,0.611,0.337,0.400,0.697,24,14
38,6648,8,3197.459,2887.896,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.344,0.478,0.791,0.535,0.815,0.911,25,13
