,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,206.310,162.297,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.339,0.185,0.450,0.366,0.313,0.535,11,7
1,953,4,279.368,230.724,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.376,0.424,0.708,0.462,0.748,0.854,13,7
2,953,8,420.993,366.741,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,699.748,631.908,0.818,0.788,0.933,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,1249.778,1148.085,0.530,0.619,0.749,0.536,0.610,0.739,0.547,0.625,0.745,0.525,0.515,0.733,0.482,0.409,0.704,20,17
5,951,64,2343.747,2169.449,0.335,0.147,0.513,0.295,0.149,0.513,0.358,0.154,0.522,0.351,0.100,0.382,0.352,0.059,0.289,15,8
6,1892,2,355.953,290.840,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.319,0.128,0.398,0.318,0.241,0.487,17,9
7,1896,4,494.678,422.262,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.325,0.331,0.662,0.333,0.578,0.782,17,9
8,1895,8,781.189,700.347,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.414,0.691,0.868,0.898,1.000,1.000,16,8
9,1898,16,1326.420,1213.092,0.867,0.842,0.950,0.838,0.964,0.971,0.838,0.963,0.971,0.837,0.961,0.970,0.851,0.926,0.967,16,15
10,1900,32,2423.574,2231.158,0.585,0.653,0.758,0.569,0.645,0.755,0.576,0.643,0.751,0.586,0.567,0.748,0.584,0.547,0.746,22,21
11,1902,64,4587.005,4290.500,0.327,0.238,0.518,0.346,0.270,0.526,0.397,0.277,0.530,0.387,0.183,0.466,0.354,0.137,0.430,22,16
12,2836,2,500.193,415.864,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.317,0.110,0.384,0.302,0.203,0.458,19,11
13,2841,4,722.866,616.035,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.312,0.318,0.654,0.343,0.457,0.724,18,12
14,2843,8,1145.964,1016.032,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.364,0.588,0.834,0.876,1.000,1.000,19,8
15,2841,16,1958.833,1808.873,0.846,0.921,0.958,0.849,0.970,0.974,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,3545.327,3299.084,0.588,0.627,0.747,0.589,0.653,0.754,0.600,0.657,0.757,0.590,0.597,0.755,0.578,0.550,0.745,26,22
17,2845,64,7006.944,6361.288,0.371,0.287,0.517,0.345,0.283,0.508,0.418,0.319,0.524,0.376,0.197,0.479,0.347,0.157,0.453,25,19
18,3792,2,653.623,544.856,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.292,0.116,0.386,0.311,0.197,0.454,19,11
19,3798,4,942.058,812.137,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.298,0.274,0.630,0.331,0.451,0.723,21,12
20,3788,8,1503.445,1356.116,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.348,0.519,0.805,0.820,0.974,0.984,23,9
21,3783,16,2598.895,2401.271,0.850,0.911,0.959,0.828,0.964,0.970,0.828,0.964,0.970,0.828,0.965,0.970,0.828,0.966,0.971,16,16
22,3791,32,4727.777,4429.448,0.627,0.710,0.828,0.645,0.757,0.837,0.663,0.770,0.843,0.650,0.771,0.845,0.635,0.683,0.832,31,25
23,3792,64,10111.625,12967.604,0.287,0.183,0.498,0.362,0.302,0.530,0.423,0.335,0.541,0.398,0.243,0.517,0.388,0.194,0.494,29,21
24,4739,2,1325.156,1120.134,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.289,0.101,0.374,0.311,0.176,0.441,21,12
25,4742,4,1899.535,1649.169,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.320,0.262,0.623,0.331,0.426,0.709,22,13
26,4744,8,2972.311,2689.843,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.356,0.490,0.793,0.532,0.809,0.910,25,13
27,4744,16,5014.410,4587.190,0.841,0.915,0.967,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.975,0.979,16,16
28,4746,32,9123.349,8412.949,0.674,0.778,0.844,0.640,0.757,0.833,0.668,0.777,0.840,0.680,0.751,0.840,0.651,0.689,0.831,28,25
29,4740,64,17187.865,16219.897,0.398,0.348,0.548,0.383,0.327,0.548,0.437,0.365,0.554,0.408,0.287,0.541,0.360,0.199,0.501,32,22
30,5697,2,1590.183,1330.596,0.870,1.000,1.000,0.870,1.000,1.000,0.870,1.000,1.000,0.296,0.094,0.366,0.312,0.148,0.419,23,14
31,5687,4,2252.414,1951.865,0.887,1.000,1.000,0.887,1.000,1.000,0.887,1.000,1.000,0.302,0.232,0.603,0.321,0.411,0.699,26,14
32,5690,8,3587.236,3200.282,0.889,1.000,1.000,0.889,1.000,1.000,0.889,1.000,1.000,0.340,0.463,0.785,0.530,0.807,0.909,26,13
33,5682,16,5983.748,5518.465,0.819,0.779,0.923,0.810,0.945,0.957,0.810,0.945,0.957,0.769,0.925,0.947,0.808,0.945,0.956,17,16
34,5691,32,10851.402,10080.471,0.632,0.717,0.813,0.632,0.745,0.817,0.640,0.752,0.821,0.621,0.738,0.819,0.613,0.662,0.807,30,25
35,5691,64,20752.201,19423.891,0.407,0.366,0.567,0.375,0.327,0.558,0.445,0.375,0.574,0.422,0.291,0.555,0.429,0.260,0.541,32,27
36,6653,2,1847.348,1556.150,0.880,1.000,1.000,0.880,1.000,1.000,0.880,1.000,1.000,0.278,0.082,0.354,0.319,0.148,0.418,26,14
37,6643,4,2624.492,2293.495,0.864,1.000,1.000,0.864,1.000,1.000,0.864,1.000,1.000,0.319,0.237,0.610,0.337,0.400,0.697,24,14
