,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,252.536,197.381,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.328,0.170,0.438,0.366,0.313,0.535,12,7
1,953,4,339.544,282.629,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.357,0.440,0.720,0.462,0.748,0.854,12,7
2,953,8,522.977,453.726,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,860.196,782.812,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,1551.379,1426.579,0.568,0.624,0.745,0.550,0.621,0.747,0.553,0.627,0.745,0.530,0.516,0.733,0.482,0.409,0.704,20,17
5,951,64,2922.116,2712.797,0.314,0.152,0.518,0.304,0.130,0.502,0.366,0.157,0.521,0.341,0.107,0.393,0.352,0.059,0.289,16,8
6,1892,2,439.348,356.961,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.315,0.134,0.405,0.318,0.241,0.487,16,9
7,1896,4,613.321,524.398,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.341,0.355,0.674,0.333,0.578,0.782,16,9
8,1895,8,966.599,857.175,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.435,0.681,0.866,0.898,1.000,1.000,16,8
9,1898,16,1642.681,1507.908,0.867,0.840,0.949,0.838,0.964,0.971,0.838,0.964,0.971,0.836,0.961,0.972,0.851,0.926,0.967,16,15
10,1900,32,3004.662,2783.702,0.596,0.631,0.752,0.576,0.651,0.756,0.591,0.664,0.757,0.586,0.567,0.749,0.584,0.547,0.746,22,21
11,1902,64,5700.005,5336.378,0.353,0.260,0.525,0.334,0.253,0.521,0.410,0.276,0.532,0.380,0.180,0.463,0.354,0.137,0.430,22,16
12,2836,2,623.659,514.773,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.316,0.118,0.390,0.302,0.203,0.458,18,11
13,2841,4,895.561,769.697,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.321,0.327,0.661,0.343,0.457,0.724,17,12
14,2843,8,1363.814,1009.024,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.374,0.564,0.825,0.876,1.000,1.000,20,8
15,2841,16,1974.460,1800.830,0.848,0.921,0.959,0.849,0.971,0.974,0.849,0.971,0.974,0.848,0.972,0.975,0.848,0.971,0.974,16,16
16,2839,32,3552.017,3306.979,0.587,0.635,0.753,0.568,0.649,0.757,0.593,0.659,0.759,0.576,0.588,0.753,0.578,0.550,0.745,24,22
17,2845,64,6778.248,6359.967,0.374,0.283,0.508,0.344,0.283,0.506,0.413,0.307,0.520,0.402,0.222,0.487,0.347,0.157,0.453,27,19
18,3792,2,656.557,546.914,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.297,0.105,0.378,0.311,0.197,0.454,20,11
19,3798,4,941.942,814.153,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.307,0.267,0.625,0.331,0.451,0.723,22,12
20,3788,8,1509.342,1359.402,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.365,0.531,0.811,0.820,0.974,0.984,22,9
21,3783,16,2589.954,2372.395,0.850,0.911,0.959,0.814,0.895,0.951,0.828,0.964,0.970,0.828,0.964,0.969,0.828,0.966,0.971,16,16
