,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,254.793,201.512,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.323,0.171,0.439,0.366,0.313,0.535,12,7
1,953,4,335.479,282.837,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.378,0.423,0.708,0.462,0.748,0.854,13,7
2,953,8,519.587,452.409,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,849.464,774.753,0.818,0.788,0.932,0.786,0.906,0.956,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,1508.428,1405.056,0.553,0.625,0.744,0.548,0.612,0.742,0.555,0.620,0.743,0.527,0.513,0.730,0.482,0.409,0.704,20,17
5,951,64,2843.295,2648.020,0.337,0.163,0.519,0.302,0.152,0.515,0.371,0.149,0.519,0.345,0.106,0.393,0.352,0.059,0.289,16,8
6,1892,2,440.843,356.374,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.310,0.131,0.401,0.318,0.241,0.487,17,9
7,1896,4,606.835,520.818,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.317,0.368,0.678,0.333,0.578,0.782,16,9
8,1895,8,952.622,847.514,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.426,0.683,0.866,0.898,1.000,1.000,16,8
9,1898,16,1617.954,1474.756,0.866,0.840,0.948,0.838,0.964,0.971,0.838,0.964,0.971,0.835,0.960,0.972,0.851,0.926,0.967,16,15
10,1900,32,2916.500,2706.614,0.592,0.649,0.756,0.583,0.650,0.749,0.592,0.652,0.752,0.580,0.564,0.749,0.584,0.547,0.746,22,21
11,1902,64,5524.213,5178.114,0.356,0.264,0.526,0.329,0.241,0.514,0.391,0.275,0.531,0.383,0.179,0.461,0.354,0.137,0.430,21,16
12,2836,2,614.949,511.041,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.310,0.117,0.390,0.302,0.203,0.458,18,11
13,2841,4,881.574,765.053,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.321,0.313,0.652,0.343,0.457,0.724,18,12
14,2843,8,1405.128,1258.897,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.357,0.589,0.834,0.876,1.000,1.000,19,8
