,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,90.316,50.387,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.338,0.185,0.450,0.366,0.313,0.535,11,7
1,953,4,99.336,62.423,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.358,0.448,0.721,0.462,0.748,0.854,12,7
2,953,8,122.707,87.147,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,167.762,135.965,0.818,0.788,0.933,0.794,0.912,0.956,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,268.619,230.560,0.533,0.608,0.743,0.550,0.623,0.743,0.549,0.621,0.749,0.528,0.515,0.732,0.482,0.409,0.704,20,17
5,951,64,472.837,419.814,0.333,0.138,0.510,0.313,0.155,0.514,0.375,0.160,0.519,0.341,0.106,0.394,0.352,0.059,0.289,16,8
6,1892,2,117.649,72.943,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.326,0.135,0.405,0.318,0.241,0.487,16,9
7,1896,4,136.881,97.603,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.321,0.328,0.661,0.333,0.578,0.782,17,9
8,1895,8,183.258,146.326,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.407,0.711,0.877,0.898,1.000,1.000,15,8
9,1898,16,279.088,240.294,0.824,0.955,0.965,0.838,0.964,0.971,0.838,0.963,0.971,0.837,0.961,0.970,0.851,0.926,0.967,16,15
10,1900,32,474.695,423.980,0.577,0.645,0.752,0.562,0.629,0.747,0.592,0.651,0.754,0.582,0.563,0.750,0.584,0.547,0.746,22,21
11,1902,64,874.211,794.816,0.351,0.251,0.518,0.336,0.245,0.517,0.397,0.270,0.533,0.369,0.171,0.462,0.354,0.137,0.430,21,16
12,2836,2,138.052,96.298,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.314,0.110,0.384,0.302,0.203,0.458,19,11
