,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,95.557,53.077,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.333,0.171,0.439,0.366,0.313,0.535,12,7
1,953,4,103.706,66.312,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.374,0.428,0.709,0.462,0.748,0.854,13,7
2,953,8,127.492,94.324,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,181.167,145.189,0.843,0.974,0.979,0.789,0.903,0.956,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,289.695,248.521,0.538,0.611,0.744,0.533,0.604,0.742,0.547,0.619,0.745,0.524,0.512,0.731,0.482,0.409,0.704,20,17
5,951,64,512.061,451.688,0.317,0.140,0.516,0.309,0.176,0.515,0.372,0.138,0.518,0.352,0.101,0.383,0.352,0.059,0.289,15,8
6,1892,2,123.584,77.105,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.318,0.138,0.407,0.318,0.241,0.487,16,9
7,1896,4,143.204,105.829,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.305,0.358,0.670,0.333,0.578,0.782,17,9
8,1895,8,197.213,156.590,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.408,0.705,0.876,0.898,1.000,1.000,15,8
9,1898,16,300.997,258.674,0.838,0.965,0.972,0.838,0.964,0.971,0.838,0.964,0.971,0.835,0.960,0.972,0.851,0.926,0.967,16,15
10,1900,32,514.088,456.757,0.581,0.638,0.755,0.578,0.647,0.754,0.584,0.657,0.755,0.580,0.563,0.751,0.584,0.547,0.746,22,21
11,1902,64,941.183,866.387,0.351,0.243,0.520,0.327,0.249,0.520,0.399,0.273,0.532,0.395,0.196,0.469,0.354,0.137,0.430,23,16
12,2836,2,147.586,104.559,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.321,0.106,0.379,0.302,0.203,0.458,20,11
13,2841,4,189.604,144.842,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.339,0.299,0.644,0.343,0.457,0.724,19,12
14,2843,8,267.908,223.730,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.372,0.561,0.824,0.876,1.000,1.000,20,8
15,2841,16,423.482,372.312,0.848,0.923,0.960,0.849,0.971,0.974,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,740.905,663.724,0.494,0.419,0.693,0.562,0.628,0.749,0.592,0.643,0.752,0.578,0.578,0.753,0.578,0.550,0.745,24,22
17,2845,64,1395.416,1262.289,0.380,0.302,0.516,0.322,0.257,0.500,0.415,0.316,0.524,0.397,0.208,0.482,0.347,0.157,0.453,26,19
18,3792,2,178.755,130.627,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.274,0.100,0.372,0.311,0.197,0.454,22,11
19,3798,4,235.444,181.562,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.331,0.279,0.632,0.331,0.451,0.723,21,12
20,3788,8,343.118,290.186,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.359,0.516,0.805,0.820,0.974,0.984,23,9
21,3783,16,547.939,483.888,0.850,0.911,0.959,0.826,0.898,0.953,0.828,0.964,0.970,0.828,0.965,0.970,0.828,0.966,0.971,16,16
22,3791,32,969.839,870.962,0.645,0.757,0.839,0.655,0.752,0.839,0.661,0.777,0.845,0.637,0.752,0.842,0.635,0.683,0.832,30,25
23,3792,64,1806.828,1675.955,0.321,0.230,0.503,0.366,0.306,0.533,0.426,0.340,0.544,0.395,0.247,0.521,0.388,0.194,0.494,30,21
24,4739,2,209.335,157.461,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.289,0.097,0.370,0.311,0.176,0.441,22,12
25,4742,4,280.684,223.575,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.310,0.259,0.619,0.331,0.426,0.709,23,13
