,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,77.665,43.069,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.333,0.172,0.439,0.366,0.313,0.535,12,7
1,953,4,82.057,55.823,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.376,0.425,0.708,0.462,0.748,0.854,13,7
2,953,8,109.044,74.650,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,150.995,118.424,0.818,0.788,0.933,0.843,0.974,0.978,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,240.259,202.472,0.520,0.604,0.741,0.524,0.599,0.743,0.551,0.620,0.744,0.525,0.515,0.733,0.482,0.409,0.704,20,17
5,951,64,416.289,375.324,0.316,0.147,0.510,0.285,0.168,0.515,0.362,0.166,0.521,0.350,0.101,0.384,0.352,0.059,0.289,15,8
6,1892,2,102.222,62.671,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.312,0.133,0.404,0.318,0.241,0.487,16,9
7,1896,4,120.054,88.835,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.346,0.354,0.673,0.333,0.578,0.782,16,9
8,1895,8,161.064,132.304,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.427,0.688,0.867,0.898,1.000,1.000,16,8
9,1898,16,246.093,211.361,0.867,0.840,0.949,0.777,0.891,0.944,0.838,0.964,0.971,0.837,0.961,0.970,0.851,0.926,0.967,16,15
10,1900,32,420.800,371.342,0.485,0.448,0.703,0.574,0.634,0.747,0.594,0.652,0.753,0.583,0.567,0.749,0.584,0.547,0.746,22,21
11,1902,64,755.351,681.105,0.367,0.255,0.524,0.336,0.242,0.516,0.402,0.271,0.530,0.388,0.185,0.468,0.354,0.137,0.430,22,16
12,2836,2,120.105,79.773,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.288,0.106,0.379,0.302,0.203,0.458,20,11
13,2841,4,149.451,113.061,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.333,0.314,0.653,0.343,0.457,0.724,18,12
14,2843,8,211.446,173.677,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.370,0.564,0.825,0.876,1.000,1.000,20,8
15,2841,16,334.489,294.940,0.847,0.921,0.958,0.817,0.907,0.954,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,581.559,523.932,0.589,0.637,0.753,0.564,0.626,0.747,0.580,0.642,0.755,0.573,0.572,0.752,0.578,0.550,0.745,24,22
17,2845,64,1077.340,993.217,0.382,0.304,0.516,0.337,0.276,0.508,0.422,0.321,0.522,0.399,0.209,0.483,0.347,0.157,0.453,26,19
18,3792,2,139.279,102.362,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.281,0.097,0.370,0.311,0.197,0.454,22,11
19,3798,4,185.801,143.920,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.313,0.277,0.631,0.331,0.451,0.723,21,12
20,3788,8,271.378,224.935,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.367,0.511,0.804,0.820,0.974,0.984,23,9
21,3783,16,430.584,383.176,0.850,0.910,0.958,0.828,0.965,0.970,0.828,0.964,0.970,0.825,0.964,0.969,0.828,0.966,0.971,16,16
22,3791,32,758.930,691.876,0.637,0.756,0.839,0.655,0.762,0.839,0.662,0.777,0.845,0.651,0.772,0.846,0.635,0.683,0.832,31,25
23,3792,64,1413.241,1304.743,0.368,0.282,0.527,0.366,0.302,0.533,0.430,0.329,0.541,0.400,0.255,0.523,0.388,0.194,0.494,30,21
24,4739,2,162.810,121.198,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.282,0.106,0.379,0.311,0.176,0.441,20,12
25,4742,4,220.097,175.930,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.302,0.250,0.614,0.331,0.426,0.709,24,13
26,4744,8,326.771,277.854,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.353,0.481,0.789,0.532,0.809,0.910,26,13
27,4744,16,538.285,469.306,0.842,0.916,0.967,0.851,0.976,0.980,0.851,0.976,0.980,0.815,0.956,0.971,0.851,0.975,0.979,17,16
28,4746,32,939.954,854.824,0.670,0.766,0.840,0.653,0.762,0.834,0.670,0.783,0.842,0.677,0.756,0.842,0.651,0.689,0.831,28,25
29,4740,64,1764.527,1629.370,0.397,0.345,0.545,0.366,0.324,0.544,0.432,0.361,0.554,0.407,0.284,0.538,0.360,0.199,0.501,32,22
30,5697,2,190.772,142.160,0.870,1.000,1.000,0.870,1.000,1.000,0.870,1.000,1.000,0.286,0.089,0.362,0.312,0.148,0.419,24,14
31,5687,4,256.063,207.073,0.887,1.000,1.000,0.887,1.000,1.000,0.887,1.000,1.000,0.309,0.254,0.615,0.321,0.411,0.699,24,14
32,5690,8,385.231,329.381,0.889,1.000,1.000,0.889,1.000,1.000,0.889,1.000,1.000,0.333,0.485,0.792,0.530,0.807,0.909,25,13
33,5682,16,629.751,580.325,0.810,0.946,0.957,0.810,0.946,0.957,0.810,0.945,0.957,0.770,0.927,0.948,0.808,0.945,0.956,17,16
34,5691,32,1162.961,1054.002,0.635,0.743,0.818,0.609,0.732,0.814,0.636,0.745,0.819,0.624,0.740,0.819,0.613,0.662,0.807,30,25
35,5691,64,2189.979,2016.945,0.398,0.335,0.561,0.374,0.322,0.563,0.454,0.376,0.571,0.417,0.282,0.554,0.429,0.260,0.541,32,27
36,6653,2,224.352,174.953,0.880,1.000,1.000,0.880,1.000,1.000,0.880,1.000,1.000,0.295,0.077,0.348,0.319,0.148,0.418,28,14
37,6643,4,307.726,243.680,0.864,1.000,1.000,0.864,1.000,1.000,0.864,1.000,1.000,0.306,0.231,0.603,0.337,0.400,0.697,26,14
38,6648,8,458.563,396.744,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.332,0.487,0.792,0.535,0.815,0.911,25,13
39,6645,16,752.828,674.444,0.782,0.851,0.901,0.777,0.875,0.909,0.776,0.872,0.907,0.698,0.836,0.888,0.774,0.876,0.910,19,16
40,6640,32,1344.089,1219.653,0.679,0.777,0.844,0.665,0.765,0.839,0.675,0.777,0.842,0.677,0.767,0.844,0.677,0.747,0.845,30,28
41,6643,64,2454.483,2322.108,0.413,0.371,0.574,0.387,0.343,0.566,0.449,0.389,0.580,0.407,0.287,0.556,0.404,0.232,0.539,32,26
42,7600,2,252.767,191.428,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.279,0.070,0.339,0.303,0.135,0.405,31,16
43,7602,4,340.383,277.318,0.877,1.000,1.000,0.877,1.000,1.000,0.877,1.000,1.000,0.305,0.221,0.597,0.328,0.352,0.672,27,16
44,7598,8,519.163,447.925,0.873,1.000,1.000,0.873,1.000,1.000,0.873,1.000,1.000,0.328,0.464,0.782,0.472,0.752,0.891,27,14
45,7601,16,864.733,769.680,0.849,0.866,0.952,0.816,0.965,0.973,0.816,0.965,0.973,0.792,0.949,0.965,0.816,0.963,0.972,17,16
46,7602,32,1533.917,1401.703,0.651,0.698,0.791,0.642,0.708,0.787,0.667,0.719,0.788,0.656,0.696,0.792,0.653,0.650,0.794,28,25
47,7596,64,2889.858,2662.295,0.402,0.343,0.544,0.379,0.336,0.546,0.444,0.370,0.556,0.409,0.303,0.549,0.404,0.239,0.526,37,26
48,8560,2,277.111,213.342,0.879,1.000,1.000,0.879,1.000,1.000,0.879,1.000,1.000,0.289,0.075,0.347,0.285,0.128,0.398,28,17
49,8550,4,380.786,308.118,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.284,0.230,0.600,0.332,0.374,0.683,27,15
50,8536,8,579.444,498.974,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.344,0.472,0.790,0.330,0.649,0.860,25,16
51,8541,16,952.185,856.271,0.870,0.984,0.985,0.870,0.985,0.985,0.870,0.985,0.985,0.770,0.935,0.963,0.870,0.984,0.985,19,16
52,8548,32,1719.446,1566.635,0.673,0.771,0.840,0.657,0.770,0.838,0.678,0.788,0.843,0.656,0.765,0.838,0.648,0.726,0.839,30,28
53,8540,64,3238.880,2993.726,0.410,0.355,0.568,0.397,0.344,0.558,0.448,0.378,0.572,0.428,0.312,0.569,0.429,0.256,0.558,34,27
54,9488,2,303.304,234.022,0.867,1.000,1.000,0.867,1.000,1.000,0.867,1.000,1.000,0.272,0.073,0.343,0.294,0.133,0.404,30,16
55,9500,4,417.195,342.405,0.879,1.000,1.000,0.879,1.000,1.000,0.879,1.000,1.000,0.314,0.215,0.595,0.305,0.339,0.660,27,18
56,9497,8,641.163,552.722,0.875,1.000,1.000,0.875,1.000,1.000,0.875,1.000,1.000,0.330,0.448,0.779,0.337,0.608,0.842,27,18
57,9498,16,1065.324,956.641,0.847,0.958,0.967,0.849,0.963,0.970,0.849,0.963,0.970,0.568,0.814,0.913,0.849,0.964,0.970,24,16
