ID	did	seurat_cluster	kmeans_cluster	labels
Cell1	1	9	30	32
Cell2	1	23	15	31
Cell3	1	11	6	13
Cell4	1	2	1	16
Cell5	1	21	4	26
Cell6	1	1	18	13
Cell7	1	2	1	8
Cell8	1	13	10	25
Cell9	1	19	27	29
Cell10	1	13	10	25
Cell11	1	2	18	8
Cell12	1	5	25	15
Cell13	1	23	15	13
Cell14	1	5	25	15
Cell15	1	15	7	5
Cell16	1	19	27	29
Cell17	1	9	30	32
Cell18	1	5	25	15
Cell19	1	22	8	17
Cell20	1	3	5	11
Cell21	1	5	25	15
Cell22	1	12	11	9
Cell23	1	7	26	18
Cell24	1	15	32	5
Cell25	1	12	11	9
Cell26	1	22	8	17
Cell27	1	7	26	18
Cell28	1	1	13	23
Cell29	1	3	5	11
Cell30	1	19	27	29
Cell31	1	14	20	15
Cell32	1	1	18	8
Cell33	1	15	7	5
Cell34	1	4	2	4
Cell35	1	18	21	14
Cell36	1	4	2	2
Cell37	1	6	9	28
Cell38	1	4	2	4
Cell39	1	3	5	11
Cell40	1	18	21	14
Cell41	1	14	20	27
Cell42	1	2	14	16
Cell43	1	25	23	24
Cell44	1	3	16	31
Cell45	1	21	4	26
Cell46	1	5	25	16
Cell47	1	2	1	21
Cell48	1	2	14	1
Cell49	1	14	20	27
Cell50	1	7	26	18
Cell51	1	1	13	23
Cell52	1	1	14	20
Cell53	1	23	15	31
Cell54	1	6	9	28
Cell55	1	16	12	30
Cell56	1	12	11	9
Cell57	1	1	13	23
Cell58	1	2	14	20
Cell59	1	11	6	4
Cell60	1	1	13	20
Cell61	1	13	10	25
Cell62	1	18	21	14
Cell63	1	21	4	26
Cell64	1	11	6	10
Cell65	1	4	2	4
Cell66	1	24	22	6
Cell67	1	6	9	28
Cell68	1	5	25	15
Cell69	1	8	31	3
Cell70	1	25	23	24
Cell71	1	2	14	16
Cell72	1	1	18	8
Cell73	1	6	9	28
Cell74	1	23	15	20
Cell75	1	6	15	13
Cell76	1	2	18	21
Cell77	1	16	12	30
Cell78	1	20	29	19
Cell79	1	1	17	8
Cell80	1	12	11	9
Cell81	1	2	1	20
Cell82	1	14	20	27
Cell83	1	10	3	22
Cell84	1	5	16	10
Cell85	1	12	11	9
Cell86	1	16	12	30
Cell87	1	25	23	24
Cell88	1	14	20	27
Cell89	1	20	29	19
Cell90	1	18	21	14
Cell91	1	21	4	26
Cell92	1	1	13	1
Cell93	1	2	24	20
Cell94	1	23	15	31
Cell95	1	25	23	24
Cell97	1	23	15	31
Cell98	1	20	29	21
Cell99	1	24	22	6
Cell100	1	2	1	31
Cell101	1	23	15	31
Cell102	1	10	3	22
Cell103	1	15	7	5
Cell104	1	17	28	7
Cell105	1	6	9	28
Cell106	1	3	5	11
Cell107	1	24	22	6
Cell108	1	4	2	13
Cell109	1	1	17	11
Cell110	1	4	2	4
Cell111	1	11	6	12
Cell112	1	3	16	10
Cell113	1	2	1	16
Cell114	1	8	31	3
Cell115	1	23	15	31
Cell116	1	10	3	22
Cell119	1	6	9	28
Cell120	1	6	9	28
Cell121	1	17	28	8
Cell122	1	6	9	28
Cell123	1	5	25	10
Cell124	1	7	26	18
Cell125	1	10	3	22
Cell126	1	3	24	1
Cell127	1	1	17	23
Cell128	1	17	28	7
Cell129	1	2	14	20
Cell130	1	1	18	1
Cell131	1	9	30	32
Cell132	1	16	12	30
Cell133	1	11	6	12
Cell134	1	6	9	1
Cell135	1	7	26	18
Cell136	1	16	12	30
Cell137	1	16	12	30
Cell138	1	4	2	2
Cell139	1	1	13	8
Cell140	1	17	28	13
Cell141	1	22	8	17
Cell142	1	17	28	7
Cell143	1	8	31	3
Cell144	1	6	9	2
Cell145	1	5	16	10
Cell146	1	2	1	8
Cell147	1	17	28	11
Cell148	1	16	19	30
Cell150	1	24	22	6
Cell151	1	13	10	25
Cell152	1	16	12	30
Cell153	1	3	24	21
Cell154	1	18	21	14
Cell156	1	3	16	10
Cell157	1	3	5	13
Cell158	1	22	8	17
Cell160	1	10	3	22
Cell161	1	10	3	22
Cell162	1	12	11	9
Cell163	1	11	6	12
Cell164	1	6	9	28
Cell165	1	5	25	15
Cell166	1	7	26	18
Cell167	1	1	13	8
Cell168	1	15	7	5
Cell169	1	20	29	19
Cell170	1	20	29	16
Cell171	1	1	13	23
Cell172	1	7	26	18
Cell173	1	12	11	9
Cell174	1	8	31	2
Cell175	1	18	21	14
Cell176	1	6	9	28
Cell177	1	11	6	10
Cell178	1	2	18	20
Cell179	1	5	16	10
Cell180	1	3	24	13
Cell181	1	6	9	28
Cell183	1	6	9	28
Cell184	1	15	7	5
Cell185	1	13	10	25
Cell186	1	13	10	25
Cell187	1	15	32	5
Cell188	1	8	31	3
Cell189	1	16	12	30
Cell190	1	17	28	7
Cell191	1	2	14	16
Cell192	1	14	20	27
Cell193	1	17	28	8
Cell194	1	6	9	28
Cell195	1	16	19	30
Cell196	1	9	30	32
Cell197	1	7	26	18
Cell198	1	10	3	22
Cell199	1	2	14	21
Cell200	1	24	22	6
Cell201	1	21	4	26
Cell202	1	11	6	12
Cell203	1	24	22	6
Cell204	1	1	17	8
Cell205	1	14	20	27
Cell206	1	18	21	14
Cell207	1	4	2	4
Cell208	1	12	11	9
Cell209	1	19	27	29
Cell210	1	25	23	24
Cell211	1	14	20	27
Cell212	1	18	21	14
Cell213	1	3	5	13
Cell215	1	3	5	11
Cell216	1	2	18	20
Cell217	1	1	13	23
Cell218	1	19	27	29
