ID	did	seurat_cluster	kmeans_cluster	labels
Cell1	1	4	2	1
Cell2	1	5	2	1
Cell3	1	2	1	2
Cell4	1	11	1	2
Cell5	1	15	2	1
Cell6	1	11	1	2
Cell7	1	2	1	2
Cell8	1	15	2	1
Cell9	1	1	2	1
Cell10	1	10	2	1
Cell11	1	2	1	2
Cell12	1	14	1	2
Cell13	1	13	1	2
Cell14	1	11	1	2
Cell15	1	9	1	2
Cell16	1	3	2	1
Cell17	1	4	2	1
Cell18	1	7	1	2
Cell19	1	12	1	2
Cell20	1	2	1	2
Cell21	1	7	1	2
Cell22	1	16	1	2
Cell23	1	5	2	1
Cell24	1	13	1	2
Cell25	1	8	1	2
Cell26	1	14	1	2
Cell27	1	5	2	1
Cell28	1	5	2	1
Cell29	1	13	1	2
Cell30	1	5	2	1
Cell31	1	11	1	2
Cell32	1	12	1	2
Cell33	1	13	1	2
Cell34	1	12	1	2
Cell35	1	9	1	2
Cell36	1	7	1	2
Cell37	1	4	2	1
Cell38	1	9	1	2
Cell39	1	7	1	2
Cell40	1	9	1	2
Cell41	1	3	2	1
Cell42	1	12	1	2
Cell43	1	10	2	1
Cell44	1	3	2	1
Cell45	1	3	2	1
Cell46	1	8	1	2
Cell47	1	5	2	1
Cell48	1	6	2	1
Cell49	1	3	2	1
Cell50	1	10	2	1
Cell51	1	4	2	1
Cell53	1	4	2	1
Cell54	1	6	2	1
Cell55	1	4	2	1
Cell56	1	9	1	2
Cell57	1	5	2	1
Cell58	1	4	2	1
Cell59	1	2	1	2
Cell60	1	3	2	1
Cell61	1	4	2	1
Cell62	1	7	1	2
Cell63	1	3	2	1
Cell64	1	13	1	2
Cell65	1	2	1	2
Cell66	1	2	1	2
Cell67	1	6	2	1
Cell68	1	16	1	2
Cell69	1	9	1	2
Cell70	1	1	2	1
Cell71	1	16	1	2
Cell72	1	2	1	2
Cell73	1	6	2	1
Cell74	1	6	2	1
Cell75	1	7	1	2
Cell76	1	6	2	1
Cell77	1	1	2	1
Cell79	1	8	1	2
Cell80	1	7	1	2
Cell81	1	15	2	1
Cell82	1	15	2	1
Cell83	1	4	2	1
Cell84	1	2	1	2
Cell85	1	11	1	2
Cell86	1	4	2	1
Cell87	1	4	2	1
Cell88	1	5	2	1
Cell89	1	3	2	1
Cell90	1	2	1	2
Cell91	1	1	2	1
Cell92	1	15	2	1
Cell93	1	5	2	1
Cell94	1	15	2	1
Cell95	1	15	2	1
Cell97	1	10	2	1
Cell98	1	6	2	1
Cell99	1	13	1	2
Cell100	1	6	2	1
Cell101	1	5	2	1
Cell102	1	5	2	1
Cell103	1	7	1	2
Cell104	1	11	1	2
Cell105	1	10	2	1
Cell106	1	7	1	2
Cell107	1	16	1	2
Cell108	1	7	1	2
Cell109	1	7	1	2
Cell110	1	8	1	2
Cell111	1	2	1	2
Cell112	1	7	1	2
Cell113	1	7	1	2
Cell114	1	7	1	2
Cell115	1	1	2	1
Cell116	1	10	2	1
Cell119	1	3	2	1
Cell120	1	15	2	1
Cell121	1	2	1	2
Cell122	1	1	2	1
Cell123	1	8	1	2
Cell124	1	4	2	1
Cell125	1	1	2	1
Cell126	1	1	2	1
Cell127	1	15	2	1
Cell128	1	16	1	2
Cell129	1	3	2	1
Cell130	1	1	2	1
Cell131	1	5	2	1
Cell132	1	4	2	1
Cell133	1	8	1	2
Cell134	1	5	2	1
Cell135	1	4	2	1
Cell136	1	5	2	1
Cell137	1	5	2	1
Cell138	1	13	1	2
Cell139	1	16	1	2
Cell140	1	11	1	2
Cell141	1	14	1	2
Cell142	1	2	1	2
Cell143	1	7	1	2
Cell144	1	2	1	2
Cell145	1	12	1	2
Cell146	1	2	1	2
Cell147	1	7	1	2
Cell148	1	3	2	1
Cell150	1	8	1	2
Cell151	1	3	2	1
Cell152	1	1	2	1
Cell153	1	5	2	1
Cell154	1	8	1	2
Cell156	1	11	1	2
Cell157	1	13	1	2
Cell158	1	12	1	2
Cell160	1	3	2	1
Cell161	1	1	2	1
Cell162	1	16	1	2
Cell163	1	12	1	2
Cell164	1	5	2	1
Cell165	1	12	1	2
Cell166	1	1	2	1
Cell167	1	16	1	2
Cell168	1	8	1	2
Cell169	1	5	2	1
Cell170	1	7	1	2
Cell172	1	1	2	1
Cell173	1	7	1	2
Cell174	1	7	1	2
Cell175	1	11	1	2
Cell176	1	1	2	1
Cell177	1	8	1	2
Cell178	1	3	2	1
Cell179	1	8	1	2
Cell180	1	2	1	2
Cell181	1	6	2	1
Cell183	1	5	2	1
Cell184	1	12	1	2
Cell185	1	4	2	1
Cell186	1	6	2	1
Cell187	1	16	1	2
Cell188	1	2	1	2
Cell189	1	6	2	1
Cell190	1	14	1	2
Cell191	1	9	1	2
Cell192	1	1	2	1
Cell193	1	11	1	2
Cell194	1	4	2	1
Cell195	1	1	2	1
Cell196	1	1	2	1
Cell197	1	4	2	1
Cell198	1	15	2	1
Cell199	1	3	2	1
Cell200	1	2	1	2
Cell201	1	4	2	1
Cell202	1	9	1	2
Cell203	1	11	1	2
Cell204	1	12	1	2
Cell205	1	3	2	1
Cell206	1	8	1	2
Cell207	1	11	1	2
Cell208	1	9	1	2
Cell209	1	3	2	1
Cell210	1	15	2	1
Cell211	1	6	2	1
Cell212	1	7	1	2
Cell213	1	12	1	2
Cell215	1	11	1	2
Cell216	1	3	2	1
Cell217	1	5	2	1
Cell218	1	10	2	1
Cell219	1	16	1	2
Cell220	1	1	2	1
Cell221	1	7	1	2
Cell222	1	8	1	2
Cell223	1	9	1	2
Cell224	1	10	2	1
Cell225	1	12	1	2
Cell226	1	4	2	1
Cell227	1	2	1	2
Cell228	1	3	2	1
Cell229	1	2	1	2
Cell230	1	8	1	2
Cell231	1	7	1	2
Cell232	1	10	2	1
Cell233	1	2	1	2
Cell234	1	13	1	2
Cell235	1	1	2	1
Cell236	1	16	1	2
Cell237	1	16	1	2
Cell238	1	5	2	1
Cell239	1	8	1	2
Cell240	1	1	2	1
Cell241	1	2	1	2
Cell242	1	12	1	2
Cell243	1	5	2	1
Cell244	1	7	1	2
Cell245	1	1	2	1
Cell247	1	1	2	1
Cell248	1	2	1	2
Cell249	1	16	1	2
Cell250	1	3	2	1
Cell251	1	14	1	2
Cell252	1	6	2	1
Cell253	1	10	2	1
Cell254	1	4	2	1
Cell255	1	2	1	2
Cell256	1	2	1	2
Cell257	1	9	1	2
Cell258	1	2	1	2
Cell259	1	3	2	1
Cell260	1	9	1	2
Cell261	1	12	1	2
Cell262	1	4	2	1
Cell263	1	3	2	1
Cell264	1	6	2	1
Cell265	1	6	2	1
Cell266	1	15	2	1
Cell267	1	11	1	2
Cell268	1	4	2	1
Cell269	1	12	1	2
Cell270	1	11	1	2
Cell271	1	9	1	2
Cell272	1	5	2	1
Cell273	1	12	1	2
Cell274	1	6	2	1
Cell275	1	12	1	2
Cell276	1	14	1	2
Cell277	1	1	2	1
Cell278	1	10	2	1
Cell279	1	6	2	1
Cell280	1	15	2	1
Cell281	1	5	2	1
Cell282	1	12	1	2
Cell283	1	3	2	1
Cell284	1	8	1	2
Cell285	1	15	2	1
Cell286	1	15	2	1
Cell287	1	3	2	1
Cell288	1	11	1	2
Cell289	1	15	2	1
Cell290	1	3	2	1
Cell291	1	15	2	1
Cell292	1	6	2	1
Cell293	1	1	2	1
Cell294	1	6	2	1
Cell295	1	4	2	1
Cell296	1	12	1	2
Cell297	1	2	1	2
Cell298	1	11	1	2
Cell299	1	8	1	2
Cell300	1	12	1	2
Cell301	1	6	2	1
Cell302	1	16	1	2
Cell303	1	16	1	2
Cell304	1	11	1	2
Cell305	1	14	1	2
Cell306	1	1	2	1
Cell307	1	1	2	1
Cell308	1	5	2	1
Cell309	1	6	2	1
Cell310	1	10	2	1
Cell311	1	9	1	2
Cell312	1	15	2	1
Cell313	1	3	2	1
Cell314	1	8	1	2
Cell315	1	5	2	1
Cell316	1	2	1	2
Cell317	1	3	2	1
Cell318	1	1	2	1
Cell319	1	7	1	2
Cell320	1	10	2	1
Cell321	1	9	1	2
Cell322	1	1	2	1
Cell323	1	6	2	1
Cell324	1	4	2	1
Cell325	1	15	2	1
Cell326	1	15	2	1
Cell327	1	10	2	1
Cell328	1	1	2	1
Cell329	1	16	1	2
Cell330	1	5	2	1
Cell331	1	5	2	1
Cell332	1	15	2	1
Cell333	1	15	2	1
Cell334	1	1	2	1
Cell335	1	5	2	1
Cell336	1	1	2	1
Cell337	1	4	2	1
Cell338	1	5	2	1
Cell339	1	2	1	2
Cell340	1	10	2	1
Cell341	1	4	2	1
Cell342	1	7	1	2
Cell343	1	10	2	1
Cell344	1	9	1	2
Cell345	1	1	2	1
Cell346	1	1	2	1
Cell347	1	1	2	1
Cell348	1	5	2	1
Cell349	1	4	2	1
Cell350	1	1	2	1
Cell351	1	1	2	1
Cell353	1	6	2	1
Cell354	1	2	1	2
Cell355	1	10	2	1
Cell356	1	1	2	1
Cell357	1	3	2	1
Cell358	1	11	1	2
Cell359	1	2	1	2
Cell360	1	6	2	1
Cell361	1	9	1	2
Cell362	1	7	1	2
Cell363	1	1	2	1
Cell364	1	4	2	1
Cell365	1	4	2	1
Cell366	1	5	2	1
Cell367	1	11	1	2
Cell368	1	2	1	2
Cell369	1	6	2	1
Cell370	1	7	1	2
Cell371	1	11	1	2
Cell372	1	2	1	2
Cell373	1	14	1	2
Cell374	1	12	1	2
Cell375	1	11	1	2
Cell377	1	4	2	1
Cell378	1	9	1	2
Cell379	1	5	2	1
Cell380	1	16	1	2
Cell381	1	3	2	1
Cell382	1	7	1	2
Cell383	1	6	2	1
Cell384	1	5	2	1
Cell385	1	8	1	2
Cell386	1	13	1	2
Cell387	1	5	2	1
Cell388	1	13	1	2
Cell389	1	1	2	1
Cell390	1	3	2	1
Cell391	1	2	1	2
Cell392	1	7	1	2
Cell393	1	7	1	2
Cell394	1	9	1	2
Cell395	1	2	1	2
Cell396	1	4	2	1
Cell397	1	16	1	2
Cell398	1	4	2	1
Cell399	1	1	2	1
Cell400	1	16	1	2
Cell401	1	5	2	1
Cell402	1	2	1	2
Cell403	1	12	1	2
Cell404	1	11	1	2
Cell406	1	11	1	2
Cell407	1	1	2	1
Cell408	1	1	2	1
Cell409	1	7	1	2
Cell410	1	9	1	2
Cell411	1	1	2	1
Cell412	1	3	2	1
Cell413	1	8	1	2
Cell414	1	16	1	2
Cell415	1	11	1	2
Cell416	1	2	1	2
Cell417	1	3	2	1
Cell418	1	3	2	1
Cell419	1	3	2	1
Cell420	1	10	2	1
Cell421	1	5	2	1
Cell422	1	7	1	2
Cell423	1	7	1	2
Cell424	1	8	1	2
Cell425	1	1	2	1
Cell426	1	9	1	2
Cell427	1	6	2	1
Cell428	1	13	1	2
Cell429	1	16	1	2
Cell430	1	1	2	1
Cell431	1	8	1	2
Cell432	1	13	1	2
Cell433	1	7	1	2
Cell434	1	10	2	1
Cell435	1	15	2	1
Cell436	1	3	2	1
Cell437	1	7	1	2
Cell438	1	3	2	1
Cell439	1	4	2	1
Cell440	1	10	2	1
Cell441	1	6	2	1
Cell442	1	7	1	2
Cell443	1	12	1	2
Cell444	1	8	1	2
Cell445	1	14	1	2
Cell446	1	1	2	1
Cell447	1	6	2	1
Cell448	1	10	2	1
Cell449	1	8	1	2
Cell450	1	15	2	1
Cell451	1	8	1	2
Cell452	1	6	2	1
Cell453	1	6	2	1
Cell454	1	3	2	1
Cell455	1	1	2	1
Cell456	1	1	2	1
Cell457	1	2	1	2
Cell458	1	4	2	1
Cell459	1	12	1	2
Cell460	1	8	1	2
Cell461	1	6	2	1
Cell462	1	7	1	2
Cell463	1	6	2	1
Cell465	1	14	1	2
Cell466	1	15	2	1
Cell467	1	12	1	2
Cell468	1	5	2	1
Cell469	1	10	2	1
Cell470	1	10	2	1
Cell471	1	15	2	1
Cell472	1	7	1	2
Cell473	1	16	1	2
Cell474	1	12	1	2
Cell475	1	2	1	2
Cell476	1	14	1	2
Cell477	1	4	2	1
Cell478	1	8	1	2
Cell479	1	5	2	1
Cell480	1	4	2	1
Cell481	1	8	1	2
Cell482	1	9	1	2
Cell483	1	1	2	1
Cell484	1	5	2	1
Cell485	1	2	1	2
Cell486	1	5	2	1
Cell487	1	1	2	1
Cell488	1	4	2	1
Cell489	1	7	1	2
Cell490	1	10	2	1
Cell491	1	6	2	1
Cell492	1	5	2	1
Cell493	1	7	1	2
Cell494	1	3	2	1
Cell495	1	5	2	1
Cell496	1	8	1	2
Cell497	1	1	2	1
Cell498	1	14	1	2
Cell499	1	1	2	1
Cell500	1	7	1	2
Cell501	1	8	1	2
Cell502	1	1	2	1
Cell503	1	2	1	2
Cell504	1	14	1	2
Cell505	1	10	2	1
Cell506	1	5	2	1
Cell507	1	5	2	1
Cell508	1	6	2	1
Cell509	1	6	2	1
Cell510	1	5	2	1
Cell511	1	4	2	1
Cell512	1	3	2	1
Cell513	1	16	1	2
Cell514	1	14	1	2
Cell515	1	5	2	1
Cell516	1	5	2	1
Cell517	1	2	1	2
Cell518	1	10	2	1
Cell519	1	2	1	2
Cell520	1	1	2	1
Cell521	1	14	1	2
Cell522	1	8	1	2
Cell523	1	4	2	1
Cell524	1	7	1	2
Cell525	1	9	1	2
Cell526	1	4	2	1
Cell527	1	2	1	2
Cell528	1	16	1	2
Cell529	1	13	1	2
Cell530	1	3	2	1
Cell531	1	10	2	1
Cell532	1	3	2	1
Cell533	1	4	2	1
Cell534	1	1	2	1
Cell535	1	11	1	2
Cell537	1	12	1	2
Cell538	1	1	2	1
Cell539	1	4	2	1
Cell540	1	4	2	1
Cell541	1	14	1	2
Cell542	1	2	1	2
Cell543	1	12	1	2
Cell544	1	16	1	2
Cell545	1	12	1	2
Cell547	1	1	2	1
Cell548	1	14	1	2
Cell549	1	2	1	2
Cell550	1	4	2	1
Cell551	1	2	1	2
Cell552	1	8	1	2
Cell553	1	6	2	1
Cell554	1	2	1	2
Cell555	1	14	1	2
Cell556	1	6	2	1
Cell557	1	11	1	2
Cell558	1	5	2	1
Cell559	1	4	2	1
Cell560	1	1	2	1
Cell561	1	5	2	1
Cell562	1	7	1	2
Cell563	1	3	2	1
Cell564	1	1	2	1
Cell565	1	14	1	2
Cell566	1	6	2	1
Cell567	1	8	1	2
Cell568	1	15	2	1
Cell569	1	5	2	1
Cell570	1	4	2	1
Cell571	1	9	1	2
Cell572	1	14	1	2
Cell573	1	13	1	2
Cell574	1	12	1	2
Cell575	1	7	1	2
Cell576	1	11	1	2
Cell577	1	9	1	2
Cell578	1	15	2	1
Cell579	1	6	2	1
Cell580	1	11	1	2
Cell581	1	5	2	1
Cell582	1	4	2	1
Cell583	1	2	1	2
Cell584	1	14	1	2
Cell585	1	2	1	2
Cell586	1	9	1	2
Cell587	1	1	2	1
Cell588	1	11	1	2
Cell589	1	6	2	1
Cell590	1	2	1	2
Cell591	1	5	2	1
Cell592	1	8	1	2
Cell593	1	7	1	2
Cell594	1	8	1	2
Cell595	1	4	2	1
Cell596	1	10	2	1
Cell597	1	3	2	1
Cell598	1	7	1	2
Cell599	1	3	2	1
Cell600	1	3	2	1
Cell601	1	1	2	1
Cell602	1	9	1	2
Cell603	1	6	2	1
Cell604	1	15	2	1
Cell605	1	12	1	2
Cell606	1	2	1	2
Cell607	1	4	2	1
Cell609	1	10	2	1
Cell610	1	4	2	1
Cell611	1	14	1	2
Cell612	1	10	2	1
Cell613	1	12	1	2
Cell614	1	9	1	2
Cell615	1	6	2	1
Cell616	1	9	1	2
Cell617	1	14	1	2
Cell619	1	10	2	1
Cell620	1	6	2	1
Cell621	1	9	1	2
Cell622	1	10	2	1
Cell623	1	5	2	1
Cell624	1	5	2	1
Cell625	1	3	2	1
Cell626	1	2	1	2
Cell627	1	3	2	1
Cell628	1	14	1	2
Cell629	1	10	2	1
Cell630	1	3	2	1
Cell631	1	3	2	1
Cell632	1	14	1	2
Cell633	1	2	1	2
Cell634	1	9	1	2
Cell635	1	6	2	1
Cell636	1	14	1	2
Cell637	1	10	2	1
Cell638	1	3	2	1
Cell639	1	5	2	1
Cell641	1	7	1	2
Cell642	1	1	2	1
Cell643	1	11	1	2
Cell645	1	16	1	2
Cell646	1	9	1	2
Cell647	1	15	2	1
Cell648	1	2	1	2
Cell649	1	14	1	2
Cell650	1	4	2	1
Cell651	1	16	1	2
Cell652	1	10	2	1
Cell654	1	7	1	2
Cell655	1	2	1	2
Cell656	1	6	2	1
Cell657	1	10	2	1
Cell658	1	12	1	2
Cell659	1	13	1	2
Cell660	1	13	1	2
Cell661	1	8	1	2
Cell662	1	11	1	2
Cell663	1	4	2	1
Cell664	1	11	1	2
Cell665	1	1	2	1
Cell666	1	6	2	1
Cell667	1	6	2	1
Cell668	1	12	1	2
Cell669	1	3	2	1
Cell670	1	7	1	2
Cell671	1	5	2	1
Cell672	1	10	2	1
Cell673	1	5	2	1
Cell674	1	8	1	2
Cell675	1	4	2	1
Cell676	1	8	1	2
Cell677	1	2	1	2
Cell678	1	11	1	2
Cell679	1	12	1	2
Cell680	1	7	1	2
Cell681	1	1	2	1
Cell682	1	4	2	1
Cell683	1	1	2	1
Cell684	1	11	1	2
Cell685	1	7	1	2
Cell686	1	14	1	2
Cell687	1	5	2	1
Cell688	1	15	2	1
Cell689	1	2	1	2
Cell690	1	6	2	1
Cell691	1	6	2	1
Cell692	1	2	1	2
Cell693	1	12	1	2
Cell694	1	3	2	1
Cell695	1	3	2	1
Cell696	1	10	2	1
Cell697	1	1	2	1
Cell698	1	11	1	2
Cell699	1	12	1	2
Cell700	1	11	1	2
Cell701	1	11	1	2
Cell702	1	4	2	1
Cell703	1	10	2	1
Cell704	1	3	2	1
Cell706	1	3	2	1
Cell707	1	10	2	1
Cell708	1	8	1	2
Cell709	1	11	1	2
Cell710	1	2	1	2
Cell711	1	11	1	2
Cell712	1	7	1	2
Cell713	1	6	2	1
Cell714	1	1	2	1
Cell715	1	5	2	1
Cell716	1	13	1	2
Cell717	1	2	1	2
Cell718	1	4	2	1
Cell719	1	13	1	2
Cell720	1	2	1	2
Cell721	1	8	1	2
Cell722	1	1	2	1
Cell724	1	15	2	1
Cell725	1	3	2	1
Cell726	1	6	2	1
Cell727	1	10	2	1
Cell729	1	9	1	2
Cell730	1	7	1	2
Cell731	1	14	1	2
Cell732	1	2	1	2
Cell734	1	5	2	1
Cell735	1	14	1	2
Cell736	1	3	2	1
Cell737	1	3	2	1
Cell738	1	1	2	1
Cell739	1	12	1	2
Cell740	1	2	1	2
Cell743	1	4	2	1
Cell744	1	5	2	1
Cell745	1	4	2	1
Cell746	1	16	1	2
Cell747	1	1	2	1
Cell748	1	16	1	2
Cell749	1	2	1	2
Cell750	1	10	2	1
Cell751	1	7	1	2
Cell752	1	1	2	1
Cell753	1	11	1	2
Cell754	1	6	2	1
Cell755	1	4	2	1
