ID	did	seurat_cluster	kmeans_cluster	labels
Cell1	1	3	5	32
Cell2	1	4	15	31
Cell3	1	2	22	13
Cell4	1	16	14	16
Cell5	1	1	12	26
Cell6	1	2	22	13
Cell7	1	9	18	8
Cell8	1	8	17	25
Cell9	1	5	23	29
Cell10	1	1	2	25
Cell11	1	9	3	8
Cell12	1	1	7	15
Cell13	1	3	12	13
Cell14	1	1	2	15
Cell15	1	16	14	5
Cell17	1	3	4	32
Cell18	1	1	7	15
Cell19	1	13	28	17
Cell20	1	1	2	11
Cell21	1	1	2	15
Cell22	1	11	13	9
Cell24	1	16	14	5
Cell25	1	11	13	9
Cell26	1	2	22	17
Cell27	1	3	5	18
Cell28	1	3	12	23
Cell29	1	1	2	11
Cell30	1	2	32	29
Cell31	1	1	7	15
Cell32	1	9	18	8
Cell33	1	16	14	5
Cell34	1	8	17	4
Cell35	1	4	29	14
Cell36	1	15	10	2
Cell37	1	6	6	28
Cell38	1	8	17	4
Cell39	1	1	2	11
Cell40	1	4	29	14
Cell41	1	13	28	27
Cell42	1	16	14	16
Cell43	1	2	32	24
Cell44	1	8	17	31
Cell45	1	2	19	26
Cell46	1	2	11	16
Cell47	1	9	18	21
Cell48	1	17	31	1
Cell49	1	13	28	27
Cell50	1	3	4	18
Cell51	1	1	1	23
Cell52	1	14	20	20
Cell53	1	8	17	31
Cell54	1	6	6	28
Cell55	1	7	26	30
Cell56	1	11	13	9
Cell57	1	3	5	23
Cell58	1	14	20	20
Cell59	1	8	17	4
Cell60	1	14	20	20
Cell61	1	7	26	25
Cell62	1	4	29	14
Cell63	1	1	7	26
Cell64	1	3	12	10
Cell65	1	8	17	4
Cell66	1	15	10	6
Cell67	1	6	6	28
Cell68	1	13	28	15
Cell70	1	2	32	24
Cell71	1	2	11	16
Cell72	1	9	18	8
Cell73	1	6	6	28
Cell74	1	14	20	20
Cell75	1	2	22	13
Cell76	1	9	3	21
Cell77	1	7	9	30
Cell79	1	9	18	8
Cell80	1	11	13	9
Cell81	1	14	20	20
Cell82	1	13	8	27
Cell83	1	12	24	22
Cell84	1	3	4	10
Cell85	1	11	13	9
Cell86	1	7	9	30
Cell87	1	2	11	24
Cell88	1	13	28	27
Cell89	1	4	21	19
Cell90	1	4	29	14
Cell91	1	2	22	26
Cell92	1	17	31	1
Cell93	1	14	20	20
Cell94	1	1	2	31
Cell95	1	2	32	24
Cell96	1	4	29	14
Cell97	1	4	29	31
Cell98	1	5	23	21
Cell99	1	1	12	6
Cell100	1	8	17	31
Cell101	1	1	17	31
Cell102	1	12	27	22
Cell103	1	16	14	5
Cell104	1	5	16	7
Cell105	1	6	6	28
Cell106	1	1	2	11
Cell107	1	1	7	6
Cell108	1	3	12	13
Cell109	1	1	2	11
Cell110	1	8	17	4
Cell111	1	10	25	12
Cell112	1	3	5	10
Cell113	1	2	11	16
Cell114	1	2	22	3
Cell115	1	4	15	31
Cell116	1	12	24	22
Cell117	1	10	25	12
Cell118	1	10	25	12
Cell119	1	6	6	28
Cell120	1	6	6	28
Cell121	1	9	18	8
Cell122	1	6	6	28
Cell123	1	13	8	10
Cell124	1	1	2	18
Cell125	1	12	27	22
Cell126	1	17	31	1
Cell127	1	3	5	23
Cell128	1	5	16	7
Cell129	1	14	20	20
Cell130	1	17	31	1
Cell131	1	3	4	32
Cell132	1	7	9	30
Cell134	1	1	7	1
Cell135	1	1	1	18
Cell136	1	7	26	30
Cell137	1	7	26	30
Cell138	1	15	10	2
Cell140	1	3	12	13
Cell141	1	2	22	17
Cell142	1	5	16	7
Cell143	1	2	19	3
Cell144	1	15	10	2
Cell146	1	9	18	8
Cell147	1	1	2	11
Cell148	1	7	26	30
Cell149	1	10	25	32
Cell150	1	1	7	6
Cell151	1	5	30	25
