ID	did	seurat_cluster	kmeans_cluster	labels
Cell1	1	1	39	63
Cell2	1	1	4	61
Cell3	1	4	41	25
Cell4	1	4	43	30
Cell5	1	2	7	50
Cell6	1	2	47	25
Cell7	1	1	49	14
Cell8	1	2	56	48
Cell9	1	2	15	57
Cell10	1	3	38	49
Cell11	1	3	64	15
Cell12	1	6	60	29
Cell13	1	2	19	25
Cell14	1	5	44	29
Cell15	1	3	52	8
Cell17	1	1	57	63
Cell18	1	3	23	28
Cell19	1	5	34	33
Cell20	1	7	43	20
Cell21	1	1	64	28
Cell22	1	7	46	17
Cell24	1	3	23	8
Cell25	1	2	25	16
Cell26	1	3	38	32
Cell27	1	4	31	35
Cell28	1	7	46	44
Cell29	1	5	41	21
Cell30	1	3	2	56
Cell31	1	2	59	28
Cell32	1	1	4	15
Cell33	1	7	17	9
Cell34	1	3	35	6
Cell35	1	1	53	27
Cell36	1	1	37	3
Cell37	1	8	30	54
Cell38	1	5	8	7
Cell39	1	1	4	20
Cell40	1	6	12	26
Cell41	1	5	6	53
Cell42	1	5	22	31
Cell43	1	1	21	47
Cell44	1	6	58	60
Cell45	1	2	59	51
Cell46	1	5	22	31
Cell47	1	5	8	40
Cell48	1	3	35	1
Cell49	1	6	46	52
Cell50	1	2	9	35
Cell51	1	4	53	45
Cell52	1	1	37	39
Cell53	1	1	4	60
Cell54	1	4	45	55
Cell55	1	7	17	58
Cell56	1	1	57	17
Cell57	1	7	43	44
Cell58	1	6	58	38
Cell59	1	5	11	7
Cell60	1	6	40	39
Cell61	1	2	5	49
Cell62	1	1	42	27
Cell63	1	6	60	51
Cell64	1	4	3	18
Cell65	1	3	36	6
Cell66	1	3	52	11
Cell67	1	8	30	54
Cell68	1	3	52	28
Cell71	1	5	22	31
Cell72	1	3	33	14
Cell73	1	1	4	55
Cell74	1	5	44	39
Cell75	1	2	50	25
Cell76	1	2	19	40
Cell77	1	7	13	58
Cell79	1	1	49	14
Cell80	1	2	47	16
Cell81	1	6	58	38
Cell82	1	5	41	53
Cell83	1	4	27	42
Cell84	1	2	15	19
Cell85	1	3	2	17
Cell86	1	3	38	59
Cell87	1	3	2	47
Cell88	1	4	1	53
Cell89	1	3	52	36
Cell90	1	6	40	26
Cell91	1	2	23	51
Cell92	1	3	24	1
Cell93	1	2	47	38
Cell94	1	3	64	61
Cell95	1	3	15	47
Cell96	1	6	58	27
Cell97	1	7	43	60
Cell98	1	1	37	40
Cell99	1	7	13	10
Cell100	1	7	46	60
Cell101	1	1	53	60
Cell102	1	2	50	42
Cell103	1	3	29	8
Cell104	1	6	42	13
Cell105	1	1	53	55
Cell106	1	4	26	21
Cell107	1	2	7	11
Cell108	1	1	37	24
Cell109	1	3	2	21
Cell110	1	5	28	7
Cell111	1	2	56	23
Cell112	1	2	32	18
Cell113	1	5	22	31
Cell114	1	7	13	4
Cell115	1	1	4	61
Cell116	1	5	62	42
Cell117	1	2	56	23
Cell118	1	2	5	23
Cell119	1	8	30	54
Cell120	1	8	30	54
Cell121	1	6	58	15
Cell122	1	8	30	54
Cell123	1	3	2	19
Cell124	1	2	9	35
Cell125	1	6	18	43
Cell126	1	4	27	64
Cell127	1	4	1	45
Cell128	1	1	21	13
Cell129	1	1	37	39
Cell130	1	1	42	64
Cell131	1	3	29	63
Cell132	1	1	39	59
Cell134	1	3	35	1
Cell135	1	6	18	34
Cell136	1	2	25	59
Cell137	1	7	13	58
Cell138	1	4	14	2
Cell140	1	5	51	25
Cell141	1	2	15	33
Cell142	1	2	47	13
Cell143	1	4	1	5
Cell144	1	6	27	3
Cell146	1	1	39	15
Cell147	1	5	8	21
Cell148	1	4	26	59
Cell149	1	4	31	62
Cell150	1	3	36	10
Cell151	1	3	33	49
Cell152	1	7	13	58
Cell153	1	6	58	41
Cell154	1	3	33	27
Cell155	1	5	8	2
Cell157	1	1	37	25
Cell158	1	4	1	33
Cell159	1	3	52	6
Cell160	1	5	11	42
Cell161	1	1	4	43
Cell162	1	2	47	16
Cell163	1	2	56	23
Cell164	1	8	30	54
Cell165	1	5	22	29
Cell166	1	6	18	34
Cell167	1	1	16	14
Cell168	1	6	60	9
Cell169	1	2	47	36
Cell170	1	5	44	31
Cell171	1	4	27	45
Cell172	1	2	9	35
Cell173	1	2	47	16
Cell174	1	4	61	2
Cell175	1	5	34	27
Cell176	1	8	30	54
Cell177	1	7	43	18
Cell178	1	7	43	38
Cell179	1	3	29	19
Cell180	1	1	42	24
Cell181	1	1	37	55
Cell182	1	4	45	61
Cell183	1	1	4	55
Cell184	1	6	18	9
Cell185	1	7	43	48
Cell186	1	1	54	48
Cell187	1	3	33	8
Cell188	1	5	22	5
Cell189	1	2	59	59
Cell191	1	4	14	30
Cell192	1	1	4	52
Cell193	1	1	49	14
Cell194	1	1	39	55
Cell195	1	4	45	59
Cell196	1	1	63	63
Cell197	1	6	60	34
Cell198	1	6	42	43
Cell199	1	6	58	41
Cell200	1	3	2	10
Cell201	1	4	26	50
Cell202	1	2	56	23
Cell203	1	3	2	10
Cell204	1	1	16	14
Cell205	1	4	41	53
Cell206	1	4	26	26
Cell207	1	3	29	6
Cell208	1	2	25	16
Cell209	1	4	3	56
Cell210	1	5	20	47
Cell211	1	5	41	52
Cell212	1	1	37	27
Cell213	1	4	14	25
Cell214	1	1	42	52
Cell215	1	7	13	21
Cell216	1	6	58	38
Cell217	1	7	46	44
Cell218	1	4	45	56
Cell219	1	1	49	14
Cell220	1	2	19	63
Cell221	1	6	40	26
Cell222	1	7	60	21
Cell223	1	3	2	26
Cell224	1	7	13	58
Cell225	1	4	1	2
Cell226	1	6	18	34
Cell227	1	3	38	15
Cell228	1	7	46	44
Cell229	1	4	45	10
Cell230	1	4	53	9
Cell231	1	3	38	5
Cell232	1	2	50	48
Cell233	1	2	55	28
Cell234	1	3	23	8
Cell235	1	7	43	55
Cell236	1	5	10	9
Cell237	1	2	19	28
Cell238	1	1	4	57
Cell239	1	7	13	3
Cell240	1	2	55	56
Cell241	1	3	36	19
Cell242	1	2	5	23
Cell243	1	1	37	39
Cell244	1	2	19	25
Cell245	1	2	23	36
Cell246	1	2	32	4
Cell247	1	7	43	44
Cell250	1	4	31	55
Cell251	1	2	47	16
Cell252	1	8	30	54
Cell254	1	1	4	41
Cell255	1	4	3	12
Cell256	1	6	40	28
Cell257	1	1	4	22
Cell258	1	5	62	24
Cell260	1	2	25	16
Cell261	1	2	9	27
Cell262	1	1	54	48
Cell263	1	2	50	46
Cell264	1	1	21	59
Cell265	1	1	64	47
Cell266	1	5	41	52
Cell267	1	5	6	29
Cell268	1	7	17	58
Cell269	1	3	36	27
Cell270	1	4	27	32
Cell271	1	5	28	31
Cell272	1	7	43	45
Cell273	1	1	16	14
Cell274	1	2	19	51
Cell275	1	7	43	32
Cell276	1	1	39	26
Cell277	1	1	39	59
Cell278	1	3	52	46
Cell279	1	2	56	48
Cell280	1	8	30	54
Cell281	1	5	14	41
Cell282	1	2	5	23
Cell283	1	2	9	35
Cell284	1	5	11	7
Cell285	1	1	57	45
Cell286	1	3	35	1
Cell287	1	2	50	51
Cell288	1	3	29	19
Cell289	1	5	62	42
Cell290	1	3	24	1
Cell291	1	6	18	43
Cell292	1	5	6	42
Cell293	1	2	15	50
Cell294	1	7	27	51
Cell295	1	4	26	42
Cell296	1	2	56	23
Cell297	1	4	3	13
Cell298	1	2	50	12
Cell299	1	2	59	11
Cell300	1	6	40	26
Cell301	1	1	42	63
Cell302	1	1	49	14
Cell303	1	6	40	18
Cell304	1	3	33	9
Cell305	1	4	31	17
Cell306	1	2	9	46
Cell307	1	5	6	53
Cell308	1	4	1	62
Cell309	1	7	46	44
Cell310	1	5	34	38
Cell311	1	3	38	5
Cell312	1	7	14	58
Cell313	1	3	64	47
Cell314	1	2	25	23
Cell315	1	7	43	48
Cell316	1	7	43	3
Cell317	1	3	48	47
Cell318	1	7	46	44
Cell319	1	5	10	30
Cell320	1	8	30	50
Cell321	1	3	23	16
Cell322	1	3	24	1
Cell323	1	1	39	63
Cell324	1	4	61	49
Cell325	1	8	30	54
Cell326	1	3	24	1
Cell327	1	6	58	60
Cell328	1	3	35	1
Cell329	1	3	23	16
Cell330	1	6	18	34
Cell331	1	3	35	1
Cell332	1	6	60	47
Cell333	1	6	40	60
Cell334	1	5	20	46
Cell335	1	5	11	41
Cell336	1	2	55	50
Cell337	1	7	17	58
Cell338	1	4	26	56
Cell339	1	6	40	26
Cell340	1	4	45	64
Cell343	1	4	61	46
Cell344	1	4	26	26
Cell345	1	2	15	50
Cell346	1	7	46	44
Cell347	1	5	10	38
Cell348	1	4	26	51
Cell349	1	2	15	50
Cell350	1	3	38	56
Cell352	1	3	33	3
Cell353	1	3	33	57
Cell354	1	4	3	22
Cell355	1	3	24	59
Cell356	1	1	4	52
Cell357	1	6	18	34
Cell358	1	1	37	22
Cell359	1	4	3	12
Cell360	1	2	9	45
Cell361	1	7	46	12
Cell363	1	4	26	57
Cell364	1	4	45	49
Cell365	1	8	30	54
Cell366	1	1	63	61
Cell367	1	2	25	16
Cell368	1	1	57	19
Cell369	1	6	46	44
Cell370	1	5	51	25
Cell371	1	2	23	16
Cell372	1	4	31	9
Cell373	1	2	5	23
Cell374	1	6	27	15
Cell375	1	4	31	21
Cell376	1	3	52	49
Cell377	1	5	20	42
Cell378	1	2	15	21
Cell379	1	2	5	37
Cell380	1	4	26	28
Cell381	1	7	13	58
Cell383	1	5	14	40
Cell384	1	4	45	50
Cell385	1	3	2	8
Cell386	1	6	12	15
Cell387	1	4	61	53
Cell388	1	4	1	24
Cell389	1	6	18	34
Cell390	1	5	62	40
Cell391	1	5	22	31
Cell392	1	2	9	10
Cell393	1	4	61	12
Cell394	1	2	25	5
Cell395	1	5	22	31
Cell396	1	6	12	60
Cell397	1	4	45	20
Cell398	1	5	20	56
Cell400	1	2	56	24
Cell401	1	7	17	58
Cell402	1	7	14	20
Cell403	1	6	40	26
Cell404	1	3	2	19
Cell405	1	3	29	8
Cell406	1	2	9	18
Cell407	1	1	37	41
Cell408	1	3	2	59
Cell409	1	4	31	6
Cell410	1	4	1	12
Cell411	1	5	51	42
Cell412	1	3	23	60
Cell413	1	6	12	15
Cell414	1	4	61	32
Cell415	1	3	52	13
Cell416	1	1	4	22
Cell417	1	1	42	47
Cell418	1	7	43	51
Cell419	1	6	60	60
Cell420	1	7	13	58
Cell421	1	3	29	49
Cell422	1	5	22	31
Cell423	1	4	14	12
Cell424	1	2	23	12
Cell425	1	4	45	61
Cell426	1	2	59	13
Cell427	1	6	12	52
Cell428	1	6	12	31
Cell429	1	5	6	7
Cell430	1	8	30	54
Cell431	1	6	58	6
Cell432	1	6	40	6
Cell433	1	2	5	23
Cell434	1	2	61	47
Cell435	1	2	15	35
Cell436	1	5	51	42
Cell437	1	4	45	20
Cell438	1	2	55	59
Cell439	1	4	45	35
Cell440	1	1	54	48
Cell441	1	1	37	63
Cell442	1	4	3	11
Cell443	1	5	41	16
Cell444	1	1	49	14
Cell445	1	2	47	16
Cell446	1	3	24	1
Cell447	1	4	26	51
Cell448	1	5	41	52
Cell449	1	6	40	26
Cell450	1	8	30	54
Cell451	1	2	50	13
Cell452	1	7	43	51
Cell453	1	3	52	1
Cell454	1	3	2	63
Cell455	1	1	21	50
Cell456	1	4	3	62
Cell457	1	4	1	25
Cell458	1	6	58	39
Cell459	1	2	15	6
Cell460	1	3	33	13
Cell461	1	2	55	49
Cell463	1	3	35	1
Cell464	1	6	58	15
Cell465	1	5	10	16
Cell466	1	6	58	58
Cell467	1	2	25	16
Cell468	1	1	16	60
Cell469	1	5	41	40
Cell470	1	7	13	58
Cell471	1	6	58	38
Cell472	1	5	11	7
Cell473	1	1	21	17
Cell474	1	3	29	16
Cell475	1	6	58	3
Cell476	1	2	19	23
Cell477	1	7	46	44
Cell478	1	2	15	33
Cell480	1	4	26	43
Cell481	1	2	15	10
Cell482	1	5	22	31
Cell484	1	2	32	42
Cell485	1	1	63	33
Cell486	1	1	39	60
Cell487	1	4	1	51
Cell488	1	3	29	55
Cell489	1	5	22	31
Cell490	1	3	33	52
Cell491	1	4	1	61
Cell492	1	1	37	39
Cell493	1	2	7	24
Cell494	1	2	23	36
Cell495	1	5	44	38
Cell498	1	5	8	11
Cell499	1	4	27	64
Cell500	1	3	36	19
Cell502	1	2	55	35
Cell503	1	2	50	24
Cell504	1	4	1	30
Cell505	1	8	30	47
Cell506	1	1	39	59
Cell507	1	1	63	61
Cell508	1	4	26	45
Cell509	1	5	20	42
Cell510	1	8	30	54
Cell512	1	1	39	63
Cell513	1	2	23	16
Cell514	1	7	10	27
Cell515	1	8	30	54
Cell516	1	7	13	58
Cell517	1	2	15	26
Cell518	1	7	13	58
Cell519	1	4	1	32
Cell521	1	4	26	10
Cell522	1	4	3	2
Cell523	1	6	18	34
Cell524	1	3	52	8
Cell525	1	4	1	4
Cell526	1	6	18	34
Cell527	1	3	36	22
Cell528	1	2	55	28
Cell529	1	4	3	3
Cell530	1	8	30	54
Cell531	1	6	58	39
Cell532	1	2	19	46
Cell533	1	1	63	61
Cell534	1	5	41	53
Cell535	1	2	25	16
Cell536	1	2	15	10
Cell537	1	7	13	15
Cell538	1	1	37	39
Cell539	1	5	34	41
Cell540	1	6	40	55
Cell541	1	4	1	32
Cell543	1	5	62	8
Cell544	1	3	33	10
Cell545	1	3	48	12
Cell546	1	4	14	26
Cell547	1	1	57	48
Cell548	1	3	59	2
Cell549	1	7	46	3
Cell550	1	4	45	46
Cell553	1	7	17	47
Cell554	1	3	24	6
Cell555	1	5	11	7
Cell556	1	4	1	50
Cell557	1	5	8	7
Cell558	1	2	50	47
Cell559	1	1	21	64
Cell560	1	7	43	60
Cell561	1	6	46	39
Cell562	1	3	2	12
Cell563	1	1	4	53
Cell565	1	5	28	31
Cell566	1	4	45	45
Cell567	1	5	11	7
Cell568	1	7	14	49
Cell569	1	5	8	41
Cell570	1	3	33	57
Cell571	1	1	16	14
Cell573	1	1	39	15
Cell574	1	6	40	26
Cell575	1	2	59	11
Cell576	1	2	56	23
Cell577	1	4	3	12
Cell578	1	6	40	39
Cell579	1	1	4	46
Cell580	1	5	8	7
Cell581	1	6	12	43
Cell582	1	4	31	62
Cell583	1	7	13	22
Cell584	1	6	12	18
Cell585	1	1	57	28
Cell587	1	1	57	48
Cell588	1	2	47	28
Cell589	1	2	32	57
Cell590	1	3	52	3
Cell591	1	5	20	42
Cell592	1	4	61	18
Cell593	1	8	30	19
Cell594	1	1	42	26
Cell595	1	4	3	47
Cell596	1	5	62	57
Cell597	1	2	9	36
Cell598	1	5	34	25
Cell599	1	4	1	53
Cell600	1	4	26	62
Cell601	1	5	44	36
Cell602	1	3	35	13
Cell603	1	3	38	59
Cell604	1	4	61	60
Cell605	1	1	42	3
Cell606	1	6	18	4
Cell607	1	3	35	1
Cell608	1	5	8	41
Cell609	1	4	45	46
Cell610	1	1	39	60
Cell611	1	3	36	11
Cell612	1	5	34	38
Cell613	1	1	16	12
Cell614	1	1	49	14
Cell615	1	3	33	39
Cell617	1	3	26	10
Cell618	1	6	58	22
Cell619	1	4	26	59
Cell620	1	7	17	58
Cell621	1	4	61	2
Cell622	1	2	7	40
Cell623	1	2	15	35
Cell624	1	2	50	42
Cell625	1	6	58	38
Cell626	1	2	55	30
Cell627	1	6	18	34
Cell628	1	5	8	7
Cell629	1	2	25	63
Cell630	1	5	44	42
Cell631	1	8	30	54
Cell632	1	4	26	20
Cell633	1	1	16	22
Cell634	1	2	50	32
Cell635	1	3	53	43
Cell636	1	5	28	31
Cell637	1	6	58	39
Cell638	1	3	35	1
Cell639	1	2	9	35
Cell640	1	1	42	13
Cell641	1	2	59	15
Cell642	1	3	29	49
Cell643	1	4	31	20
Cell644	1	6	18	34
Cell645	1	4	27	20
Cell646	1	3	2	10
Cell647	1	5	20	40
Cell648	1	4	27	3
Cell649	1	6	40	26
Cell650	1	2	9	50
Cell651	1	7	46	3
Cell652	1	1	42	39
Cell653	1	4	61	29
Cell654	1	6	60	9
Cell655	1	1	53	17
Cell656	1	1	21	50
Cell657	1	4	45	43
Cell658	1	2	50	2
Cell659	1	3	33	24
Cell660	1	2	19	21
Cell661	1	5	62	11
Cell663	1	1	4	43
Cell664	1	2	32	8
Cell665	1	6	58	64
Cell666	1	2	50	63
Cell667	1	5	34	38
Cell668	1	5	6	9
Cell669	1	2	50	36
Cell670	1	3	36	27
Cell671	1	3	38	36
Cell672	1	4	31	56
Cell673	1	2	47	37
Cell674	1	5	62	24
Cell676	1	5	28	31
Cell677	1	3	23	2
Cell678	1	3	52	6
Cell679	1	1	63	28
Cell680	1	2	55	22
Cell681	1	2	9	49
Cell682	1	5	10	41
Cell683	1	4	31	35
Cell684	1	4	14	26
Cell685	1	2	50	25
Cell686	1	1	16	14
Cell687	1	6	18	34
Cell688	1	3	38	52
Cell689	1	1	49	10
