ID	did	seurat_cluster	kmeans_cluster	labels
Cell1	1	6	16	1
Cell2	1	3	9	16
Cell3	1	9	1	7
Cell4	1	10	2	9
Cell5	1	7	5	14
Cell6	1	9	1	7
Cell7	1	2	11	5
Cell8	1	15	9	13
Cell9	1	1	7	15
Cell10	1	15	9	13
Cell11	1	2	11	5
Cell12	1	14	14	8
Cell13	1	9	1	7
Cell14	1	14	14	8
Cell15	1	11	8	3
Cell16	1	1	7	15
Cell17	1	6	16	1
Cell18	1	14	14	8
Cell19	1	10	2	9
Cell20	1	12	13	6
Cell21	1	14	14	8
Cell22	1	2	11	5
Cell23	1	5	6	10
Cell24	1	11	8	3
Cell25	1	2	11	5
Cell26	1	10	2	9
Cell27	1	5	6	10
Cell28	1	4	10	12
Cell29	1	12	13	6
Cell30	1	1	7	15
Cell31	1	14	14	8
Cell32	1	2	11	5
Cell33	1	11	8	3
Cell34	1	11	8	3
Cell35	1	14	14	8
Cell37	1	1	7	15
Cell38	1	11	8	3
Cell39	1	12	13	6
Cell40	1	14	14	8
Cell41	1	7	4	14
Cell42	1	10	2	9
Cell43	1	15	9	13
Cell44	1	3	9	16
Cell45	1	7	5	14
Cell47	1	13	3	11
Cell48	1	6	16	1
Cell49	1	7	4	14
Cell50	1	5	6	10
Cell51	1	4	10	12
Cell52	1	13	3	11
Cell53	1	3	9	16
Cell54	1	1	7	15
Cell55	1	3	9	16
Cell56	1	2	11	5
Cell57	1	4	15	12
Cell58	1	13	3	11
Cell59	1	11	8	3
Cell60	1	13	3	11
Cell61	1	15	9	13
Cell62	1	14	14	8
Cell63	1	7	4	14
Cell64	1	12	13	6
Cell65	1	11	8	3
Cell66	1	16	7	4
Cell67	1	1	7	15
Cell68	1	14	14	8
Cell69	1	8	12	2
Cell70	1	15	9	13
Cell71	1	10	2	9
Cell72	1	2	11	5
Cell73	1	1	7	15
Cell74	1	13	3	11
Cell75	1	9	1	7
Cell76	1	13	3	11
Cell77	1	3	9	16
Cell78	1	5	6	10
Cell79	1	2	11	5
Cell80	1	2	11	5
