ID	did	seurat_cluster	kmeans_cluster	labels
Cell2	1	2	23	61
Cell3	1	12	55	25
Cell4	1	2	5	30
Cell5	1	11	11	50
Cell6	1	8	6	25
Cell7	1	15	58	14
Cell8	1	22	12	48
Cell9	1	2	60	57
Cell10	1	20	48	49
Cell11	1	23	42	15
Cell12	1	1	64	29
Cell13	1	8	6	25
Cell14	1	6	16	29
Cell15	1	19	59	8
Cell16	1	2	54	57
Cell17	1	4	14	63
Cell18	1	3	22	28
Cell19	1	7	1	33
Cell20	1	3	22	20
Cell21	1	3	8	28
Cell22	1	3	41	17
Cell23	1	7	6	34
Cell24	1	19	59	8
Cell25	1	3	17	16
Cell26	1	29	27	32
Cell27	1	13	34	35
Cell28	1	1	62	44
Cell30	1	6	46	56
Cell31	1	3	22	28
Cell32	1	23	42	15
Cell34	1	5	15	6
Cell35	1	4	44	27
Cell36	1	28	4	3
Cell37	1	11	55	54
Cell38	1	10	31	7
Cell39	1	30	37	20
Cell40	1	7	45	26
Cell41	1	14	47	53
Cell42	1	8	25	31
Cell43	1	1	28	47
Cell45	1	5	56	51
Cell46	1	8	25	31
Cell47	1	5	43	40
Cell48	1	1	64	1
Cell49	1	1	62	52
Cell50	1	13	34	35
Cell51	1	26	33	45
Cell53	1	2	54	60
Cell54	1	16	29	55
Cell55	1	21	50	58
Cell56	1	3	63	17
Cell57	1	6	16	44
Cell59	1	10	31	7
Cell60	1	13	34	39
Cell61	1	20	48	49
Cell62	1	5	15	27
Cell63	1	5	56	51
Cell64	1	5	13	18
Cell65	1	12	35	6
Cell66	1	22	24	11
Cell69	1	10	39	4
Cell70	1	1	62	47
Cell71	1	8	25	31
Cell72	1	15	58	14
Cell73	1	16	29	55
Cell74	1	6	16	39
Cell75	1	8	25	25
Cell76	1	1	64	40
Cell77	1	21	50	58
Cell78	1	16	29	36
Cell79	1	15	58	14
Cell80	1	3	49	16
Cell81	1	25	2	38
Cell82	1	14	47	53
Cell83	1	17	9	42
Cell84	1	27	7	19
Cell85	1	3	5	17
Cell86	1	24	26	59
Cell87	1	1	43	47
Cell88	1	14	47	53
Cell89	1	31	21	36
Cell90	1	7	45	26
Cell91	1	5	56	51
Cell92	1	6	16	1
Cell93	1	25	2	38
Cell94	1	6	36	61
Cell95	1	1	18	47
Cell96	1	4	15	27
Cell98	1	2	60	40
Cell99	1	6	36	10
Cell101	1	12	35	60
Cell102	1	17	9	42
Cell103	1	19	59	8
Cell104	1	11	11	13
Cell105	1	16	29	55
Cell106	1	2	18	21
Cell107	1	22	24	11
Cell108	1	26	33	24
Cell109	1	10	39	21
Cell110	1	10	31	7
Cell111	1	5	57	23
Cell113	1	8	25	31
Cell114	1	10	39	4
Cell116	1	17	9	42
Cell117	1	5	57	23
Cell118	1	5	57	23
Cell119	1	11	55	54
Cell120	1	9	10	54
Cell121	1	23	42	15
Cell122	1	11	55	54
Cell123	1	27	7	19
Cell125	1	10	39	43
Cell126	1	6	16	64
Cell127	1	4	49	45
Cell128	1	11	11	13
Cell129	1	7	1	39
Cell130	1	7	45	64
Cell131	1	3	41	63
Cell132	1	24	26	59
Cell133	1	30	37	22
Cell134	1	6	16	1
Cell135	1	9	10	34
Cell136	1	24	26	59
Cell137	1	21	50	58
