,Benchmark,Instance #,Cluster #,so-time
0,ICELL8_SE_A_kallisto_umap.csv,571,4,158.59917569160461
1,ICELL8_SE_B_kallisto_umap.csv,553,5,179.3875434398651
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,853.0578989982605
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,957.9523587226868
4,10X_LLU_A_umitools_umap.csv,2476,7,847.7371988296509
5,10X_LLU_A_zumi_umap.csv,2825,7,954.7663652896881
6,10X_LLU_B_cellranger2.0_umap.csv,1211,5,346.2685875892639
7,10X_LLU_B_cellranger3.1_umap.csv,1327,6,425.799720287323
8,10X_LLU_B_umitools_umap.csv,1184,5,337.3332965373993
9,10X_LLU_B_zumi_umap.csv,1207,5,343.7351264953613
10,10X_NCI_A_cellranger2.0_umap.csv,5355,8,1977.3282465934753
11,10X_NCI_A_cellranger3.1_umap.csv,6050,10,2688.1885211467743
12,10X_NCI_A_umitools_umap.csv,5344,9,2171.9051072597504
13,10X_NCI_A_zumi_umap.csv,5385,8,1979.6148734092712
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,882.0077588558197
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1143.3326723575592
16,10X_NCI_B_umitools_umap.csv,2630,7,895.5621917247772
17,10X_NCI_B_zumi_umap.csv,2836,7,970.5812933444977
18,10X_NCI_M_A_cellranger2.0_umap.csv,5354,8,1984.560033082962
19,10X_NCI_M_A_cellranger3.1_umap.csv,6097,9,2499.5803644657135
20,10X_NCI_M_A_umitools_umap.csv,5339,9,2185.775759458542
21,10X_NCI_M_A_zumi_umap.csv,5416,9,2217.1470346450806
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,887.5771124362946
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,7,1028.5391163825989
24,10X_NCI_M_B_umitools_umap.csv,2628,7,896.1053545475006
25,10X_NCI_M_B_zumi_umap.csv,2805,7,957.0566720962524
26,C1_FDA_HT_A_featureCounts_umap.csv,197,3,72.53007078170776
27,C1_FDA_HT_A_kallisto_umap.csv,195,3,74.03380608558655
28,C1_FDA_HT_A_rsem_umap.csv,197,3,74.2984824180603
29,C1_FDA_HT_B_featureCounts_umap.csv,231,3,80.32988142967224
30,C1_FDA_HT_B_kallisto_umap.csv,224,3,78.83232188224792
31,C1_FDA_HT_B_rsem_umap.csv,231,3,79.77964043617249
32,C1_LLU_A_featureCounts_umap.csv,70,3,53.013325214385986
33,C1_LLU_A_kallisto_umap.csv,72,3,52.674394369125366
34,C1_LLU_A_rsem_umap.csv,71,3,53.694642066955566
35,C1_LLU_B_featureCounts_umap.csv,59,3,50.32489728927612
36,C1_LLU_B_kallisto_umap.csv,60,3,50.323384284973145
37,C1_LLU_B_rsem_umap.csv,60,3,50.5224187374115
38,ICELL8_PE_A_featureCounts_umap.csv,568,4,159.76721048355103
39,ICELL8_PE_A_kallisto_umap.csv,570,4,158.5755500793457
40,ICELL8_PE_A_rsem_umap.csv,563,4,157.83212232589722
41,ICELL8_PE_B_featureCounts_umap.csv,547,4,154.7555468082428
42,ICELL8_PE_B_kallisto_umap.csv,551,4,156.06415271759033
43,ICELL8_PE_B_rsem_umap.csv,548,4,155.4921464920044
44,ICELL8_SE_A_featureCounts_umap.csv,570,4,160.27788138389587
45,ICELL8_SE_A_rsem_umap.csv,569,4,160.2601363658905
46,ICELL8_SE_B_featureCounts_umap.csv,550,4,155.58390951156616
47,ICELL8_SE_B_rsem_umap.csv,549,4,154.350200176239
