,Benchmark,Instance #,Cluster #,so-time
0,ICELL8_SE_A_kallisto_umap.csv,571,4,168.5755786895752
1,ICELL8_SE_B_kallisto_umap.csv,553,5,190.2463047504425
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,926.026782989502
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,1033.701780796051
4,10X_LLU_A_umitools_umap.csv,2476,7,907.1277763843536
5,10X_LLU_A_zumi_umap.csv,2825,7,1041.1646342277527
6,10X_LLU_B_cellranger2.0_umap.csv,1211,6,422.6387767791748
7,10X_LLU_B_cellranger3.1_umap.csv,1327,5,406.37341356277466
8,10X_LLU_B_umitools_umap.csv,1184,5,368.7776095867157
9,10X_LLU_B_zumi_umap.csv,1207,6,424.57307505607605
10,10X_NCI_A_cellranger2.0_umap.csv,5355,9,2383.417684316635
11,10X_NCI_A_cellranger3.1_umap.csv,6050,10,2948.930958032608
12,10X_NCI_A_umitools_umap.csv,5344,9,2380.503580093384
13,10X_NCI_A_zumi_umap.csv,5385,9,4357.197073698044
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,1961.131736278534
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,2398.3039181232452
16,10X_NCI_B_umitools_umap.csv,2630,8,2178.9358954429626
17,10X_NCI_B_zumi_umap.csv,2836,7,2126.6415178775787
18,10X_NCI_M_A_cellranger2.0_umap.csv,5354,8,4187.47922873497
19,10X_NCI_M_A_cellranger3.1_umap.csv,6097,9,5311.598167896271
20,10X_NCI_M_A_umitools_umap.csv,5339,9,4656.270932674408
21,10X_NCI_M_A_zumi_umap.csv,5416,9,4745.8424298763275
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1860.4769170284271
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1364.8014941215515
24,10X_NCI_M_B_umitools_umap.csv,2628,7,965.3173530101776
25,10X_NCI_M_B_zumi_umap.csv,2805,7,1027.646166563034
26,C1_FDA_HT_A_featureCounts_umap.csv,197,3,75.0676589012146
27,C1_FDA_HT_A_kallisto_umap.csv,195,3,75.00535130500793
28,C1_FDA_HT_A_rsem_umap.csv,197,3,76.02935433387756
29,C1_FDA_HT_B_featureCounts_umap.csv,231,3,81.76915383338928
30,C1_FDA_HT_B_kallisto_umap.csv,224,3,80.45099449157715
31,C1_FDA_HT_B_rsem_umap.csv,231,3,81.16401720046997
32,C1_LLU_A_featureCounts_umap.csv,70,3,51.56279945373535
33,C1_LLU_A_kallisto_umap.csv,72,3,52.16565680503845
34,C1_LLU_A_rsem_umap.csv,71,3,51.610774755477905
35,C1_LLU_B_featureCounts_umap.csv,59,3,50.32877779006958
36,C1_LLU_B_kallisto_umap.csv,60,3,50.15873908996582
37,C1_LLU_B_rsem_umap.csv,60,3,49.870596170425415
38,ICELL8_PE_A_featureCounts_umap.csv,568,4,166.72039198875427
39,ICELL8_PE_A_kallisto_umap.csv,570,4,165.8614957332611
40,ICELL8_PE_A_rsem_umap.csv,563,4,164.0334494113922
41,ICELL8_PE_B_featureCounts_umap.csv,547,4,162.56659078598022
42,ICELL8_PE_B_kallisto_umap.csv,551,4,162.6066291332245
43,ICELL8_PE_B_rsem_umap.csv,548,4,156.40422415733337
44,ICELL8_SE_A_featureCounts_umap.csv,570,4,160.97034692764282
45,ICELL8_SE_A_rsem_umap.csv,569,4,161.00153517723083
46,ICELL8_SE_B_featureCounts_umap.csv,550,4,157.2032163143158
47,ICELL8_SE_B_rsem_umap.csv,549,4,156.47701835632324
