,Benchmark,Instance #,Cluster #,so-time
0,ICELL8_SE_A_kallisto_umap.csv,571,4,171.50021982192993
1,ICELL8_SE_B_kallisto_umap.csv,553,5,193.92218828201294
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,914.8169276714325
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,1033.565015077591
4,10X_LLU_A_umitools_umap.csv,2476,7,910.1622886657715
5,10X_LLU_A_zumi_umap.csv,2825,8,1143.9947283267975
6,10X_LLU_B_cellranger2.0_umap.csv,1211,6,423.49663615226746
7,10X_LLU_B_cellranger3.1_umap.csv,1327,6,457.43642807006836
8,10X_LLU_B_umitools_umap.csv,1184,6,413.9886066913605
9,10X_LLU_B_zumi_umap.csv,1207,6,420.3920440673828
10,10X_NCI_A_cellranger2.0_umap.csv,5355,9,2357.438125371933
11,10X_NCI_A_cellranger3.1_umap.csv,6050,10,2902.64168715477
12,10X_NCI_A_umitools_umap.csv,5344,9,2375.4056327342987
13,10X_NCI_A_zumi_umap.csv,5385,9,3207.1906595230103
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,1371.0793557167053
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1749.1769196987152
16,10X_NCI_B_umitools_umap.csv,2630,7,1375.7274851799011
17,10X_NCI_B_zumi_umap.csv,2836,7,1476.8020396232605
18,10X_NCI_M_A_cellranger2.0_umap.csv,5354,9,3315.7017982006073
19,10X_NCI_M_A_cellranger3.1_umap.csv,6097,9,3744.898145675659
20,10X_NCI_M_A_umitools_umap.csv,5339,9,3290.8266067504883
21,10X_NCI_M_A_zumi_umap.csv,5416,9,3326.829855442047
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1369.5841851234436
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1741.277860879898
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1369.3422827720642
25,10X_NCI_M_B_zumi_umap.csv,2805,7,1465.9176278114319
26,C1_FDA_HT_A_featureCounts_umap.csv,197,3,111.95374655723572
27,C1_FDA_HT_A_kallisto_umap.csv,195,4,122.74667143821716
28,C1_FDA_HT_A_rsem_umap.csv,197,3,110.07378602027893
29,C1_FDA_HT_B_featureCounts_umap.csv,231,4,135.53639912605286
30,C1_FDA_HT_B_kallisto_umap.csv,224,4,132.18037915229797
31,C1_FDA_HT_B_rsem_umap.csv,231,4,133.27166867256165
32,C1_LLU_A_featureCounts_umap.csv,70,3,76.2373960018158
33,C1_LLU_A_kallisto_umap.csv,72,3,76.93213868141174
34,C1_LLU_A_rsem_umap.csv,71,3,75.97722816467285
35,C1_LLU_B_featureCounts_umap.csv,59,3,72.87244606018066
36,C1_LLU_B_kallisto_umap.csv,60,3,73.29605054855347
37,C1_LLU_B_rsem_umap.csv,60,3,74.13517761230469
38,ICELL8_PE_A_featureCounts_umap.csv,568,5,283.64700722694397
39,ICELL8_PE_A_kallisto_umap.csv,570,5,267.76721382141113
40,ICELL8_PE_A_rsem_umap.csv,563,5,252.36785173416138
41,ICELL8_PE_B_featureCounts_umap.csv,547,4,216.3827133178711
42,ICELL8_PE_B_kallisto_umap.csv,551,5,250.66161727905273
43,ICELL8_PE_B_rsem_umap.csv,548,5,250.81399989128113
44,ICELL8_SE_A_featureCounts_umap.csv,570,4,222.4832923412323
45,ICELL8_SE_A_rsem_umap.csv,569,5,256.4643268585205
46,ICELL8_SE_B_featureCounts_umap.csv,550,4,215.65860176086426
47,ICELL8_SE_B_rsem_umap.csv,549,5,251.7513072490692
