,Benchmark,Instance #,Cluster #,so-time
0,ICELL8_SE_A_kallisto_umap.csv,571,4,165.30583429336548
1,ICELL8_SE_B_kallisto_umap.csv,553,5,186.96022415161133
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,908.8121922016144
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,1019.0061345100403
4,10X_LLU_A_umitools_umap.csv,2476,7,896.0342104434967
5,10X_LLU_A_zumi_umap.csv,2825,7,1020.2832763195038
6,10X_LLU_B_cellranger2.0_umap.csv,1211,6,419.0778329372406
7,10X_LLU_B_cellranger3.1_umap.csv,1327,6,455.0924847126007
8,10X_LLU_B_umitools_umap.csv,1184,6,410.9228391647339
9,10X_LLU_B_zumi_umap.csv,1207,6,417.15514159202576
10,10X_NCI_A_cellranger2.0_umap.csv,5355,9,2348.185428380966
11,10X_NCI_A_cellranger3.1_umap.csv,6050,10,2877.5348660945892
12,10X_NCI_A_umitools_umap.csv,5344,9,2346.302303791046
13,10X_NCI_A_zumi_umap.csv,5385,9,2361.7829570770264
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,941.2930288314819
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1236.4002478122711
16,10X_NCI_B_umitools_umap.csv,2630,8,1061.1897869110107
17,10X_NCI_B_zumi_umap.csv,2836,8,1142.6462848186493
18,10X_NCI_M_A_cellranger2.0_umap.csv,5354,9,2336.154695034027
19,10X_NCI_M_A_cellranger3.1_umap.csv,6097,9,2648.283148765564
20,10X_NCI_M_A_umitools_umap.csv,5339,9,2588.146847963333
21,10X_NCI_M_A_zumi_umap.csv,5416,9,3409.3235421180725
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1312.7602186203003
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1781.0669894218445
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1375.643769979477
25,10X_NCI_M_B_zumi_umap.csv,2805,8,1566.725100517273
26,C1_FDA_HT_A_featureCounts_umap.csv,197,3,103.68725252151489
27,C1_FDA_HT_A_kallisto_umap.csv,195,3,99.8445074558258
28,C1_FDA_HT_A_rsem_umap.csv,197,3,111.21697425842285
29,C1_FDA_HT_B_featureCounts_umap.csv,231,4,134.13476634025574
30,C1_FDA_HT_B_kallisto_umap.csv,224,4,134.08591032028198
31,C1_FDA_HT_B_rsem_umap.csv,231,4,135.71581411361694
32,C1_LLU_A_featureCounts_umap.csv,70,3,75.16222143173218
33,C1_LLU_A_kallisto_umap.csv,72,3,78.25920152664185
34,C1_LLU_A_rsem_umap.csv,71,3,75.34988284111023
35,C1_LLU_B_featureCounts_umap.csv,59,3,75.7459990978241
36,C1_LLU_B_kallisto_umap.csv,60,3,73.23258233070374
37,C1_LLU_B_rsem_umap.csv,60,3,75.51137614250183
38,ICELL8_PE_A_featureCounts_umap.csv,568,5,285.7095642089844
39,ICELL8_PE_A_kallisto_umap.csv,570,5,277.42256021499634
40,ICELL8_PE_A_rsem_umap.csv,563,5,271.8494668006897
41,ICELL8_PE_B_featureCounts_umap.csv,547,4,233.2361958026886
42,ICELL8_PE_B_kallisto_umap.csv,551,4,217.9343774318695
43,ICELL8_PE_B_rsem_umap.csv,548,5,247.8424265384674
44,ICELL8_SE_A_featureCounts_umap.csv,570,4,222.667138338089
45,ICELL8_SE_A_rsem_umap.csv,569,5,254.78195762634277
46,ICELL8_SE_B_featureCounts_umap.csv,550,5,249.29762387275696
47,ICELL8_SE_B_rsem_umap.csv,549,5,248.4131999015808
