,Benchmark,Instance #,Cluster #,so-time
0,ICELL8_SE_A_kallisto_umap.csv,571,4,167.16896796226501
1,ICELL8_SE_B_kallisto_umap.csv,553,5,190.0788516998291
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,912.1490635871887
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,1033.773119688034
4,10X_LLU_A_umitools_umap.csv,2476,7,916.0805206298828
5,10X_LLU_A_zumi_umap.csv,2825,7,1033.4008340835571
6,10X_LLU_B_cellranger2.0_umap.csv,1211,6,424.42124915122986
7,10X_LLU_B_cellranger3.1_umap.csv,1327,6,457.3831157684326
8,10X_LLU_B_umitools_umap.csv,1184,6,414.7769591808319
9,10X_LLU_B_zumi_umap.csv,1207,6,419.13489818573
10,10X_NCI_A_cellranger2.0_umap.csv,5355,9,2363.186057329178
11,10X_NCI_A_cellranger3.1_umap.csv,6050,10,2920.491307258606
12,10X_NCI_A_umitools_umap.csv,5344,10,2572.5143246650696
13,10X_NCI_A_zumi_umap.csv,5385,8,2151.1477303504944
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,947.0702095031738
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1239.731266260147
16,10X_NCI_B_umitools_umap.csv,2630,8,1069.161766052246
17,10X_NCI_B_zumi_umap.csv,2836,8,1152.8335464000702
18,10X_NCI_M_A_cellranger2.0_umap.csv,5354,9,2377.060052394867
19,10X_NCI_M_A_cellranger3.1_umap.csv,6097,10,2944.292480945587
20,10X_NCI_M_A_umitools_umap.csv,5339,9,2762.880181312561
21,10X_NCI_M_A_zumi_umap.csv,5416,9,3253.9181859493256
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1323.358516216278
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1748.4398906230927
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1323.232334136963
25,10X_NCI_M_B_zumi_umap.csv,2805,7,1425.9278388023376
26,C1_FDA_HT_A_featureCounts_umap.csv,197,3,105.94527387619019
27,C1_FDA_HT_A_kallisto_umap.csv,195,3,108.41751384735107
28,C1_FDA_HT_A_rsem_umap.csv,197,3,109.35250735282898
29,C1_FDA_HT_B_featureCounts_umap.csv,231,4,134.40957355499268
30,C1_FDA_HT_B_kallisto_umap.csv,224,4,130.7395007610321
31,C1_FDA_HT_B_rsem_umap.csv,231,4,123.57711482048035
32,C1_LLU_A_featureCounts_umap.csv,70,3,71.64080095291138
33,C1_LLU_A_kallisto_umap.csv,72,3,68.69636368751526
34,C1_LLU_A_rsem_umap.csv,71,3,71.6995096206665
35,C1_LLU_B_featureCounts_umap.csv,59,3,65.05882596969604
36,C1_LLU_B_kallisto_umap.csv,60,3,69.51102209091187
37,C1_LLU_B_rsem_umap.csv,60,3,64.60188508033752
38,ICELL8_PE_A_featureCounts_umap.csv,568,5,267.51512694358826
39,ICELL8_PE_A_kallisto_umap.csv,570,5,266.64038348197937
40,ICELL8_PE_A_rsem_umap.csv,563,5,276.63046193122864
41,ICELL8_PE_B_featureCounts_umap.csv,547,4,239.46492385864258
42,ICELL8_PE_B_kallisto_umap.csv,551,5,277.489009141922
43,ICELL8_PE_B_rsem_umap.csv,548,5,277.6046874523163
44,ICELL8_SE_A_featureCounts_umap.csv,570,4,247.0793890953064
45,ICELL8_SE_A_rsem_umap.csv,569,5,268.2083008289337
46,ICELL8_SE_B_featureCounts_umap.csv,550,5,257.29075860977173
47,ICELL8_SE_B_rsem_umap.csv,549,5,252.63176345825195
