,Benchmark,Instance #,Cluster #,so-time
0,ICELL8_SE_A_kallisto_umap.csv,571,4,202.15687584877014
1,ICELL8_SE_B_kallisto_umap.csv,553,5,225.04560256004333
2,10X_LLU_A_cellranger2.0_umap.csv,2505,7,1082.3840017318726
3,10X_LLU_A_cellranger3.1_umap.csv,2825,7,1213.2146496772766
4,10X_LLU_A_umitools_umap.csv,2476,7,1073.3849947452545
5,10X_LLU_A_zumi_umap.csv,2825,8,1352.4403579235077
6,10X_LLU_B_cellranger2.0_umap.csv,1211,6,497.93007040023804
7,10X_LLU_B_cellranger3.1_umap.csv,1327,5,478.6397898197174
8,10X_LLU_B_umitools_umap.csv,1184,6,490.47750639915466
9,10X_LLU_B_zumi_umap.csv,1207,6,495.51689195632935
10,10X_NCI_A_cellranger2.0_umap.csv,5355,9,2734.129819393158
11,10X_NCI_A_cellranger3.1_umap.csv,6050,9,3088.1703386306763
12,10X_NCI_A_umitools_umap.csv,5344,9,2564.2859582901
13,10X_NCI_A_zumi_umap.csv,5385,9,2714.232847213745
14,10X_NCI_B_cellranger2.0_umap.csv,2585,7,1124.5958211421967
15,10X_NCI_B_cellranger3.1_umap.csv,3059,8,1457.4904127120972
16,10X_NCI_B_umitools_umap.csv,2630,8,1278.6058602333069
17,10X_NCI_B_zumi_umap.csv,2836,7,1238.122219800949
18,10X_NCI_M_A_cellranger2.0_umap.csv,5354,9,2763.7302508354187
19,10X_NCI_M_A_cellranger3.1_umap.csv,6097,9,3122.7226831912994
20,10X_NCI_M_A_umitools_umap.csv,5339,10,2991.4150812625885
21,10X_NCI_M_A_zumi_umap.csv,5416,8,2524.5154945850372
22,10X_NCI_M_B_cellranger2.0_umap.csv,2589,7,1131.0834803581238
23,10X_NCI_M_B_cellranger3.1_umap.csv,3046,8,1462.232257604599
24,10X_NCI_M_B_umitools_umap.csv,2628,7,1148.802907705307
25,10X_NCI_M_B_zumi_umap.csv,2805,7,1228.4443821907043
26,C1_FDA_HT_A_featureCounts_umap.csv,197,3,92.79424595832825
27,C1_FDA_HT_A_kallisto_umap.csv,195,3,93.30616402626038
28,C1_FDA_HT_A_rsem_umap.csv,197,3,92.37957692146301
29,C1_FDA_HT_B_featureCounts_umap.csv,231,4,110.75308084487915
30,C1_FDA_HT_B_kallisto_umap.csv,224,4,110.03253293037415
31,C1_FDA_HT_B_rsem_umap.csv,231,4,111.5078694820404
32,C1_LLU_A_featureCounts_umap.csv,70,3,63.84156394004822
33,C1_LLU_A_kallisto_umap.csv,72,3,65.19393944740295
34,C1_LLU_A_rsem_umap.csv,71,3,65.87988114356995
35,C1_LLU_B_featureCounts_umap.csv,59,3,63.2022967338562
36,C1_LLU_B_kallisto_umap.csv,60,3,64.39439749717712
37,C1_LLU_B_rsem_umap.csv,60,3,63.44300580024719
38,ICELL8_PE_A_featureCounts_umap.csv,568,5,232.29900288581848
39,ICELL8_PE_A_kallisto_umap.csv,570,5,230.39915490150452
40,ICELL8_PE_A_rsem_umap.csv,563,5,229.45712566375732
41,ICELL8_PE_B_featureCounts_umap.csv,547,4,194.7277057170868
42,ICELL8_PE_B_kallisto_umap.csv,551,4,195.93774485588074
43,ICELL8_PE_B_rsem_umap.csv,548,4,196.177401304245
44,ICELL8_SE_A_featureCounts_umap.csv,570,4,201.96728134155273
45,ICELL8_SE_A_rsem_umap.csv,569,5,231.4714117050171
46,ICELL8_SE_B_featureCounts_umap.csv,550,4,198.3729076385498
47,ICELL8_SE_B_rsem_umap.csv,549,5,224.94950342178345
