ID	did	seurat_cluster	kmeans_cluster	labels
Cell1	1	4	62	63
Cell2	1	6	5	61
Cell3	1	3	18	25
Cell4	1	3	10	30
Cell5	1	2	57	50
Cell6	1	3	10	25
Cell7	1	17	64	14
Cell8	1	1	33	48
Cell9	1	9	32	57
Cell10	1	1	22	49
Cell11	1	4	17	15
Cell12	1	12	26	29
Cell13	1	5	38	25
Cell15	1	15	55	8
Cell16	1	3	10	57
Cell17	1	4	44	63
Cell18	1	6	8	28
Cell19	1	4	17	33
Cell20	1	6	59	20
Cell21	1	6	8	28
Cell22	1	2	63	17
Cell23	1	9	43	34
Cell24	1	15	55	8
Cell25	1	16	6	16
Cell26	1	1	39	32
Cell27	1	1	39	35
Cell28	1	8	61	44
Cell29	1	12	26	21
Cell30	1	1	33	56
Cell31	1	6	8	28
Cell32	1	1	25	15
Cell33	1	4	58	9
Cell34	1	3	31	6
Cell35	1	8	15	27
Cell36	1	12	26	3
Cell37	1	13	7	54
Cell38	1	7	3	7
Cell39	1	5	12	20
Cell40	1	3	31	26
Cell41	1	2	2	53
Cell42	1	8	53	31
Cell43	1	3	9	47
Cell44	1	9	43	60
Cell45	1	12	26	51
Cell46	1	2	63	31
Cell47	1	2	46	40
Cell48	1	6	30	1
Cell49	1	1	4	52
Cell50	1	3	50	35
Cell51	1	4	37	45
Cell52	1	18	45	39
Cell53	1	9	43	60
Cell54	1	14	34	55
Cell55	1	3	50	58
Cell56	1	8	15	17
Cell57	1	8	61	44
Cell58	1	7	29	38
Cell59	1	17	22	7
Cell60	1	18	45	39
Cell61	1	14	34	49
Cell62	1	8	51	27
Cell63	1	12	26	51
Cell64	1	1	25	18
Cell65	1	4	62	6
Cell66	1	6	30	11
Cell67	1	13	7	54
Cell68	1	7	29	28
Cell69	1	5	27	4
Cell70	1	1	27	47
Cell71	1	4	17	31
Cell72	1	17	64	14
Cell73	1	14	34	55
Cell75	1	2	47	25
Cell76	1	7	3	40
Cell77	1	5	11	58
Cell78	1	4	44	36
Cell79	1	17	64	14
Cell80	1	16	6	16
Cell81	1	7	52	38
Cell82	1	2	2	53
Cell83	1	6	21	42
Cell85	1	4	62	17
Cell86	1	1	22	59
Cell87	1	6	59	47
Cell88	1	2	2	53
Cell89	1	4	62	36
Cell90	1	4	19	26
Cell91	1	12	26	51
Cell92	1	5	21	1
Cell93	1	7	29	38
Cell94	1	3	9	61
Cell95	1	5	27	47
Cell96	1	8	53	27
Cell97	1	9	43	60
Cell98	1	5	12	40
Cell99	1	11	44	10
Cell100	1	9	43	60
Cell101	1	9	43	60
Cell102	1	5	38	42
Cell103	1	15	55	8
Cell104	1	10	49	13
Cell105	1	14	34	55
Cell106	1	2	46	21
Cell107	1	5	40	11
Cell108	1	5	27	24
Cell109	1	6	8	21
Cell110	1	17	64	7
Cell111	1	11	42	23
Cell112	1	1	25	18
Cell113	1	2	46	31
Cell114	1	5	11	4
Cell115	1	10	21	61
Cell116	1	10	49	42
Cell118	1	11	42	23
Cell119	1	13	7	54
Cell120	1	13	7	54
Cell121	1	5	35	15
Cell122	1	13	7	54
Cell123	1	3	3	19
Cell124	1	1	23	35
Cell125	1	9	43	43
Cell126	1	3	18	64
Cell127	1	2	63	45
Cell128	1	10	49	13
Cell130	1	1	28	64
Cell131	1	3	50	63
Cell132	1	1	22	59
Cell133	1	5	36	22
Cell135	1	3	56	34
Cell136	1	1	22	59
Cell137	1	3	3	58
Cell138	1	2	46	2
Cell139	1	17	64	14
Cell140	1	8	51	25
Cell141	1	3	18	33
Cell142	1	10	49	13
Cell144	1	5	9	3
Cell145	1	1	25	18
Cell146	1	7	29	15
Cell147	1	14	34	21
Cell148	1	1	22	59
Cell149	1	5	38	62
Cell150	1	4	37	10
Cell151	1	5	36	49
Cell152	1	3	9	58
Cell153	1	6	5	41
Cell154	1	8	41	27
Cell155	1	2	47	2
Cell156	1	1	25	18
Cell157	1	1	39	25
Cell158	1	5	11	33
Cell159	1	3	18	6
Cell160	1	5	36	42
Cell161	1	7	29	43
Cell162	1	16	6	16
Cell163	1	11	42	23
Cell164	1	13	7	54
Cell165	1	1	4	29
Cell166	1	3	56	34
Cell167	1	17	64	14
Cell168	1	11	42	9
Cell169	1	4	44	36
Cell170	1	8	53	31
Cell171	1	2	47	45
Cell172	1	3	18	35
Cell173	1	16	6	16
Cell174	1	2	47	2
Cell175	1	8	53	27
Cell176	1	13	7	54
Cell177	1	5	36	18
Cell178	1	7	52	38
Cell179	1	2	16	19
Cell180	1	1	25	24
Cell181	1	14	34	55
Cell182	1	1	20	61
Cell183	1	14	34	55
Cell184	1	8	41	9
Cell186	1	1	33	48
Cell187	1	15	12	8
Cell188	1	16	6	5
Cell189	1	1	39	59
Cell190	1	14	34	12
Cell191	1	11	42	30
Cell192	1	3	13	52
Cell193	1	17	64	14
Cell194	1	14	34	55
Cell195	1	1	28	59
Cell196	1	2	57	63
Cell197	1	3	18	34
Cell198	1	7	29	43
Cell199	1	7	14	41
Cell200	1	4	37	10
Cell201	1	2	57	50
Cell202	1	11	42	23
Cell203	1	2	2	10
Cell204	1	17	64	14
Cell205	1	2	2	53
Cell206	1	4	54	26
Cell207	1	3	31	6
Cell208	1	16	6	16
Cell210	1	3	19	47
Cell211	1	12	26	52
Cell212	1	8	53	27
Cell213	1	8	41	25
Cell215	1	2	2	21
Cell216	1	7	52	38
Cell217	1	8	61	44
Cell218	1	5	11	56
Cell219	1	17	64	14
Cell220	1	2	46	63
Cell221	1	8	15	26
Cell222	1	12	26	21
Cell225	1	2	47	2
Cell226	1	5	21	34
Cell227	1	10	49	15
Cell228	1	8	61	44
Cell229	1	4	44	10
Cell230	1	4	44	9
Cell231	1	3	56	5
Cell232	1	1	20	48
Cell233	1	6	8	28
Cell234	1	15	55	8
Cell235	1	14	34	55
Cell236	1	2	2	9
Cell237	1	6	30	28
Cell238	1	10	32	57
Cell239	1	10	32	3
Cell240	1	3	50	56
Cell241	1	3	18	19
Cell242	1	11	42	23
Cell243	1	18	45	39
Cell244	1	4	58	25
Cell245	1	4	19	36
Cell246	1	5	38	4
Cell247	1	8	61	44
Cell248	1	15	55	8
Cell249	1	3	3	19
Cell250	1	14	34	55
Cell251	1	16	6	16
Cell252	1	13	7	54
Cell253	1	12	26	51
Cell254	1	5	40	41
Cell256	1	6	8	28
Cell257	1	1	4	22
Cell258	1	8	51	24
Cell259	1	4	37	49
Cell260	1	16	6	16
Cell261	1	8	51	27
Cell262	1	1	33	48
Cell263	1	7	52	46
Cell264	1	1	22	59
Cell265	1	1	27	47
Cell266	1	13	7	52
Cell267	1	6	8	29
Cell268	1	3	56	58
Cell269	1	8	61	27
Cell270	1	5	12	32
Cell271	1	2	57	31
Cell272	1	7	54	45
Cell273	1	17	64	14
Cell274	1	12	26	51
Cell275	1	5	35	32
Cell276	1	2	2	26
Cell277	1	1	22	59
Cell278	1	7	59	46
Cell279	1	1	33	48
Cell280	1	13	7	54
Cell281	1	6	59	41
Cell282	1	11	42	23
Cell283	1	7	54	35
Cell284	1	6	59	7
Cell285	1	12	26	45
Cell286	1	10	32	1
Cell287	1	12	26	51
Cell288	1	3	9	19
Cell289	1	6	30	42
Cell290	1	2	46	1
Cell291	1	6	30	43
Cell294	1	12	26	51
Cell295	1	1	25	42
Cell296	1	11	42	23
Cell297	1	10	49	13
Cell298	1	7	29	12
Cell299	1	6	30	11
Cell300	1	2	63	26
Cell301	1	7	54	63
Cell302	1	17	64	14
Cell303	1	1	23	18
Cell304	1	2	63	9
Cell305	1	7	52	17
Cell306	1	7	52	46
Cell307	1	2	2	53
Cell308	1	5	38	62
Cell309	1	8	61	44
Cell310	1	7	29	38
Cell311	1	19	60	5
Cell312	1	5	11	58
Cell313	1	10	49	47
Cell314	1	11	42	23
Cell315	1	1	20	48
Cell318	1	8	61	44
Cell319	1	4	24	30
Cell320	1	2	2	50
Cell321	1	16	6	16
Cell322	1	2	2	1
Cell323	1	4	17	63
Cell324	1	3	10	49
Cell325	1	13	7	54
Cell326	1	2	47	1
Cell327	1	9	43	60
Cell329	1	16	6	16
Cell330	1	7	52	34
Cell332	1	3	31	47
Cell333	1	9	36	60
Cell334	1	2	57	46
Cell335	1	5	59	41
Cell336	1	2	57	50
Cell337	1	5	35	58
Cell338	1	1	4	56
Cell339	1	10	49	26
Cell340	1	1	28	64
Cell342	1	6	21	28
Cell343	1	5	35	46
Cell344	1	4	24	26
Cell345	1	2	57	50
Cell346	1	8	61	44
Cell347	1	7	29	38
Cell348	1	12	26	51
Cell349	1	2	2	50
Cell350	1	3	56	56
Cell351	1	4	24	52
Cell352	1	2	46	3
Cell353	1	9	32	57
Cell354	1	18	1	22
Cell355	1	1	22	59
Cell356	1	2	46	52
Cell357	1	3	50	34
Cell358	1	4	31	22
Cell359	1	7	54	12
Cell360	1	6	21	45
Cell361	1	4	37	12
Cell362	1	4	44	22
Cell363	1	9	32	57
Cell364	1	5	36	49
Cell366	1	1	28	61
Cell367	1	16	6	16
Cell368	1	5	23	19
Cell369	1	8	61	44
Cell370	1	1	25	25
Cell371	1	16	6	16
Cell372	1	4	44	9
Cell373	1	11	42	23
Cell374	1	1	22	15
Cell375	1	6	30	21
Cell376	1	14	34	49
Cell377	1	5	40	42
Cell378	1	3	50	21
Cell380	1	2	47	28
Cell381	1	3	56	58
Cell382	1	3	50	20
Cell383	1	8	15	40
Cell385	1	15	55	8
Cell386	1	5	36	15
Cell387	1	2	46	53
Cell388	1	10	32	24
Cell389	1	2	47	34
Cell390	1	2	46	40
Cell391	1	6	5	31
Cell392	1	7	14	10
Cell393	1	3	10	12
Cell394	1	3	19	5
Cell395	1	6	8	31
Cell396	1	9	43	60
Cell397	1	1	28	20
Cell398	1	1	27	56
Cell399	1	3	10	43
Cell400	1	4	58	24
Cell401	1	3	50	58
Cell402	1	5	23	20
Cell403	1	1	23	26
Cell404	1	3	3	19
Cell405	1	15	55	8
Cell406	1	4	24	18
Cell407	1	15	12	41
Cell408	1	14	34	59
Cell409	1	3	19	6
Cell410	1	7	52	12
Cell411	1	1	39	42
Cell412	1	9	43	60
Cell413	1	1	27	15
Cell414	1	6	5	32
Cell415	1	10	49	13
Cell416	1	9	48	22
Cell417	1	10	49	47
Cell418	1	12	26	51
Cell419	1	9	43	60
Cell420	1	3	50	58
Cell421	1	16	58	49
Cell422	1	8	15	31
Cell423	1	3	18	12
Cell424	1	7	54	12
Cell425	1	1	22	61
Cell426	1	10	49	13
Cell427	1	7	29	52
Cell428	1	2	47	31
Cell429	1	7	52	7
Cell430	1	13	7	54
Cell432	1	9	32	6
Cell433	1	11	42	23
Cell434	1	5	48	47
Cell435	1	5	40	35
Cell436	1	9	36	42
Cell437	1	5	21	20
Cell438	1	1	28	59
Cell439	1	6	8	35
Cell440	1	5	40	48
Cell441	1	4	62	63
Cell442	1	6	30	11
Cell443	1	16	58	16
Cell444	1	17	64	14
Cell445	1	16	6	16
Cell446	1	2	2	1
Cell447	1	12	26	51
Cell448	1	2	2	52
Cell449	1	10	49	26
Cell450	1	13	7	54
Cell451	1	10	49	13
Cell452	1	12	26	51
Cell453	1	6	8	1
Cell454	1	4	44	63
Cell455	1	2	57	50
Cell457	1	3	18	25
Cell458	1	18	45	39
Cell459	1	3	31	6
Cell460	1	10	49	13
Cell461	1	7	3	49
Cell462	1	13	7	28
Cell463	1	8	51	1
Cell464	1	13	7	15
Cell465	1	16	6	16
Cell466	1	5	9	58
Cell467	1	16	6	16
Cell468	1	9	43	60
Cell469	1	2	2	40
Cell470	1	3	9	58
Cell471	1	7	29	38
Cell472	1	5	35	7
Cell474	1	16	6	16
Cell475	1	4	19	3
Cell476	1	11	42	23
Cell478	1	7	54	33
Cell479	1	1	33	48
Cell480	1	3	18	43
Cell481	1	7	14	10
Cell482	1	3	13	31
Cell483	1	1	23	34
Cell484	1	10	49	42
Cell486	1	9	43	60
Cell487	1	12	26	51
Cell488	1	14	34	55
Cell489	1	5	35	31
Cell490	1	2	24	52
Cell491	1	8	41	61
Cell492	1	18	45	39
Cell493	1	1	33	24
Cell495	1	7	29	38
Cell497	1	13	7	54
Cell498	1	6	30	11
Cell499	1	8	15	64
Cell500	1	3	10	19
Cell501	1	3	50	19
Cell503	1	4	24	24
Cell504	1	7	54	30
Cell505	1	5	40	47
Cell506	1	1	39	59
Cell507	1	4	24	61
Cell508	1	6	8	45
Cell510	1	13	7	54
Cell511	1	9	43	60
Cell512	1	4	37	63
Cell513	1	16	6	16
Cell515	1	13	7	54
Cell516	1	3	3	58
Cell517	1	4	17	26
Cell518	1	3	9	58
Cell519	1	10	49	32
Cell520	1	4	17	36
Cell521	1	7	14	10
Cell522	1	7	14	2
Cell523	1	3	50	34
Cell524	1	15	55	8
Cell525	1	5	40	4
Cell526	1	3	56	34
Cell527	1	2	63	22
Cell528	1	2	47	28
Cell529	1	3	56	3
Cell530	1	13	7	54
Cell531	1	18	45	39
Cell532	1	5	40	46
Cell533	1	1	28	61
Cell534	1	2	2	53
Cell535	1	16	6	16
Cell536	1	4	37	10
Cell537	1	3	19	15
Cell538	1	18	45	39
Cell539	1	15	55	41
Cell540	1	14	34	55
Cell542	1	7	54	5
Cell543	1	15	55	8
Cell544	1	4	37	10
Cell545	1	3	50	12
Cell546	1	1	28	26
Cell547	1	1	33	48
Cell548	1	2	63	2
Cell550	1	5	35	46
Cell552	1	1	25	24
Cell553	1	9	43	47
Cell554	1	3	19	6
Cell555	1	7	52	7
Cell556	1	2	57	50
Cell557	1	7	52	7
Cell559	1	3	18	64
Cell560	1	9	43	60
Cell561	1	18	45	39
Cell562	1	3	13	12
Cell563	1	7	14	53
Cell564	1	7	35	35
Cell566	1	2	2	45
Cell567	1	10	49	7
Cell568	1	1	28	49
Cell570	1	5	21	57
Cell571	1	17	64	14
Cell572	1	11	42	23
Cell573	1	1	28	15
Cell574	1	1	28	26
Cell575	1	5	40	11
Cell576	1	11	42	23
Cell577	1	3	13	12
Cell579	1	5	40	46
Cell580	1	5	40	7
Cell581	1	6	59	43
Cell582	1	5	11	62
Cell583	1	3	3	22
Cell584	1	5	27	18
Cell585	1	7	52	28
Cell586	1	3	19	17
Cell587	1	1	4	48
Cell588	1	6	8	28
Cell589	1	9	48	57
Cell590	1	2	63	3
Cell591	1	5	21	42
Cell592	1	1	39	18
Cell593	1	3	50	19
Cell594	1	2	2	26
Cell595	1	7	29	47
Cell596	1	9	32	57
Cell597	1	4	19	36
Cell599	1	2	2	53
Cell600	1	5	11	62
Cell601	1	14	34	36
Cell602	1	10	49	13
Cell603	1	1	39	59
Cell604	1	9	43	60
Cell605	1	2	47	3
Cell606	1	5	35	4
Cell607	1	2	2	1
Cell608	1	6	59	41
Cell609	1	7	52	46
Cell610	1	9	43	60
Cell611	1	6	30	11
Cell612	1	7	29	38
Cell613	1	4	13	12
Cell614	1	17	64	14
Cell615	1	18	45	39
Cell617	1	7	14	10
Cell618	1	4	37	22
Cell619	1	1	22	59
Cell620	1	7	54	58
Cell621	1	6	5	2
Cell622	1	8	51	40
Cell623	1	5	11	35
Cell624	1	1	23	42
Cell625	1	7	29	38
Cell626	1	2	16	30
Cell627	1	8	41	34
Cell628	1	6	5	7
Cell629	1	7	46	63
Cell630	1	5	40	42
Cell631	1	13	7	54
Cell632	1	3	56	20
Cell633	1	18	1	22
Cell634	1	4	54	32
Cell635	1	3	31	43
Cell636	1	4	24	31
Cell637	1	18	45	39
Cell638	1	2	57	1
Cell639	1	13	7	35
Cell640	1	10	49	13
Cell641	1	9	32	15
Cell642	1	5	36	49
Cell643	1	5	48	20
Cell644	1	3	56	34
Cell645	1	6	59	20
Cell646	1	4	37	10
Cell647	1	7	29	40
Cell648	1	11	44	3
Cell649	1	9	48	26
Cell650	1	2	16	50
