,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,59.822,29.853,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.333,0.170,0.438,0.366,0.313,0.535,12,7
1,953,4,57.966,33.257,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.359,0.440,0.720,0.462,0.748,0.854,12,7
2,953,8,66.400,41.416,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,78.996,56.285,0.818,0.788,0.933,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,109.027,85.918,0.552,0.623,0.745,0.543,0.611,0.741,0.550,0.617,0.745,0.525,0.515,0.733,0.482,0.409,0.704,20,17
5,951,64,176.369,141.242,0.323,0.163,0.520,0.307,0.153,0.509,0.369,0.165,0.524,0.332,0.098,0.376,0.352,0.059,0.289,15,8
6,1892,2,67.167,36.824,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.324,0.131,0.400,0.318,0.241,0.487,17,9
7,1896,4,70.827,43.405,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.306,0.365,0.676,0.333,0.578,0.782,16,9
8,1895,8,84.762,57.369,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.494,0.761,0.893,0.898,1.000,1.000,14,8
9,1898,16,109.089,86.928,0.838,0.963,0.971,0.816,0.911,0.961,0.838,0.964,0.971,0.836,0.961,0.972,0.851,0.926,0.967,16,15
10,1900,32,168.092,138.826,0.543,0.527,0.729,0.577,0.645,0.752,0.595,0.653,0.757,0.587,0.568,0.749,0.584,0.547,0.746,22,21
11,1902,64,295.195,251.157,0.353,0.245,0.524,0.327,0.254,0.517,0.392,0.273,0.532,0.371,0.173,0.459,0.354,0.137,0.430,21,16
12,2836,2,73.675,43.620,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.301,0.105,0.378,0.302,0.203,0.458,20,11
13,2841,4,84.057,54.304,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.334,0.315,0.653,0.343,0.457,0.724,18,12
14,2843,8,102.311,73.704,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.367,0.583,0.833,0.876,1.000,1.000,19,8
15,2841,16,144.179,112.838,0.846,0.922,0.958,0.816,0.908,0.954,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,230.362,194.230,0.565,0.626,0.750,0.579,0.647,0.752,0.597,0.658,0.760,0.576,0.605,0.755,0.578,0.550,0.745,25,22
17,2845,64,414.187,358.312,0.297,0.184,0.466,0.339,0.253,0.504,0.406,0.303,0.519,0.387,0.207,0.479,0.347,0.157,0.453,25,19
18,3792,2,85.129,50.919,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.290,0.120,0.392,0.311,0.197,0.454,18,11
19,3798,4,97.351,63.614,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.303,0.260,0.622,0.331,0.451,0.723,22,12
20,3788,8,124.563,92.012,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.357,0.516,0.804,0.820,0.974,0.984,23,9
21,3783,16,181.210,143.311,0.850,0.911,0.959,0.828,0.965,0.970,0.828,0.964,0.970,0.828,0.966,0.971,0.828,0.966,0.971,16,16
22,3791,32,298.462,249.366,0.656,0.764,0.842,0.654,0.758,0.839,0.660,0.768,0.841,0.637,0.754,0.843,0.635,0.683,0.832,30,25
23,3792,64,533.670,464.635,0.397,0.321,0.538,0.358,0.305,0.531,0.427,0.338,0.544,0.400,0.240,0.516,0.388,0.194,0.494,28,21
24,4739,2,92.825,58.235,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.300,0.104,0.378,0.311,0.176,0.441,20,12
25,4742,4,108.776,76.922,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.320,0.286,0.637,0.331,0.426,0.709,20,13
26,4744,8,144.003,106.902,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.349,0.504,0.799,0.532,0.809,0.910,24,13
27,4744,16,215.871,172.304,0.841,0.915,0.966,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.976,0.980,0.851,0.975,0.979,16,16
28,4746,32,359.172,303.988,0.669,0.751,0.836,0.649,0.759,0.834,0.669,0.777,0.840,0.682,0.753,0.841,0.651,0.689,0.831,28,25
29,4740,64,654.308,579.529,0.400,0.354,0.549,0.342,0.304,0.536,0.439,0.367,0.555,0.399,0.282,0.540,0.360,0.199,0.501,32,22
30,5697,2,100.952,63.677,0.870,1.000,1.000,0.870,1.000,1.000,0.870,1.000,1.000,0.292,0.090,0.362,0.312,0.148,0.419,24,14
31,5687,4,122.867,86.334,0.887,1.000,1.000,0.887,1.000,1.000,0.887,1.000,1.000,0.294,0.237,0.605,0.321,0.411,0.699,26,14
32,5690,8,163.562,127.753,0.889,1.000,1.000,0.889,1.000,1.000,0.889,1.000,1.000,0.335,0.472,0.787,0.530,0.807,0.909,26,13
33,5682,16,249.010,204.913,0.810,0.944,0.956,0.772,0.882,0.945,0.810,0.945,0.957,0.808,0.944,0.955,0.808,0.945,0.956,16,16
34,5691,32,424.177,359.404,0.628,0.724,0.815,0.633,0.741,0.818,0.639,0.751,0.821,0.630,0.742,0.821,0.613,0.662,0.807,30,25
35,5691,64,780.884,686.871,0.396,0.332,0.561,0.363,0.326,0.560,0.451,0.382,0.573,0.418,0.278,0.550,0.429,0.260,0.541,31,27
36,6653,2,108.704,69.160,0.880,1.000,1.000,0.880,1.000,1.000,0.880,1.000,1.000,0.268,0.088,0.359,0.319,0.148,0.418,25,14
37,6643,4,134.138,96.621,0.864,1.000,1.000,0.864,1.000,1.000,0.864,1.000,1.000,0.312,0.234,0.606,0.337,0.400,0.697,25,14
38,6648,8,183.572,143.271,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.334,0.455,0.781,0.535,0.815,0.911,27,13
39,6645,16,282.644,232.585,0.819,0.841,0.910,0.781,0.852,0.896,0.776,0.872,0.907,0.689,0.826,0.884,0.774,0.876,0.910,19,16
40,6640,32,481.394,416.681,0.653,0.769,0.844,0.672,0.760,0.838,0.676,0.777,0.842,0.668,0.755,0.842,0.677,0.747,0.845,30,28
41,6643,64,918.801,791.314,0.396,0.352,0.573,0.394,0.347,0.572,0.441,0.383,0.580,0.415,0.306,0.569,0.404,0.232,0.539,34,26
42,7600,2,118.441,79.172,0.885,1.000,1.000,0.885,1.000,1.000,0.885,1.000,1.000,0.290,0.079,0.350,0.303,0.135,0.405,27,16
43,7602,4,142.207,104.077,0.877,1.000,1.000,0.877,1.000,1.000,0.877,1.000,1.000,0.298,0.225,0.598,0.328,0.352,0.672,27,16
44,7598,8,202.767,161.125,0.873,1.000,1.000,0.873,1.000,1.000,0.873,1.000,1.000,0.325,0.464,0.780,0.472,0.752,0.891,28,14
45,7601,16,316.984,257.245,0.843,0.814,0.937,0.808,0.904,0.961,0.816,0.965,0.973,0.793,0.948,0.963,0.816,0.963,0.972,17,16
46,7602,32,549.799,470.127,0.646,0.679,0.783,0.629,0.695,0.785,0.656,0.720,0.791,0.654,0.702,0.792,0.653,0.650,0.794,29,25
47,7596,64,1014.546,905.710,0.374,0.333,0.542,0.343,0.310,0.539,0.445,0.371,0.555,0.418,0.306,0.546,0.404,0.239,0.526,36,26
48,8560,2,128.182,85.367,0.879,1.000,1.000,0.879,1.000,1.000,0.879,1.000,1.000,0.281,0.075,0.345,0.285,0.128,0.398,29,17
49,8550,4,160.788,113.736,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.306,0.222,0.598,0.332,0.374,0.683,27,15
50,8536,8,226.865,176.969,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.341,0.456,0.781,0.330,0.649,0.860,27,16
51,8541,16,352.502,298.636,0.870,0.984,0.985,0.823,0.908,0.962,0.870,0.985,0.985,0.765,0.936,0.964,0.870,0.984,0.985,19,16
52,8548,32,599.152,523.042,0.655,0.729,0.832,0.656,0.771,0.838,0.678,0.788,0.843,0.661,0.772,0.838,0.648,0.726,0.839,31,28
53,8540,64,1147.663,1018.440,0.366,0.320,0.554,0.387,0.354,0.567,0.449,0.376,0.572,0.438,0.318,0.571,0.429,0.256,0.558,34,27
54,9488,2,142.185,93.137,0.867,1.000,1.000,0.867,1.000,1.000,0.867,1.000,1.000,0.267,0.075,0.345,0.294,0.133,0.404,29,16
55,9500,4,168.228,125.153,0.879,1.000,1.000,0.879,1.000,1.000,0.879,1.000,1.000,0.281,0.195,0.580,0.305,0.339,0.660,31,18
56,9497,8,238.998,191.621,0.875,1.000,1.000,0.875,1.000,1.000,0.875,1.000,1.000,0.340,0.433,0.773,0.337,0.608,0.842,28,18
57,9498,16,383.465,322.045,0.847,0.922,0.958,0.849,0.963,0.970,0.849,0.963,0.970,0.545,0.796,0.907,0.849,0.964,0.970,25,16
58,9499,32,674.161,586.784,0.667,0.747,0.822,0.671,0.762,0.822,0.679,0.773,0.827,0.668,0.753,0.827,0.663,0.749,0.829,29,28
59,9505,64,1262.029,1135.324,0.435,0.409,0.612,0.406,0.377,0.603,0.485,0.451,0.619,0.441,0.365,0.617,0.436,0.294,0.608,39,31
