,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,66.759,31.436,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.321,0.172,0.439,0.366,0.313,0.535,12,7
1,953,4,66.532,34.860,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.358,0.449,0.722,0.462,0.748,0.854,12,7
2,953,8,70.934,42.300,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,82.930,57.169,0.843,0.976,0.980,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,111.480,88.315,0.555,0.632,0.751,0.545,0.616,0.745,0.544,0.612,0.746,0.527,0.516,0.734,0.482,0.409,0.704,20,17
5,951,64,180.363,142.939,0.328,0.152,0.522,0.303,0.164,0.515,0.366,0.162,0.520,0.332,0.103,0.385,0.352,0.059,0.289,15,8
6,1892,2,75.252,37.490,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.333,0.123,0.393,0.318,0.241,0.487,18,9
7,1896,4,72.715,44.736,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.303,0.339,0.665,0.333,0.578,0.782,17,9
8,1895,8,83.911,59.881,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.421,0.708,0.877,0.898,1.000,1.000,15,8
9,1898,16,111.131,86.762,0.867,0.842,0.950,0.838,0.964,0.971,0.838,0.964,0.971,0.836,0.961,0.972,0.851,0.926,0.967,16,15
10,1900,32,170.840,140.025,0.592,0.648,0.753,0.578,0.640,0.751,0.594,0.660,0.756,0.583,0.568,0.750,0.584,0.547,0.746,22,21
11,1902,64,298.936,254.234,0.357,0.249,0.522,0.327,0.234,0.513,0.396,0.266,0.531,0.357,0.171,0.469,0.354,0.137,0.430,22,16
12,2836,2,72.459,45.641,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.314,0.115,0.389,0.302,0.203,0.458,18,11
13,2841,4,86.671,54.848,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.310,0.304,0.646,0.343,0.457,0.724,19,12
14,2843,8,105.722,77.443,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.370,0.564,0.825,0.876,1.000,1.000,20,8
15,2841,16,145.656,116.227,0.850,0.923,0.961,0.849,0.971,0.974,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,232.806,197.391,0.598,0.649,0.755,0.575,0.644,0.757,0.599,0.656,0.757,0.585,0.582,0.754,0.578,0.550,0.745,25,22
17,2845,64,417.598,360.086,0.362,0.286,0.518,0.338,0.272,0.502,0.416,0.313,0.522,0.384,0.197,0.473,0.347,0.157,0.453,25,19
