,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
0,957,2,57.950,30.407,0.855,1.000,1.000,0.855,1.000,1.000,0.855,1.000,1.000,0.350,0.184,0.450,0.366,0.313,0.535,11,7
1,953,4,62.453,34.087,0.905,1.000,1.000,0.905,1.000,1.000,0.905,1.000,1.000,0.375,0.425,0.708,0.462,0.748,0.854,13,7
2,953,8,65.361,42.172,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,0.888,1.000,1.000,8,8
3,959,16,77.072,56.063,0.843,0.972,0.977,0.843,0.974,0.978,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,108.141,82.533,0.556,0.610,0.743,0.532,0.612,0.742,0.552,0.617,0.741,0.527,0.513,0.730,0.482,0.409,0.704,20,17
5,951,64,168.840,136.668,0.324,0.165,0.517,0.303,0.152,0.513,0.374,0.164,0.518,0.352,0.100,0.382,0.352,0.059,0.289,15,8
6,1892,2,67.455,36.419,0.874,1.000,1.000,0.874,1.000,1.000,0.874,1.000,1.000,0.312,0.142,0.409,0.318,0.241,0.487,16,9
7,1896,4,70.957,45.117,0.882,1.000,1.000,0.882,1.000,1.000,0.882,1.000,1.000,0.304,0.341,0.665,0.333,0.578,0.782,17,9
8,1895,8,81.671,57.351,0.898,1.000,1.000,0.898,1.000,1.000,0.898,1.000,1.000,0.424,0.703,0.876,0.898,1.000,1.000,15,8
9,1898,16,109.532,82.268,0.867,0.842,0.950,0.838,0.964,0.971,0.838,0.964,0.971,0.835,0.960,0.972,0.851,0.926,0.967,16,15
10,1900,32,162.195,132.965,0.592,0.644,0.753,0.585,0.654,0.753,0.596,0.650,0.753,0.580,0.563,0.751,0.584,0.547,0.746,22,21
11,1902,64,277.426,235.730,0.352,0.266,0.524,0.338,0.248,0.517,0.391,0.262,0.529,0.382,0.190,0.466,0.354,0.137,0.430,22,16
12,2836,2,76.105,42.210,0.881,1.000,1.000,0.881,1.000,1.000,0.881,1.000,1.000,0.320,0.116,0.390,0.302,0.203,0.458,18,11
13,2841,4,85.298,53.494,0.896,1.000,1.000,0.896,1.000,1.000,0.896,1.000,1.000,0.332,0.320,0.654,0.343,0.457,0.724,18,12
14,2843,8,103.009,73.472,0.876,1.000,1.000,0.876,1.000,1.000,0.876,1.000,1.000,0.364,0.578,0.832,0.876,1.000,1.000,19,8
15,2841,16,140.707,109.564,0.848,0.921,0.959,0.849,0.971,0.974,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,220.069,184.604,0.589,0.643,0.752,0.580,0.644,0.752,0.597,0.663,0.760,0.587,0.605,0.756,0.578,0.550,0.745,26,22
17,2845,64,391.663,333.260,0.375,0.295,0.512,0.331,0.274,0.504,0.414,0.301,0.516,0.388,0.199,0.478,0.347,0.157,0.453,25,19
18,3792,2,84.704,50.070,0.866,1.000,1.000,0.866,1.000,1.000,0.866,1.000,1.000,0.277,0.103,0.375,0.311,0.197,0.454,21,11
19,3798,4,97.685,63.492,0.886,1.000,1.000,0.886,1.000,1.000,0.886,1.000,1.000,0.294,0.281,0.632,0.331,0.451,0.723,21,12
20,3788,8,117.705,88.008,0.892,1.000,1.000,0.892,1.000,1.000,0.892,1.000,1.000,0.356,0.505,0.802,0.820,0.974,0.984,23,9
21,3783,16,172.697,136.550,0.850,0.911,0.959,0.828,0.966,0.971,0.828,0.964,0.970,0.828,0.966,0.971,0.828,0.966,0.971,16,16
22,3791,32,281.177,235.877,0.656,0.760,0.842,0.652,0.771,0.842,0.663,0.772,0.843,0.649,0.749,0.840,0.635,0.683,0.832,30,25
